caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,correctValidFrames,wrongValidFrames,correctInvalidFrames,wrongInvalidFrames,sameDecodedPayloadRateVsBP,sameDecodedCodewordRateVsBP,avgNormalizedComplexity,status
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,-1.5,-1.5,0.54119982655924792,0.70626877231137719,500,16477,500,0.10984666666666666,1,30.713999999999999,32,32,32,0.043999999999999997,0.95599999999999996,232.11739999999995,221.55000000000001,357.66499999999996,480.60000000000002,3.722,0.043999999999999997,0,672,1474272,10319904,10319904,0,0,10319904,20639808,6179407,10319904,10319904,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,22,0,478,0,0,20639.808000000001,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-1.5,-1.5,0.54119982655924792,0.70626877231137719,500,16809,500,0.11206000000000001,1,3.1619999999999999,3,5,8,1,0,28.563800000000029,25.25,47.100000000000001,103.40000000000001,0,1,0,672,151776,1062432,1062432,0,0,1062432,2124864,637585,1062432,1062432,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,500,0,0,0,0,2124.864,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-1,-1,1.0411998265592479,0.62946270589708364,500,13325,500,0.088833333333333334,1,32,32,32,32,0,1,1034.6170000000009,962.95000000000005,1443.6799999999994,2139.8000000000002,14.220000000000001,0,0,672,1536000,10752000,10752000,21504000,10752000,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,1,1,21504,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-1,-1,1.0411998265592479,0.62946270589708364,500,13602,500,0.090679999999999997,1,32,32,32,32,0,1,248.70240000000001,231.59999999999999,355.1049999999999,582,6.7160000000000002,0,0,672,1536000,10752000,10752000,0,0,10752000,21504000,6442749,10752000,10752000,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,0.016,0,21504,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,-1,-1,1.0411998265592479,0.62946270589708364,500,13841,500,0.092273333333333332,1,30.134,32,32,32,0.064000000000000001,0.93600000000000005,222.9538000000002,219.80000000000001,339.87999999999965,530.10000000000002,3.202,0.064000000000000001,0,672,1446432,10125024,10125024,0,0,10125024,20250048,6078524,10125024,10125024,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,32,0,468,0.002,0,20250.047999999999,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-1,-1,1.0411998265592479,0.62946270589708364,500,14157,500,0.094380000000000006,1,3.1520000000000001,3,5,32,0.998,0.002,28.40900000000002,25.100000000000001,44.734999999999971,367.19999999999999,0.002,0.998,0,672,151296,1059072,1059072,0,0,1059072,2118144,637086,1059072,1059072,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,499,0,1,0,0,2118.1439999999998,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-0.5,-0.5,1.5411998265592479,0.56100922715098167,500,10978,500,0.073186666666666664,1,32,32,32,32,0,1,1046.8998000000004,959.39999999999998,1433.8799999999992,3763,10.926,0,0,672,1536000,10752000,10752000,21504000,10752000,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,1,1,21504,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-0.5,-0.5,1.5411998265592479,0.56100922715098167,500,11131,500,0.074206666666666671,1,31.940000000000001,32,32,32,0.002,0.998,248.92779999999965,231.59999999999999,355.73499999999996,771,5.7279999999999998,0.002,0,672,1533120,10731840,10731840,0,0,10731840,21463680,6440479,10731840,10731840,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,1,0,499,0.025999999999999999,0.0040000000000000001,21463.68,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,-0.5,-0.5,1.5411998265592479,0.56100922715098167,500,11285,500,0.075233333333333333,1,29.821999999999999,32,32,32,0.073999999999999996,0.92600000000000005,223.76359999999997,220,360.82999999999998,787.29999999999995,2.9079999999999999,0.073999999999999996,0,672,1431456,10020192,10020192,0,0,10020192,20040384,6023143,10020192,10020192,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,37,0,463,0.0080000000000000002,0,20040.383999999998,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-0.5,-0.5,1.5411998265592479,0.56100922715098167,500,11576,500,0.07717333333333333,1,2.9399999999999999,3,4,8,1,0,26.523399999999995,24.800000000000001,44.544999999999959,89,0,1,0,672,141120,987840,987840,0,0,987840,1975680,595402,987840,987840,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,500,0,0,0.002,0,1975.6800000000001,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1354,404,0.0090266666666666672,0.80800000000000005,13.526,2,32,32,0.61199999999999999,0.38800000000000001,466.60680000000036,97.900000000000006,1295.8499999999997,2331.9000000000001,0.496,0.61199999999999999,0,672,649248,4544736,4544736,9089472,4544736,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,82,224,14,180,1,1,9089.4719999999998,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1386,424,0.0092399999999999999,0.84799999999999998,21.385999999999999,32,32,32,0.34999999999999998,0.65000000000000002,173.12380000000002,227.80000000000001,354.7999999999999,713,1.1319999999999999,0.34999999999999998,0,672,1026528,7185696,7185696,0,0,7185696,14371392,4349967,7185696,7185696,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,51,124,25,300,0.60199999999999998,0.46600000000000003,14371.392,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1378,410,0.0091866666666666659,0.81999999999999995,13.922000000000001,2,32,32,0.59799999999999998,0.40200000000000002,109.65879999999993,24.899999999999999,317.53999999999996,451.89999999999998,0.57199999999999995,0.59799999999999998,0,672,668256,4677792,4677792,0,0,4677792,9355584,2839869,4677792,4677792,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,73,226,17,184,0.76200000000000001,0.64000000000000001,9355.5840000000007,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1400,397,0.0093333333333333341,0.79400000000000004,1.8560000000000001,2,3,4,1,0,18.4556,17.300000000000001,31.604999999999997,86.099999999999994,0,1,0,672,89088,623616,623616,0,0,623616,1247232,381979,623616,623616,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,103,397,0,0,0.72799999999999998,0.60799999999999998,1247.232,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,3,3,5.0411998265592484,0.25059361681363618,500,807,316,0.0053800000000000002,0.63200000000000001,8.0440000000000005,2,32,32,0.78800000000000003,0.21199999999999999,317.22019999999981,69.5,1339.579999999999,3461.6999999999998,0.24199999999999999,0.78800000000000003,0,672,386112,2702784,2702784,5405568,2702784,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,174,220,10,96,1,1,5405.5680000000002,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,3,3,5.0411998265592484,0.25059361681363618,500,827,345,0.0055133333333333336,0.68999999999999995,15.922000000000001,2,32,32,0.52800000000000002,0.47199999999999998,142.89519999999987,31.850000000000001,381.14999999999986,986.29999999999995,0.71399999999999997,0.52800000000000002,0,672,764256,5349792,5349792,0,0,5349792,10699584,3246881,5349792,5349792,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,138,126,17,219,0.71799999999999997,0.61199999999999999,10699.584000000001,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,3,3,5.0411998265592484,0.25059361681363618,500,805,317,0.0053666666666666663,0.63400000000000001,9.6780000000000008,2,32,32,0.73399999999999999,0.26600000000000001,102.1295999999999,18.300000000000001,271.49499999999955,11632.1,0.32200000000000001,0.73399999999999999,0,672,464544,3251808,3251808,0,0,3251808,6503616,1977256,3251808,3251808,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,171,196,12,121,0.84599999999999997,0.77600000000000002,6503.616,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,3,3,5.0411998265592484,0.25059361681363618,500,820,305,0.0054666666666666665,0.60999999999999999,1.6619999999999999,2,3,4,1,0,17.255200000000009,17.100000000000001,29.704999999999995,128.40000000000001,0,1,0,672,79776,558432,558432,0,0,558432,1116864,343680,558432,558432,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,195,305,0,0,0.85199999999999998,0.78200000000000003,1116.864,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,3.5,3.5,5.5411998265592484,0.22334179607548157,500,417,210,0.0027799999999999999,0.41999999999999998,4.3600000000000003,2,32,32,0.90600000000000003,0.094,167.70760000000001,64.900000000000006,1036.5349999999989,1805.5999999999999,0.098000000000000004,0.90600000000000003,0,672,209280,1464960,1464960,2929920,1464960,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,286,167,4,43,1,1,2929.9200000000001,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,3.5,3.5,5.5411998265592484,0.22334179607548157,500,448,241,0.0029866666666666665,0.48199999999999998,11.396000000000001,2,32,32,0.67400000000000004,0.32600000000000001,100.15739999999994,20.199999999999999,348.16499999999985,799.89999999999998,0.442,0.67400000000000004,0,672,547008,3829056,3829056,0,0,3829056,7658112,2324229,3829056,3829056,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,236,101,23,140,0.77200000000000002,0.69799999999999995,7658.1120000000001,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,3.5,3.5,5.5411998265592484,0.22334179607548157,500,411,212,0.0027399999999999998,0.42399999999999999,6.3460000000000001,2,32,32,0.83999999999999997,0.16,55.217599999999955,17.300000000000001,247.11499999999981,764.5,0.20200000000000001,0.83999999999999997,0,672,304608,2132256,2132256,0,0,2132256,4264512,1297104,2132256,2132256,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,274,146,14,66,0.90600000000000003,0.86599999999999999,4264.5119999999997,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,3.5,3.5,5.5411998265592484,0.22334179607548157,500,425,202,0.0028333333333333335,0.40400000000000003,1.476,1,2,4,1,0,15.994600000000007,13.75,27.624999999999979,149.90000000000001,0,1,0,672,70848,495936,495936,0,0,495936,991872,306805,495936,495936,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,298,202,0,0,0.93400000000000005,0.90400000000000003,991.87199999999996,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,4,4,6.0411998265592484,0.19905358527674863,500,198,110,0.00132,0.22,2.2879999999999998,1,2,32,0.96799999999999997,0.032000000000000001,100.20759999999986,50.25,156.31,1725.5999999999999,0.032000000000000001,0.96799999999999997,0,672,109824,768768,768768,1537536,768768,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,387,97,3,13,1,1,1537.5360000000001,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,4,4,6.0411998265592484,0.19905358527674863,500,217,137,0.0014466666666666666,0.27400000000000002,6.5700000000000003,1,32,32,0.82799999999999996,0.17199999999999999,64.745800000000003,15.6,348.94499999999994,678.39999999999998,0.19600000000000001,0.82799999999999996,0,672,315360,2207520,2207520,0,0,2207520,4415040,1348808,2207520,2207520,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,342,72,21,65,0.90000000000000002,0.85199999999999998,4415.04,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,4,4,6.0411998265592484,0.19905358527674863,500,206,122,0.0013733333333333334,0.24399999999999999,4.1799999999999997,1,32,32,0.90600000000000003,0.094,40.206200000000017,13.449999999999999,252.44499999999977,448.89999999999998,0.098000000000000004,0.90600000000000003,0,672,200640,1404480,1404480,0,0,1404480,2808960,861728,1404480,1404480,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,365,88,13,34,0.95399999999999996,0.92600000000000005,2808.96,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,4,4,6.0411998265592484,0.19905358527674863,500,202,108,0.0013466666666666666,0.216,1.3180000000000001,1,2,3,1,0,14.054799999999997,12.199999999999999,26.699999999999999,49.899999999999999,0,1,0,672,63264,442848,442848,0,0,442848,885696,275417,442848,442848,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,392,108,0,0,0.97799999999999998,0.96799999999999997,885.69600000000003,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,4.5,4.5,6.5411998265592484,0.17740669461678774,500,105,67,0.00069999999999999999,0.13400000000000001,1.8680000000000001,1,2,32,0.97799999999999998,0.021999999999999999,76.014799999999966,37.349999999999994,127.41499999999989,1871.3,0.021999999999999999,0.97799999999999998,0,672,89664,627648,627648,1255296,627648,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,430,59,3,8,1,1,1255.296,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,4.5,4.5,6.5411998265592484,0.17740669461678774,500,107,76,0.00071333333333333329,0.152,4.6360000000000001,1,32,32,0.88800000000000001,0.112,44.283999999999992,12.449999999999999,239.25499999999985,509.60000000000002,0.12,0.88800000000000001,0,672,222528,1557696,1557696,0,0,1557696,3115392,951895,1557696,1557696,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,407,37,17,39,0.93400000000000005,0.90600000000000003,3115.3919999999998,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,4.5,4.5,6.5411998265592484,0.17740669461678774,500,108,72,0.00072000000000000005,0.14399999999999999,3.1539999999999999,1,32,32,0.93600000000000005,0.064000000000000001,28.598599999999994,10.449999999999999,218.22499999999997,387.30000000000001,0.064000000000000001,0.93600000000000005,0,672,151392,1059744,1059744,0,0,1059744,2119488,649571,1059744,1059744,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,420,48,8,24,0.96399999999999997,0.95199999999999996,2119.4879999999998,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,4.5,4.5,6.5411998265592484,0.17740669461678774,500,109,66,0.00072666666666666669,0.13200000000000001,1.1919999999999999,1,2,3,1,0,12.81819999999999,9.3000000000000007,25.604999999999997,111,0,1,0,672,57216,400512,400512,0,0,400512,801024,250551,400512,400512,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,434,66,0,0,0.98799999999999999,0.97799999999999998,801.024,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_SPA_BP,0,-2.5,-2.5,0.21066772286537994,0.88913970501946138,500,20436,500,0.13624,1,32,32,32,32,0,1,1324.4887999999999,1218.0999999999999,1911.585,2229.4000000000001,28.608000000000001,0,0,784,1792000,12544000,12544000,25088000,12544000,0,0,0,0,0,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,1,1,25088,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.80000000000000004,-2.5,-2.5,0.21066772286537994,0.88913970501946138,500,20885,500,0.13923333333333332,1,32,32,32,32,0,1,320.9835999999998,283.60000000000002,459.00999999999988,1043.9000000000001,9.5399999999999991,0,0,784,1792000,12544000,12544000,0,0,12544000,25088000,7512899,12544000,12544000,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,0,0,25088,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.90000000000000002,-2.5,-2.5,0.21066772286537994,0.88913970501946138,500,21210,500,0.1414,1,31.469999999999999,32,32,32,0.017999999999999999,0.98199999999999998,307.98200000000003,268.25,446.50999999999965,1825.7,4.8460000000000001,0.017999999999999999,0,784,1762320,12336240,12336240,0,0,12336240,24672480,7394460,12336240,12336240,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,9,0,491,0,0,24672.48,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,-2.5,-2.5,0.21066772286537994,0.88913970501946138,500,21548,500,0.14365333333333333,1,3.6040000000000001,3,5,32,0.99199999999999999,0.0080000000000000002,40.349600000000002,36.399999999999999,62.849999999999952,442.80000000000001,0.01,0.99199999999999999,0,784,201824,1412768,1412768,0,0,1412768,2825536,845812,1412768,1412768,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,496,0,4,0,0,2825.5360000000001,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_SPA_BP,0,-2,-2,0.71066772286537994,0.79244659623055669,500,18019,500,0.12012666666666667,1,32,32,32,32,0,1,1429.1999999999985,1315.0999999999999,2002.4399999999996,3859.9000000000001,24.542000000000002,0,0,784,1792000,12544000,12544000,25088000,12544000,0,0,0,0,0,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,1,1,25088,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.80000000000000004,-2,-2,0.71066772286537994,0.79244659623055669,500,18378,500,0.12252,1,32,32,32,32,0,1,341.15239999999983,298.10000000000002,470.07499999999976,689.89999999999998,8.8659999999999997,0,0,784,1792000,12544000,12544000,0,0,12544000,25088000,7523485,12544000,12544000,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,0,0,500,0.002,0,25088,PASS
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,0.90000000000000002,-2,-2,0.71066772286537994,0.79244659623055669,500,18591,500,0.12393999999999999,1,31.648,32,32,32,0.012,0.98799999999999999,323.12939999999963,279.89999999999998,449.89999999999998,850.5,4.4640000000000004,0.012,0,784,1772288,12406016,12406016,0,0,12406016,24812032,7449589,12406016,12406016,11312,2026072001,2027381665,560,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,0,6,0,494,0,0,24812.031999999999,PASS
