actualLength,series,meanFER,meanBER,meanIterations,meanDecodeTimeUs,meanNormalizedComplexity,wrongValidFrames,meanSameDecodedPayloadRateVsBP,meanSameDecodedCodewordRateVsBP
480,BP,0.44279999999999997,0.003841333333333334,6.0172,225.5514,4043.5583999999994,767,1.0,1.0
480,NMS (α=0.90),0.4532,0.0038773333333333325,7.456,67.16215999999996,5010.432,704,0.8864000000000001,0.8320000000000001
480,MS (α=1.00),0.4312,0.003941333333333333,1.5008,15.71568,1008.5376,1078,0.8960000000000001,0.8480000000000001
560,BP,0.4708,0.003862666666666666,6.2496,253.28903999999997,4899.6864000000005,833,1.0,1.0
560,NMS (α=0.90),0.48360000000000003,0.0038773333333333333,8.3348,79.11067999999996,6534.483200000001,721,0.8880000000000001,0.8096
560,MS (α=1.00),0.46519999999999995,0.0038893333333333336,1.554,17.473760000000002,1218.336,1163,0.9040000000000001,0.8423999999999999
640,BP,0.3432,0.029845333333333328,15.3252,2143.5729999999994,34328.448,0,1.0,1.0
640,NMS (α=0.80),0.37360000000000004,0.03729333333333333,16.405199999999997,586.1110799999999,36747.648,0,0.62,0.62
640,MS (α=1.00),0.4856,0.061251999999999994,19.706,692.2135200000004,44141.44,0,0.5144,0.5132
