caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,correctValidFrames,wrongValidFrames,correctInvalidFrames,wrongInvalidFrames,sameDecodedPayloadRateVsBP,sameDecodedCodewordRateVsBP,avgNormalizedComplexity,status,series,avg_check_node_updates,avg_variable_node_updates,avg_edge_message_updates,avg_normalized_complexity,berCiLow,berCiHigh,ferCiLow,ferCiHigh,isPrimary
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1354,404,0.0090266666666666672,0.80800000000000005,13.526,2,32,32,0.61199999999999999,0.38800000000000001,466.60680000000036,97.900000000000006,1295.8499999999997,2331.9000000000001,0.496,0.61199999999999999,0,672,649248,4544736,4544736,9089472,4544736,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,82,224,14,180,1,1,9089.4719999999998,PASS,BP,1298.496,9089.472,9089.472,9089.472,0.00856045409351272,0.009518025980380276,0.771179624871567,0.8401237814041169,True
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1378,410,0.0091866666666666659,0.81999999999999995,13.922000000000001,2,32,32,0.59799999999999998,0.40200000000000002,109.65879999999993,24.899999999999999,317.53999999999996,451.89999999999998,0.57199999999999995,0.59799999999999998,0,672,668256,4677792,4677792,0,0,4677792,9355584,2839869,4677792,4677792,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,73,226,17,184,0.76200000000000001,0.64000000000000001,9355.5840000000007,PASS,NMS (α=0.90),1336.512,9355.584,9355.584,9355.584,0.008716267307484553,0.009682204571506156,0.7839253300173655,0.851195092087241,True
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,2.5,2.5,4.5411998265592484,0.28117066259517454,500,1400,397,0.0093333333333333341,0.79400000000000004,1.8560000000000001,2,3,4,1,0,18.4556,17.300000000000001,31.604999999999997,86.099999999999994,0,1,0,672,89088,623616,623616,0,0,623616,1247232,381979,623616,623616,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,103,397,0,0,0.72799999999999998,0.60799999999999998,1247.232,PASS,MS (α=1.00),178.176,1247.232,1247.232,1247.232,0.008859128841930181,0.009832668858400109,0.7563735290819746,0.8271433587266328,False
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,3,3,5.0411998265592484,0.25059361681363618,500,807,316,0.0053800000000000002,0.63200000000000001,8.0440000000000005,2,32,32,0.78800000000000003,0.21199999999999999,317.22019999999981,69.5,1339.579999999999,3461.6999999999998,0.24199999999999999,0.78800000000000003,0,672,386112,2702784,2702784,5405568,2702784,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,174,220,10,96,1,1,5405.5680000000002,PASS,BP,772.224,5405.568,5405.568,5405.568,0.005022266971015315,0.005763066545025516,0.588871722496907,0.6731154516212433,True
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,3,3,5.0411998265592484,0.25059361681363618,500,805,317,0.0053666666666666663,0.63400000000000001,9.6780000000000008,2,32,32,0.73399999999999999,0.26600000000000001,102.1295999999999,18.300000000000001,271.49499999999955,11632.1,0.32200000000000001,0.73399999999999999,0,672,464544,3251808,3251808,0,0,3251808,6503616,1977256,3251808,3251808,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,171,196,12,121,0.84599999999999997,0.77600000000000002,6503.616,PASS,NMS (α=0.90),929.088,6503.616,6503.616,6503.616,0.005009390221668438,0.005749277310614248,0.5909042816385175,0.6750523951177865,True
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,3,3,5.0411998265592484,0.25059361681363618,500,820,305,0.0054666666666666665,0.60999999999999999,1.6619999999999999,2,3,4,1,0,17.255200000000009,17.100000000000001,29.704999999999995,128.40000000000001,0,1,0,672,79776,558432,558432,0,0,558432,1116864,343680,558432,558432,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,195,305,0,0,0.85199999999999998,0.78200000000000003,1116.864,PASS,MS (α=1.00),159.552,1116.864,1116.864,1116.864,0.005105979728701278,0.005852682681767482,0.566563975499563,0.6517586695988955,False
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,3.5,3.5,5.5411998265592484,0.22334179607548157,500,417,210,0.0027799999999999999,0.41999999999999998,4.3600000000000003,2,32,32,0.90600000000000003,0.094,167.70760000000001,64.900000000000006,1036.5349999999989,1805.5999999999999,0.098000000000000004,0.90600000000000003,0,672,209280,1464960,1464960,2929920,1464960,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,286,167,4,43,1,1,2929.9200000000001,PASS,BP,418.56,2929.92,2929.92,2929.92,0.002525979832859482,0.003059486850343426,0.37750935127740226,0.4637105431964461,True
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.90000000000000002,3.5,3.5,5.5411998265592484,0.22334179607548157,500,411,212,0.0027399999999999998,0.42399999999999999,6.3460000000000001,2,32,32,0.83999999999999997,0.16,55.217599999999955,17.300000000000001,247.11499999999981,764.5,0.20200000000000001,0.83999999999999997,0,672,304608,2132256,2132256,0,0,2132256,4264512,1297104,2132256,2132256,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,274,146,14,66,0.90600000000000003,0.86599999999999999,4264.5119999999997,PASS,NMS (α=0.90),609.216,4264.512,4264.512,4264.512,0.0024878971476362684,0.00301757158429221,0.381424117793864,0.46773478195629203,True
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,3.5,3.5,5.5411998265592484,0.22334179607548157,500,425,202,0.0028333333333333335,0.40400000000000003,1.476,1,2,4,1,0,15.994600000000007,13.75,27.624999999999979,149.90000000000001,0,1,0,672,70848,495936,495936,0,0,495936,991872,306805,495936,495936,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,298,202,0,0,0.93400000000000005,0.90400000000000003,991.87199999999996,PASS,MS (α=1.00),141.696,991.872,991.872,991.872,0.0025767781948590595,0.0031153524233764216,0.36187922469306827,0.44758464867554987,False
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,4,4,6.0411998265592484,0.19905358527674863,500,198,110,0.00132,0.22,2.2879999999999998,1,2,32,0.96799999999999997,0.032000000000000001,100.20759999999986,50.25,156.31,1725.5999999999999,0.032000000000000001,0.96799999999999997,0,672,109824,768768,768768,1537536,768768,0,0,0,0,0,9696,2026072001,2027381665,480,50000,50499,1313001,,50000:50499,MAX_FRAMES_REACHED,387,97,3,13,1,1,1537.5360000000001,PASS,BP,219.648,1537.536,1537.536,1537.536,0.0011485902697865413,0.0015169511918996866,0.18590093257162363,0.25836869808684565,True
