scheme,configurationId,method,parameter,comparisonRole,engineeringComparisonGroup,controlledComparisonGroup,pureMethodDifferenceAllowed,fairnessGroupId,spanBits,spanTrellisSteps,bufferBits,mappingHash,EsN0Db,sigmaSquared,burstRatioRequested,burstLengthBits,burstRatioActual,burstPositionType,framesProcessed,totalBits,bitErrors,frameErrors,BER,FER,berZeroUpperBound,ferZeroUpperBound,affectedBlocksMean,maximumErrorsInBlock,correctedBlocksMean,detectedFailureFrames,undetectedFrameErrors,miscorrectedBlocks,decodeTimeMeanNs,decodeTimeMedianNs,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,interleaveTimeMeanNs,interleaveTimeP95Ns,interleaveTimeMaxNs,deinterleaveTimeMeanNs,deinterleaveTimeP95Ns,deinterleaveTimeMaxNs,payloadChecksum,noiseChecksum,burstStartChecksum,frameSequenceHash,configHash
BCH,BCH_NONE,NONE,0,BASELINE,,,false,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,-5,1.5811388300841895,0.02,6,0.021052631578947368,HEAD,1000,200000,51454,1000,0.25727,1,0,0,18.484000000000002,11,17.603999999999999,0,1000,15607,8938.7000000000007,7600,12300,16900,155800,269.19999999999999,500,2200,254,400,1500,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,c5c1ed69f998bac669832c6e503881b20248ad6ad5f4556df61650e7693414f9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,19,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,df44ec62eb0e5d19c68e38cc1e90d8bcfe3dc86f8d43caee9ec245092b1d89f0,-5,1.5811388300841895,0.02,6,0.021052631578947368,HEAD,1000,200000,51920,1000,0.2596,1,0,0,18.591000000000001,10,17.690999999999999,0,1000,15974,9302.6000000000004,7600,12100,16500,431100,297.69999999999999,400,27300,272.19999999999999,500,1000,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,c5c1ed69f998bac669832c6e503881b20248ad6ad5f4556df61650e7693414f9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_ROW_COLUMN_R15,ROW_COLUMN,15,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,9b5dd0f5c3e63e89963f9310d2fd77e38b8566ecbbe84414f3b5b7205e755b64,-5,1.5811388300841895,0.02,6,0.021052631578947368,HEAD,1000,200000,51381,1000,0.25690499999999999,1,0,0,18.585000000000001,10,17.649000000000001,0,1000,15923,8626,7500,12000,15200,91700,265,400,2600,276.60000000000002,500,8900,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,c5c1ed69f998bac669832c6e503881b20248ad6ad5f4556df61650e7693414f9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,285,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,34d8473db8f03d7c9baee43fda538eef07106f9a38e4358b42f391a5661af5e9,-5,1.5811388300841895,0.02,6,0.021052631578947368,HEAD,1000,200000,51358,1000,0.25679000000000002,1,0,0,18.616,11,17.640999999999998,0,1000,15867,8774.8999999999996,7500,12200,16000,134800,262.89999999999998,400,2600,296.80000000000001,500,22000,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,c5c1ed69f998bac669832c6e503881b20248ad6ad5f4556df61650e7693414f9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_NONE,NONE,0,BASELINE,,,false,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,-5,1.5811388300841895,0.02,6,0.021052631578947368,QUARTER,1000,200000,49576,1000,0.24787999999999999,1,0,0,18.492000000000001,11,17.626999999999999,0,1000,15698,8711.2999999999993,7600,11900,15000,91900,254.90000000000001,400,1300,282.80000000000001,400,36100,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,8d74dc3ce841417d7acd12d9068b8fdfe8b42f7f505070e0e04a207337aec7d9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,19,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,df44ec62eb0e5d19c68e38cc1e90d8bcfe3dc86f8d43caee9ec245092b1d89f0,-5,1.5811388300841895,0.02,6,0.021052631578947368,QUARTER,1000,200000,51228,1000,0.25613999999999998,1,0,0,18.614000000000001,10,17.690999999999999,0,1000,15945,8565.6000000000004,7500,11900,15300,61800,280.80000000000001,400,22100,316.69999999999999,500,44900,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,8d74dc3ce841417d7acd12d9068b8fdfe8b42f7f505070e0e04a207337aec7d9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_ROW_COLUMN_R15,ROW_COLUMN,15,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,9b5dd0f5c3e63e89963f9310d2fd77e38b8566ecbbe84414f3b5b7205e755b64,-5,1.5811388300841895,0.02,6,0.021052631578947368,QUARTER,1000,200000,50835,1000,0.25417499999999998,1,0,0,18.553999999999998,10,17.641999999999999,0,1000,15956,8434.8999999999996,7500,11700,14400,39700,265.5,400,10100,261.69999999999999,400,800,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,8d74dc3ce841417d7acd12d9068b8fdfe8b42f7f505070e0e04a207337aec7d9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_GLOBAL_PSEUDO_285,GLOBAL_PSEUDORANDOM,285,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,34d8473db8f03d7c9baee43fda538eef07106f9a38e4358b42f391a5661af5e9,-5,1.5811388300841895,0.02,6,0.021052631578947368,QUARTER,1000,200000,50399,1000,0.25199500000000002,1,0,0,18.620000000000001,11,17.648,0,1000,15905,8468.2000000000007,7500,11800,13500,92300,312.89999999999998,400,66100,275.60000000000002,500,700,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,8d74dc3ce841417d7acd12d9068b8fdfe8b42f7f505070e0e04a207337aec7d9,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_NONE,NONE,0,BASELINE,,,false,IDENTITY,1,0,0,2960bac5a9698f429c205bcbf19e4d157d3998e2efd872093f3a1e4c7ea85c84,-5,1.5811388300841895,0.02,6,0.021052631578947368,MIDDLE,1000,200000,51512,1000,0.25756000000000001,1,0,0,18.484000000000002,12,17.614999999999998,0,1000,15622,8606.3999999999996,7600,11900,14100,68200,254.80000000000001,400,800,260.10000000000002,400,9100,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,0bcb3b8a96fa0f1c9434dc2de1933133cd660fab7d3282d216eef023046a1716,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
BCH,BCH_CODEBLOCK_D19,BCH_CODEBLOCK,19,FORMAL_METHOD,,BCH_EQUAL_SPAN_285,false,FULL_FRAME_285,285,0,285,df44ec62eb0e5d19c68e38cc1e90d8bcfe3dc86f8d43caee9ec245092b1d89f0,-5,1.5811388300841895,0.02,6,0.021052631578947368,MIDDLE,1000,200000,51825,1000,0.25912499999999999,1,0,0,18.596,11,17.692,0,1000,15931,8657.2999999999993,7500,11800,15900,115700,258.89999999999998,400,1100,266.60000000000002,500,800,a5161cb90e181024a22b332ee00f0ba448920691fe4029d32fb70ab1aa8ab47a,ad4df377423473f0f6832ab789f2744e7b56f3e5f2398a4924302a0bd26d052f,0bcb3b8a96fa0f1c9434dc2de1933133cd660fab7d3282d216eef023046a1716,c76dd6f3c17103439dfb85094b25f725c8a46fabf6288b0b9e6743774739eb3e,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e
