caseName,ebn0Db,payloadLength,encodedLength,frameRate,globalSeed,noisePolicyVersion,snrIndex,logicalFrameCount,shardCount,configHash,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,trueSuccessFrames,reportedSuccessFrames,miscorrectedFrames,decoderFailureFrames,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,frameStart,requestedFrameCount,BER,FER,trueSuccessRate,reportedSuccessRate,miscorrectionRate,decoderFailureRate,loadedShards,duplicateFrames,missingFrames,configHashStatus,stopReason
BCH-S300,6.5,300,420,0.7142857142857143,2026072201,1,65,6000,3,e5463bb5805730bdb11575c1b670910495591922649de8a2037930769cd2e8ec,6000,1800000,14696,5491,1238,515,5485,6000,515,0,509,5491,0,0,6000,0.0006877777777777778,0.08583333333333333,0.9141666666666667,1.0,0.08583333333333333,0.0,3,0,0,PASS,SHARD_RAW_COUNTS_MERGED
