caseName,channelType,profileId,targetFER,channelSnrDb,awgnSnrDb,snrLossDb,status
BCH-S200,AWGN_BURST,AWGN_BURST_L1,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L10,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L12,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L14,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L15,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L16,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L2,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L20,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L24,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L29,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L3,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L30,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L31,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L32,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L4,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L48,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L5,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L6,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L64,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L7,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L8,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,BLOCKAGE_H,BLOCKAGE_H,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,BLOCKAGE_M,BLOCKAGE_M,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,CFO_30_NO_COMPENSATION,CFO_30,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,CFO_60_NO_COMPENSATION,CFO_60,0.1,,4.6647384057282473,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.1,9.3490582889158507,4.6647384057282473,4.684319883187603,VALID
BCH-S200,AWGN_BURST,AWGN_BURST_L1,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L10,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L12,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L14,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L15,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L16,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L2,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L20,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L24,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L29,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L3,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L30,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L31,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L32,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L4,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L48,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L5,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L6,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L64,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L7,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L8,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,BLOCKAGE_H,BLOCKAGE_H,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,BLOCKAGE_M,BLOCKAGE_M,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,CFO_30_NO_COMPENSATION,CFO_30,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,CFO_60_NO_COMPENSATION,CFO_60,0.01,,6.0553490532810139,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.01,12.015683155783043,6.0553490532810139,5.960334102502029,VALID
BCH-S200,AWGN_BURST,AWGN_BURST_L1,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L10,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L12,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L14,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L15,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L16,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L2,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L20,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L24,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L29,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L3,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L30,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L31,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L32,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L4,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L48,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L5,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L6,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L64,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L7,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,AWGN_BURST,AWGN_BURST_L8,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,BLOCKAGE_H,BLOCKAGE_H,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,BLOCKAGE_M,BLOCKAGE_M,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,CFO_30_NO_COMPENSATION,CFO_30,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,CFO_60_NO_COMPENSATION,CFO_60,0.001,,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S200,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.001,14.010810185807813,,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L1,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L10,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L12,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L14,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L15,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L16,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L2,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L20,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L24,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L29,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L3,0.1,4.7723088693097484,3.6532287296665182,1.1190801396432302,VALID
BCH-B200,AWGN_BURST,AWGN_BURST_L30,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L31,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L32,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L4,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L48,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L5,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L6,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L64,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L7,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L8,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
