caseName,channelType,profileId,targetFER,channelSnrDb,awgnSnrDb,snrLossDb,status
BCH-B200,BLOCKAGE_H,BLOCKAGE_H,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,BLOCKAGE_M,BLOCKAGE_M,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,CFO_30_NO_COMPENSATION,CFO_30,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,CFO_60_NO_COMPENSATION,CFO_60,0.1,,3.6532287296665182,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.1,6.7012605822589535,3.6532287296665182,3.0480318525924353,VALID
BCH-B200,AWGN_BURST,AWGN_BURST_L1,0.01,4.7609517448806802,4.4139494918569664,0.3470022530237138,VALID
BCH-B200,AWGN_BURST,AWGN_BURST_L10,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L12,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L14,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L15,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L16,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L2,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L20,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L24,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L29,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L3,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L30,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L31,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L32,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L4,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L48,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L5,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L6,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L64,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L7,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L8,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,BLOCKAGE_H,BLOCKAGE_H,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,BLOCKAGE_M,BLOCKAGE_M,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,CFO_30_NO_COMPENSATION,CFO_30,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,CFO_60_NO_COMPENSATION,CFO_60,0.01,,4.4139494918569664,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.01,8.1544639778053494,4.4139494918569664,3.740514485948383,VALID
BCH-B200,AWGN_BURST,AWGN_BURST_L1,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L10,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L12,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L14,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L15,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L16,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L2,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L20,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L24,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L29,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L3,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L30,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L31,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L32,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L4,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L48,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L5,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L6,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L64,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L7,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,AWGN_BURST,AWGN_BURST_L8,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,BLOCKAGE_H,BLOCKAGE_H,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,BLOCKAGE_M,BLOCKAGE_M,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,CFO_30_NO_COMPENSATION,CFO_30,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,CFO_60_NO_COMPENSATION,CFO_60,0.001,,4.9130093365904601,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-B200,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.001,9.5301871229076571,4.9130093365904601,4.617177786317197,VALID
BCH-S300,AWGN_BURST,AWGN_BURST_L1,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L10,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L12,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L14,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L15,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L16,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L2,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L20,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L24,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L29,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L3,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L30,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L31,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L32,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L4,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L48,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L5,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L6,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L64,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L7,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L8,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,BLOCKAGE_H,BLOCKAGE_H,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,BLOCKAGE_M,BLOCKAGE_M,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,CFO_30_NO_COMPENSATION,CFO_30,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,CFO_60_NO_COMPENSATION,CFO_60,0.1,,4.9526642315596119,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,0.1,9.9040707284178939,4.9526642315596119,4.951406496858282,VALID
BCH-S300,AWGN_BURST,AWGN_BURST_L1,0.01,7.1826578313042511,6.2480461480068641,0.934611683297387,VALID
BCH-S300,AWGN_BURST,AWGN_BURST_L10,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L12,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L14,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L15,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L16,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L2,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L20,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L24,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L29,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
BCH-S300,AWGN_BURST,AWGN_BURST_L3,0.01,,6.2480461480068641,,TARGET_NOT_BRACKETED_NO_EXTRAPOLATION
