channelType,profileId,caseName,snrDb,avgDecodeTimeUs,avgTotalReceiverTimeUs
AWGN,AWGN,BCH-B300-426,2.4771165561694346,1982.7302400000074,1982.7302400000074
AWGN,AWGN,BCH-B300-426,2.677116556169435,2125.5238200000008,2125.5238200000008
AWGN,AWGN,BCH-B300-426,2.877116556169435,2084.9256200000023,2084.9256200000023
AWGN,AWGN,BCH-B300-426,3.0771165561694342,2131.1352800000059,2131.1352800000059
AWGN,AWGN,BCH-B300-426,3.2771165561694344,2024.2076025379586,2024.2076025379586
AWGN,AWGN,BCH-B300-426,3.4771165561694346,2018.0507726655903,2018.0507726655903
AWGN,AWGN,BCH-B300-426,3.677116556169435,1924.8238620000009,1924.8238620000009
AWGN,AWGN,BCH-B300-426,3.877116556169435,1928.2009519999999,1928.2009519999999
AWGN,AWGN,BCH-B300-426,3.9771165561694346,2016.4301100000046,2016.4301100000046
AWGN,AWGN,BCH-S200,2.9618513565547095,14.701479999999989,14.701479999999989
AWGN,AWGN,BCH-S200,3.1618513565547097,15.716319999999932,15.716319999999932
AWGN,AWGN,BCH-S200,3.36185135655471,15.897380000000011,15.897380000000011
AWGN,AWGN,BCH-S200,3.561851356554709,13.930540000000015,13.930540000000015
AWGN,AWGN,BCH-S200,3.7618513565547094,14.465299999999967,14.465299999999967
AWGN,AWGN,BCH-S200,3.9618513565547095,13.758560000000001,13.758560000000001
AWGN,AWGN,BCH-S200,4.16185135655471,13.881620000000026,13.881620000000026
AWGN,AWGN,BCH-S200,4.36185135655471,14.114459999999992,14.114459999999992
AWGN,AWGN,BCH-S200,4.561851356554709,14.084680000000025,14.084680000000025
AWGN,AWGN,BCH-S200,4.761851356554709,14.705999999999966,14.705999999999966
AWGN,AWGN,BCH-S200,4.9618513565547095,13.374119999999992,13.374119999999992
AWGN,AWGN,BCH-S200,5.16185135655471,13.419199999999931,13.419199999999931
AWGN,AWGN,BCH-S200,5.36185135655471,13.589368029739775,13.589368029739775
AWGN,AWGN,BCH-S200,5.561851356554709,13.146844630335824,13.146844630335824
AWGN,AWGN,BCH-S200,5.761851356554709,13.443954638472023,13.443954638472023
AWGN,AWGN,BCH-S200,5.9618513565547095,13.140845952408064,13.140845952408064
AWGN,AWGN,BCH-S200,6.16185135655471,13.141443112222946,13.141443112222946
AWGN,AWGN,BCH-S200,6.36185135655471,15.513345508955645,15.513345508955645
AWGN,AWGN,BCH-S200,6.561851356554709,15.772884000000051,15.772884000000051
AWGN,AWGN,BCH-S200,6.76185135655471,15.435189999999896,15.435189999999896
AWGN,AWGN,BCH-S200,6.9618513565547095,15.376423999999863,15.376423999999863
AWGN,AWGN,BCH-S300,3.53871964321762,18.750779999999988,18.750779999999988
AWGN,AWGN,BCH-S300,3.73871964321762,21.906660000000009,21.906660000000009
AWGN,AWGN,BCH-S300,3.9387196432176204,19.805919999999947,19.805919999999947
AWGN,AWGN,BCH-S300,4.13871964321762,19.395899999999987,19.395899999999987
AWGN,AWGN,BCH-S300,4.33871964321762,18.871220000000054,18.871220000000054
AWGN,AWGN,BCH-S300,4.53871964321762,20.253779999999985,20.253779999999985
AWGN,AWGN,BCH-S300,4.73871964321762,19.662420000000079,19.662420000000079
AWGN,AWGN,BCH-S300,4.93871964321762,18.534860000000002,18.534860000000002
AWGN,AWGN,BCH-S300,5.13871964321762,18.232179999999989,18.232179999999989
AWGN,AWGN,BCH-S300,5.33871964321762,17.516700000000007,17.516700000000007
AWGN,AWGN,BCH-S300,5.53871964321762,18.622340000000001,18.622340000000001
AWGN,AWGN,BCH-S300,5.73871964321762,18.265589116325515,18.265589116325515
AWGN,AWGN,BCH-S300,5.93871964321762,17.773744595942794,17.773744595942794
AWGN,AWGN,BCH-S300,6.13871964321762,18.015020664980504,18.015020664980504
AWGN,AWGN,BCH-S300,6.33871964321762,18.846521885238772,18.846521885238772
AWGN,AWGN,BCH-S300,6.53871964321762,22.159948773629608,22.159948773629608
AWGN,AWGN,BCH-S300,6.738719643217619,25.734598000000013,25.734598000000013
AWGN,AWGN,BCH-S300,6.93871964321762,26.142934000000164,26.142934000000164
AWGN,AWGN,BCH-S300,7.13871964321762,23.884217999999994,23.884217999999994
AWGN,AWGN,BCH-S300,7.338719643217621,20.04102399999994,20.04102399999994
AWGN,AWGN,BCH-S300,7.53871964321762,21.271248000000092,21.271248000000092
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,6.4618513565547095,15.779380000000002,30.536640000000094
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,6.661851356554709,16.932439999999957,32.618019999999866
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,6.86185135655471,23.332440000000013,42.239359999999941
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,7.061851356554709,22.428720000000087,41.379000000000005
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,7.26185135655471,16.64447999999997,31.858459999999894
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,7.4618513565547095,19.654659999999982,36.970659999999995
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,7.661851356554709,17.522679999999983,33.791620000000044
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,7.86185135655471,22.885420000000011,41.065320000000028
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,8.061851356554708,16.507180000000009,31.980420000000077
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,8.261851356554711,16.327759999999941,31.331359999999997
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,8.46185135655471,15.19540000000003,30.145660000000039
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,8.66185135655471,16.771739999999973,32.340119999999899
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,8.861851356554709,20.050620000000027,37.735679999999945
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,9.061851356554708,14.620860000000018,29.201999999999995
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,9.261851356554711,16.044099999999982,31.174519999999962
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,9.46185135655471,14.219100000000006,28.443600000000018
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,9.66185135655471,19.492759999999983,36.849739999999912
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,9.861851356554709,15.252600000000072,30.12748000000007
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,10.061851356554708,13.428619999999992,27.28840000000001
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,10.261851356554711,16.220140000000008,32.031160000000021
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,10.46185135655471,14.551039999999961,28.559379999999976
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,10.66185135655471,14.664856388247008,29.266573126444481
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,10.861851356554709,17.30984002414737,33.546257168729142
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,11.061851356554708,13.952040429564113,28.105281111813049
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,11.261851356554711,13.04754896880508,26.707327184164154
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,11.46185135655471,14.280162908512954,28.547998410648582
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,11.66185135655471,13.638846888125235,27.574738449790065
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,11.861851356554709,13.4763250883392,27.282983076064642
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,12.061851356554708,13.583982562227501,27.596517133080166
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,12.261851356554711,14.083182321348001,28.424090853183532
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,12.46185135655471,13.855260947004112,27.94657727593502
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,12.66185135655471,16.547217450579343,32.072668029993416
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,12.861851356554709,17.063238927572307,32.865044003838726
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,13.061851356554708,17.437844000000045,33.402821999999667
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,13.261851356554711,17.905882000000009,34.193267999999556
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,13.46185135655471,16.402256000000207,31.893877999999802
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,13.66185135655471,16.485550000000032,31.879167999999815
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,13.861851356554709,14.944866000000022,29.720082000000424
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,14.061851356554708,15.264880000000174,30.247442000000277
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,14.261851356554711,17.499929999999978,33.683993999999892
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S200,14.46185135655471,16.881726000000004,32.729923999999563
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,5.065783148377649,33.566379999999981,46.870019999999954
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,5.26578314837765,32.946660000000037,46.31189999999998
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,5.46578314837765,32.539799999999978,45.724199999999968
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,5.665783148377649,34.808400000000098,49.280580000000121
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,5.865783148377649,33.964259999999896,47.930719999999887
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,6.065783148377649,29.54153999999992,42.148880000000013
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,6.26578314837765,29.708559999999899,42.652359999999902
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,6.46578314837765,28.664960000000043,41.367480000000114
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,6.665783148377649,31.455800000000011,45.758720000000075
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,6.865783148377649,34.253320000000059,49.61387999999986
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,7.065783148377649,30.079300000000053,45.023300000000084
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,7.265783148377649,26.888960000000008,39.758519999999919
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,7.46578314837765,26.026032559541655,38.732423876997316
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,7.665783148377649,26.24626299826684,39.461871750433268
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,7.86578314837765,26.94706717477392,40.634827766569636
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,8.06578314837765,25.850898352502337,39.347248989741793
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,8.265783148377649,24.271293267401916,37.182225180676909
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,8.46578314837765,24.324666327698033,37.320296809457282
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,8.665783148377649,23.907336079000377,36.971395142041715
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,8.86578314837765,24.213506000000137,37.582005999999858
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,9.06578314837765,26.334202000000076,41.268527999999939
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,9.265783148377649,27.719283999999735,43.477998000000028
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,9.46578314837765,24.586543999999705,38.780922000000047
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B200,9.665783148377649,26.03493400000005,41.167303999999717
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,6.53871964321762,26.310979999999912,50.024820000000034
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,6.738719643217619,19.916039999999985,40.367079999999966
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,6.93871964321762,21.116459999999947,42.078780000000087
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,7.13871964321762,20.627979999999955,41.667800000000106
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,7.338719643217621,23.663819999999998,46.369440000000047
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,7.53871964321762,19.033399999999919,38.89789999999995
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,7.738719643217619,20.501619999999999,41.172719999999863
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,7.93871964321762,19.443900000000021,39.687220000000103
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,8.13871964321762,25.669579999999961,49.468859999999935
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,8.33871964321762,20.863199999999924,41.691860000000098
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,8.53871964321762,20.695680000000014,41.454159999999931
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,8.73871964321762,18.027119999999989,37.411679999999897
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,8.93871964321762,20.37270000000013,41.079260000000012
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,9.13871964321762,23.668620000000011,46.429919999999854
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,9.33871964321762,19.680640000000004,40.391899999999922
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,9.53871964321762,21.385539999999978,42.187860000000065
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,9.73871964321762,19.476779999999994,39.489119999999929
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,9.93871964321762,18.436759999999989,37.894440000000081
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,10.13871964321762,27.265919999999927,52.286739999999938
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,10.33871964321762,19.865660000000005,40.469599999999986
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,10.53871964321762,19.627259999999943,39.990799999999922
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,10.73871964321762,18.744260000000008,38.69954000000002
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,10.93871964321762,19.115380000000041,39.217120000000001
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,11.13871964321762,20.735982062780383,41.683533632287038
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,11.33871964321762,20.94660858742996,42.106782825140101
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,11.53871964321762,19.477853121801473,40.082548618218965
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,11.73871964321762,21.442815018675031,43.245311578533411
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,11.93871964321762,18.531551270815161,38.346012269938555
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,12.13871964321762,19.11496919917867,39.241382614647698
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,12.33871964321762,18.259852027227041,37.931056525599558
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,12.53871964321762,19.113772980562587,38.880751173708823
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,12.73871964321762,20.774269612931896,41.578136586089315
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,12.93871964321762,21.972073705761929,43.907823925124639
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,13.13871964321762,23.756600667939189,46.647607347328162
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,13.33871964321762,24.347717005316394,47.72139480153816
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,13.53871964321762,25.106094000000098,48.809762000000163
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,13.73871964321762,23.952597999999814,46.833995999999765
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,13.93871964321762,22.042100000000101,43.805659999999925
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,14.13871964321762,22.874001999999894,45.183571999999693
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,14.33871964321762,25.018096000000128,48.558863999999964
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,14.53871964321762,23.981407999999789,46.994032000000246
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,14.73871964321762,22.854993999999959,45.213643999999768
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-S300,14.938719643217619,20.682707999999987,41.902971999999863
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,4.860566476931632,104.05491999999995,126.35885999999994
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,5.0605664769316325,93.927800000000133,114.12075999999996
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,5.260566476931633,99.740500000000168,121.31346000000026
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,5.460566476931632,94.12740000000025,114.9768399999999
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,5.660566476931632,90.53294000000011,111.64279999999999
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,5.860566476931632,87.428480000000022,107.92872000000011
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,6.0605664769316325,94.147300000000087,117.33707999999977
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,6.260566476931633,81.520859999999956,101.45563999999985
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,6.460566476931632,81.373820000000393,101.82873999999988
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,6.660566476931632,74.907460000000214,94.434799999999868
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,6.860566476931632,73.474440000000129,92.77097999999998
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,7.060566476931632,68.576280912693065,87.482880174887285
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,7.260566476931633,67.005535489289954,86.019428811423921
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,7.460566476931632,69.25037787260257,89.692195773995977
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,7.660566476931633,67.510587583148279,87.705120565410255
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,7.860566476931632,72.340980000000471,94.760496000000316
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,8.060566476931632,68.716716000000019,90.31042000000032
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,8.260566476931633,66.354804000000215,87.788052000000164
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,8.460566476931632,62.360569999999555,82.729053999999877
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,8.660566476931633,61.733926000000118,82.396842000000248
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300,8.860566476931632,64.423048000000321,88.736121999999739
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,4.477116556169435,144.58456000000069,168.22097999999974
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,4.677116556169435,129.65768000000023,151.61513999999994
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,4.877116556169435,127.26435999999966,148.55160000000001
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,5.077116556169434,126.73433999999985,148.55621999999968
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,5.277116556169434,124.33420000000042,147.21093999999977
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,5.477116556169435,116.48278000000008,137.5145599999999
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,5.677116556169435,121.38781999999973,144.57890000000017
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,5.877116556169435,110.51026000000054,134.24228000000033
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,6.077116556169434,108.82287999999996,130.60356000000024
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,6.277116556169434,108.02514612287275,130.41671645668262
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,6.477116556169435,101.79486060606084,127.58255353535337
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,6.677116556169434,101.08593544556142,123.0892861687238
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,6.877116556169435,99.38760188982944,121.42019105965369
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,7.077116556169434,101.40482400000147,124.8026979999993
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,7.277116556169435,105.1889500000003,130.5687740000007
MULTIPATH_MMSE,FIXED_MULTIPATH_MMSE,BCH-B300-426,7.477116556169435,96.7706699999991,120.45424800000097
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,3.7618513565547094,22.621295000000014,83.8275800000001
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,3.9618513565547095,25.310875000000035,90.55949499999996
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,4.16185135655471,23.41061499999999,85.04482499999997
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,4.36185135655471,19.471515000000032,75.35543500000009
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,4.561851356554709,18.95357999999998,73.85478000000002
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,4.761851356554709,18.375024999999994,72.20885000000006
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,4.9618513565547095,19.433720000000026,75.54689000000003
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,5.16185135655471,20.28081499999999,78.56088999999993
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,5.36185135655471,27.39280500000002,96.75968000000003
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,5.561851356554709,25.128665000000005,90.01940000000025
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,5.761851356554709,26.52078990674715,93.86223009026075
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,5.9618513565547095,22.577751141026216,84.55599096399426
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,6.16185135655471,24.276943362544603,86.48585280753015
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,6.36185135655471,21.331018595800096,81.09427770173276
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,6.561851356554709,18.937309792400047,74.28643532248662
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,6.76185135655471,17.833677040762886,70.75646023263141
CFO_30_NO_COMPENSATION,CFO_30,BCH-S200,6.9618513565547095,24.5067261538461,90.66787692307747
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,3.7618513565547094,30.895275,101.07496500000008
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,3.9618513565547095,29.470004999999922,101.53542499999989
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,4.16185135655471,27.923515000000002,100.03590000000007
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,4.36185135655471,22.418714999999985,85.17172499999998
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,4.561851356554709,23.52597000000004,86.42133999999999
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,4.761851356554709,19.639180000000007,76.07496999999996
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,4.9618513565547095,17.61232999999999,70.91647500000006
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,5.16185135655471,18.57407000000003,73.40925499999997
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,5.36185135655471,17.203439999999997,69.73952999999997
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,5.561851356554709,22.309795,83.40251500000008
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,5.761851356554709,29.904175000000023,105.26707500000005
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,5.9618513565547095,32.41739999999995,108.96026000000018
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,6.16185135655471,25.62200500000001,95.97967999999999
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,6.36185135655471,24.690284999999996,90.31674000000004
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,6.561851356554709,33.294520000000034,115.03774000000004
CFO_60_NO_COMPENSATION,CFO_60,BCH-S200,6.76185135655471,31.409665000000004,117.34733999999999
