stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,burstLengthIndex,burstLengthBits,burstRatio,burstStartPolicy,burstWrapAround,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,decoderTimeTotalNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage14_burst_formal,stage14_formal_v1,6770561e04a7f0c8527314568cdffde30603f030,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,0,0,0,RANDOM_PER_FRAME,false,1397048147,50,10000,0,0,50,0,50,0,0,0,0,0,0,0,342000,6840,5500,8400,55100,55100,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L0.json,
stage14_burst_formal,stage14_formal_v1,6770561e04a7f0c8527314568cdffde30603f030,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,6,6,0.024193548387096774,RANDOM_PER_FRAME,false,1397048147,50,10000,0,0,50,0,50,0,0,50,1,1,6,6,1039900,20798,16600,20000,206400,206400,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L6.json,
stage14_burst_formal,stage14_formal_v1,6770561e04a7f0c8527314568cdffde30603f030,K300_S15,分块300,300,420,0.7142857142857143,15,11,1,28,4,4,0.0095238095238095247,RANDOM_PER_FRAME,false,1397048147,10,3000,35,10,10,0,0,10,0,13,1.3,2,4,3.6000000000000001,98200,9820,8400,13700,13700,13700,0.011666666666666667,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K300_S15_L4.json,
stage14_burst_formal,stage14_formal_v1,6770561e04a7f0c8527314568cdffde30603f030,K300_M511K385,385整块300,300,426,0.70422535211267601,511,385,14,1,10,15,0.035211267605633804,RANDOM_PER_FRAME,false,1397048147,10,3000,105,7,0,10,3,0,0,10,1,1,15,15,882300,88230,69900,200400,200400,200400,0.035000000000000003,0.69999999999999996,1,0,0,0.29999999999999999,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K300_M511K385_L15.json,
