caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,14,2.000000,segmentCount,0,0,0,0
BCH-B200,14,2.000000,initialSyndromeCount,0,0,0,0
BCH-B200,14,2.000000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,14,2.000000,syndromeCalculationCount,0,0,0,0
BCH-B200,14,2.000000,syndromeBitTestCount,0,0,0,0
BCH-B200,14,2.000000,syndromeXorCount,0,0,0,0
BCH-B200,14,2.000000,syndromeShiftCount,0,0,0,0
BCH-B200,14,2.000000,tableLookupCount,0,0,0,0
BCH-B200,14,2.000000,lookupHitCount,0,0,0,0
BCH-B200,14,2.000000,lookupMissCount,0,0,0,0
BCH-B200,14,2.000000,bitFlipCount,865,0.86499999999999999,6,6
BCH-B200,14,2.000000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,14,2.000000,correctedSegmentCount,0,0,0,0
BCH-B200,14,2.000000,failedSegmentCount,0,0,0,0
BCH-B200,14,2.000000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,14,2.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,14,2.000000,syndromeValueCount,12000,12,12,12
BCH-B200,14,2.000000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,14,2.000000,bmIterationCount,12000,12,12,12
BCH-B200,14,2.000000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,14,2.000000,bmLocatorUpdateCount,15132,15.132,16,16
BCH-B200,14,2.000000,bmPolynomialCopyCount,5805,5.8049999999999997,6,6
BCH-B200,14,2.000000,chienPositionTestCount,254490,254.49000000000001,255,255
BCH-B200,14,2.000000,chienPolynomialEvaluationCount,254490,254.49000000000001,255,255
BCH-B200,14,2.000000,chienRootCount,1645,1.645,6,6
BCH-B200,14,2.000000,gfAddCount,4760764,4760.7640000000001,5125,5509
BCH-B200,14,2.000000,gfMultiplyCount,1787032,1787.0319999999999,1837,1837
BCH-B200,14,2.000000,gfDivideCount,5805,5.8049999999999997,6,6
BCH-B200,14,2.000000,gfInverseCount,0,0,0,0
BCH-B200,14,2.000000,locatorDegree,5825,5.8250000000000002,6,7
BCH-B200,14,2.000000,rootCount,1645,1.645,6,6
BCH-B200,14,2.000000,decoderFailureCount,827,0.82699999999999996,1,1
BCH-B200,14,2.000000,miscorrectionCount,1,0.001,0,1
