series,configurationId,channelCondition,burstRatio,x,EsN0Db,rawY,plotted,sourceType,sourceCsvAbsolutePath,sourceStage,sourceRowKey,interpolated,exclusionReason,nonMonotonicHighSnrAnomaly
无突发信道（AWGN）,NO_BURST_AWGN,NO_BURST_AWGN,0,,,428650.00524313963,true,HISTORICAL_FORMAL_WEIGHTED_SUMMARY,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\CC\simulation\stages\S3\stage09_awgn_formal\results\stage09_two_level_merged_point_results.csv,CC_S3_stage09_awgn_formal,merged-039;merged-040;merged-041;merged-042;merged-043;merged-044;merged-045;merged-048;merged-051;merged-054;merged-057;merged-058;merged-059;merged-060;merged-061;merged-062;merged-063;merged-064;merged-065;merged-066;merged-067;merged-068;merged-069;merged-070;merged-071;merged-072;merged-073;merged-074;merged-075;merged-076;merged-077,false,,false
无交织,CC_NONE,BURST_POLARITY_REVERSAL_AWGN,"2%,5%,10% weighted",,,308538.06307957944,true,S7_DERIVED_VALIDATED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage13_latency_complexity\results\latency_complexity_summary.csv,S7_stage13_latency_complexity,CC_NONE,false,,false
伪随机交织 span=128,CC_PSEUDO_128_RECOMMENDED,BURST_POLARITY_REVERSAL_AWGN,"2%,5%,10% weighted",,,307559.02173985506,true,S7_DERIVED_VALIDATED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage13_latency_complexity\results\latency_complexity_summary.csv,S7_stage13_latency_complexity,CC_PSEUDO_128_RECOMMENDED,false,,false
短深度块交织 D=16,CC_SHORT_D16_CONTROL_128,BURST_POLARITY_REVERSAL_AWGN,"2%,5%,10% weighted",,,307068.2892780715,true,S7_DERIVED_VALIDATED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage13_latency_complexity\results\latency_complexity_summary.csv,S7_stage13_latency_complexity,CC_SHORT_D16_CONTROL_128,false,,false
短深度块交织 D=8,CC_SHORT_D8_RECOMMENDED,BURST_POLARITY_REVERSAL_AWGN,"2%,5%,10% weighted",,,307978.6892087386,true,S7_DERIVED_VALIDATED,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage13_latency_complexity\results\latency_complexity_summary.csv,S7_stage13_latency_complexity,CC_SHORT_D8_RECOMMENDED,false,,false
