stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,burstLengthIndex,burstLengthBits,burstRatio,burstStartPolicy,burstWrapAround,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,decoderTimeTotalNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,2,2,0.0070175438596491229,RANDOM_PER_FRAME,false,1397048147,1000,200000,2077,917,1000,0,83,917,0,1045,1.0449999999999999,2,2,1.9550000000000001,7303600,7303,6800,9600,16700,63200,0.010385,0.91700000000000004,0,0.91700000000000004,0,0.083000000000000004,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L2.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,6,6,0.021052631578947368,RANDOM_PER_FRAME,false,1397048147,1000,200000,4875,967,1000,0,33,967,0,1295,1.2949999999999999,2,6,5.4660000000000002,6012700,6012,5300,8400,9500,29600,0.024375000000000001,0.96699999999999997,0,0.96699999999999997,0,0.033000000000000002,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L6.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,10,15,0.052631578947368418,RANDOM_PER_FRAME,false,1397048147,1000,200000,10735,1000,1000,0,0,1000,73,1927,1.927,2,15,11.401,7682300,7682,8500,9400,13400,57800,0.053675,1,0,1,0.072999999999999995,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L15.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,14,40,0.14035087719298245,RANDOM_PER_FRAME,false,1397048147,1000,200000,29058,1000,1000,0,0,1000,0,3625,3.625,4,15,15,6764600,6764,5400,9300,11600,21600,0.14529,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L40.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,2,2,0.0080645161290322578,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,2,2,903858200,18077,14100,21200,59100,17495900,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L2.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,6,6,0.024193548387096774,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,6,6,993991900,19879,18100,26300,37400,1426800,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L6.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,10,15,0.060483870967741937,RANDOM_PER_FRAME,false,1397048147,1000,200000,12317,852,0,1000,148,0,0,1000,1,1,15,15,25651900,25651,22200,38900,102400,380000,0.061585000000000001,0.85199999999999998,1,0,0,0.14799999999999999,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L15.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,14,40,0.16129032258064516,RANDOM_PER_FRAME,false,1397048147,1000,200000,34487,953,0,1000,47,0,0,1000,1,1,40,40,41282600,41282,20800,39400,382200,7501000,0.172435,0.95299999999999996,1,0,0,0.047,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L40.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,2,2,0.0068965517241379309,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,2,2,2990150000,59803,32900,115600,489400,23890800,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L2.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,6,6,0.020689655172413793,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,6,6,2512806500,50256,43100,65700,168700,17096400,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L6.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,10,15,0.051724137931034482,RANDOM_PER_FRAME,false,1397048147,1000,200000,10411,717,0,1000,283,0,0,1000,1,1,15,15,55927200,55927,54600,66700,74400,80200,0.052054999999999997,0.71699999999999997,1,0,0,0.28299999999999997,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L15.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,14,40,0.13793103448275862,RANDOM_PER_FRAME,false,1397048147,1000,200000,28223,785,0,1000,215,0,0,1000,1,1,40,40,61000600,61000,63600,72700,80700,127400,0.14111499999999999,0.78500000000000003,1,0,0,0.215,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L40.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K385,385整块200,200,326,0.61349693251533743,511,385,14,1,2,2,0.0061349693251533744,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,2,2,3236845400,64736,43700,107500,425600,15136600,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K385_L2.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K385,385整块200,200,326,0.61349693251533743,511,385,14,1,6,6,0.018404907975460124,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,6,6,3800429500,76008,61300,104600,359600,23788600,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K385_L6.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K385,385整块200,200,326,0.61349693251533743,511,385,14,1,10,15,0.046012269938650305,RANDOM_PER_FRAME,false,1397048147,1000,200000,9304,641,0,1000,359,0,0,1000,1,1,15,15,86365800,86365,89200,101000,117200,229200,0.046519999999999999,0.64100000000000001,1,0,0,0.35899999999999999,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K385_L15.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K385,385整块200,200,326,0.61349693251533743,511,385,14,1,14,40,0.12269938650306748,RANDOM_PER_FRAME,false,1397048147,1000,200000,24484,681,0,1000,319,0,0,1000,1,1,40,40,77752300,77752,73400,102100,135600,227300,0.12242,0.68100000000000005,1,0,0,0.31900000000000001,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K385_L40.json,
