stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,burstLengthIndex,burstLengthBits,burstRatio,burstStartPolicy,burstWrapAround,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,decoderTimeTotalNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,0,0,0,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,363102700,7262,5400,9100,16900,6832400,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L0.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,4,4,0.014035087719298246,RANDOM_PER_FRAME,false,1397048147,1000,200000,3463,977,1000,0,23,977,0,1196,1.196,2,4,3.7280000000000002,32747700,32747,8800,46200,203600,7638200,0.017315000000000001,0.97699999999999998,0,0.97699999999999998,0,0.023,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L4.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,8,10,0.035087719298245612,RANDOM_PER_FRAME,false,1397048147,1000,200000,7201,986,1000,0,14,986,0,1581,1.581,2,10,8.4390000000000001,17007300,17007,8700,27300,239100,1474500,0.036005000000000002,0.98599999999999999,0,0.98599999999999999,0,0.014,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L10.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,12,25,0.08771929824561403,RANDOM_PER_FRAME,false,1397048147,1000,200000,18072,1000,1000,0,0,1000,0,2593,2.593,3,15,14.596,18587400,18587,8900,43900,244600,955000,0.090359999999999996,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L25.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,0,0,0,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,588296400,11765,9900,16600,26500,4151700,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L0.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,4,4,0.016129032258064516,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,4,4,1323026200,26460,18200,36100,137900,19081900,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L4.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,8,10,0.040322580645161289,RANDOM_PER_FRAME,false,1397048147,1000,200000,8134,829,0,1000,171,0,0,1000,1,1,10,10,31988100,31988,22300,67300,210900,955600,0.040669999999999998,0.82899999999999996,1,0,0,0.17100000000000001,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L10.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,12,25,0.10080645161290322,RANDOM_PER_FRAME,false,1397048147,1000,200000,21053,889,0,1000,111,0,0,1000,1,1,25,25,23395600,23395,21400,35300,49300,235300,0.105265,0.88900000000000001,1,0,0,0.111,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L25.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,0,0,0,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,2167006300,43340,25900,75000,300400,15942000,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L0.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,4,4,0.013793103448275862,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,4,4,2142196300,42843,37000,56200,113000,13656100,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L4.json,
