stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,burstLengthIndex,burstLengthBits,burstRatio,burstStartPolicy,burstWrapAround,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,decoderTimeTotalNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,3,3,0.010526315789473684,RANDOM_PER_FRAME,false,1397048147,1000,200000,2653,958,1000,0,42,958,0,1124,1.1240000000000001,2,3,2.8759999999999999,7199400,7199,7000,9500,12000,26800,0.013265000000000001,0.95799999999999996,0,0.95799999999999996,0,0.042000000000000003,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L3.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,7,8,0.028070175438596492,RANDOM_PER_FRAME,false,1397048147,1000,200000,6082,985,1000,0,15,985,0,1472,1.472,2,8,6.9160000000000004,6261500,6261,5300,9300,11000,53900,0.03041,0.98499999999999999,0,0.98499999999999999,0,0.014999999999999999,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L8.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,11,20,0.070175438596491224,RANDOM_PER_FRAME,false,1397048147,1000,200000,14284,1000,1000,0,0,1000,0,2263,2.2629999999999999,3,15,13.298,8577300,8577,8700,9600,17800,32500,0.071419999999999997,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L20.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,15,50,0.17543859649122806,RANDOM_PER_FRAME,false,1397048147,1000,200000,36377,1000,1000,0,0,1000,0,4256,4.2560000000000002,5,15,15,7806800,7806,8400,9200,9700,26800,0.18188499999999999,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_S15_L50.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,3,3,0.012096774193548387,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,3,3,929311900,18586,15400,22400,62200,11500100,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L3.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,7,8,0.032258064516129031,RANDOM_PER_FRAME,false,1397048147,1000,200000,6431,817,0,1000,183,0,0,1000,1,1,8,8,19450400,19450,16200,28300,36400,101900,0.032155000000000003,0.81699999999999995,1,0,0,0.183,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L8.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,11,20,0.080645161290322578,RANDOM_PER_FRAME,false,1397048147,1000,200000,17097,896,0,1000,104,0,0,1000,1,1,20,20,20635700,20635,22000,25800,35300,59100,0.085485000000000005,0.89600000000000002,1,0,0,0.104,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L20.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M255K207,255整块200,200,248,0.80645161290322576,255,207,6,1,15,50,0.20161290322580644,RANDOM_PER_FRAME,false,1397048147,1000,200000,44753,1000,0,1000,0,0,0,1000,1,1,50,50,22204100,22204,23200,28300,38500,77200,0.22376499999999999,1,1,0,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage14_burst_formal_K200_M255K207_L50.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,3,3,0.010344827586206896,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,3,3,2223790100,44475,33300,63700,242300,30809200,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L3.json,
stage14_burst_formal,stage14_formal_v1,793f7247491a6f3e44b22072722e1ca693f26cae,K200_M511K421,421整块200,200,290,0.68965517241379315,511,421,10,1,7,8,0.027586206896551724,RANDOM_PER_FRAME,false,1397048147,50000,10000000,0,0,50000,0,50000,0,0,50000,1,1,8,8,3774371400,75487,51200,130900,495400,19723500,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage14_burst_formal_K200_M511K421_L8.json,
