caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,4,-3.000000,segmentCount,19000,19,19,19
BCH-S200,4,-3.000000,initialSyndromeCount,19000,19,19,19
BCH-S200,4,-3.000000,nonzeroSyndromeCount,16967,16.966999999999999,19,19
BCH-S200,4,-3.000000,syndromeCalculationCount,35967,35.966999999999999,38,38
BCH-S200,4,-3.000000,syndromeBitTestCount,395637,395.637,418,418
BCH-S200,4,-3.000000,syndromeXorCount,593247,593.24699999999996,666,717
BCH-S200,4,-3.000000,syndromeShiftCount,197749,197.749,222,239
BCH-S200,4,-3.000000,tableLookupCount,16967,16.966999999999999,19,19
BCH-S200,4,-3.000000,lookupHitCount,16967,16.966999999999999,19,19
BCH-S200,4,-3.000000,lookupMissCount,0,0,0,0
BCH-S200,4,-3.000000,bitFlipCount,16967,16.966999999999999,19,19
BCH-S200,4,-3.000000,postSyndromeCheckCount,16967,16.966999999999999,19,19
BCH-S200,4,-3.000000,correctedSegmentCount,16967,16.966999999999999,19,19
BCH-S200,4,-3.000000,failedSegmentCount,0,0,0,0
BCH-S200,4,-3.000000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,4,-3.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,4,-3.000000,syndromeValueCount,0,0,0,0
BCH-S200,4,-3.000000,syndromeEvaluationCount,0,0,0,0
BCH-S200,4,-3.000000,bmIterationCount,0,0,0,0
BCH-S200,4,-3.000000,bmDiscrepancyCount,0,0,0,0
BCH-S200,4,-3.000000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,4,-3.000000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,4,-3.000000,chienPositionTestCount,0,0,0,0
BCH-S200,4,-3.000000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,4,-3.000000,chienRootCount,0,0,0,0
BCH-S200,4,-3.000000,gfAddCount,0,0,0,0
BCH-S200,4,-3.000000,gfMultiplyCount,0,0,0,0
BCH-S200,4,-3.000000,gfDivideCount,0,0,0,0
BCH-S200,4,-3.000000,gfInverseCount,0,0,0,0
BCH-S200,4,-3.000000,locatorDegree,0,0,0,0
BCH-S200,4,-3.000000,rootCount,0,0,0,0
BCH-S200,4,-3.000000,decoderFailureCount,0,0,0,0
BCH-S200,4,-3.000000,miscorrectionCount,1000,1,1,1
