caseName,ebn0Db,payloadLength,encodedLength,frameRate,globalSeed,noisePolicyVersion,snrIndex,logicalFrameCount,shardCount,configHash,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,trueSuccessFrames,reportedSuccessFrames,miscorrectedFrames,decoderFailureFrames,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,frameStart,requestedFrameCount,BER,FER,trueSuccessRate,reportedSuccessRate,miscorrectionRate,decoderFailureRate,loadedShards,duplicateFrames,missingFrames,configHashStatus,stopReason
BCH-B200,4.5,200,248,0.80645161290322576,2026072201,1,45,6000,3,5af6f73d1c45cb5d76a839c7b1e4306173a6afd1d227cac7dc8e411301150ae9,6000,1200000,25129,5905,4888,771,5229,5230,1,770,95,5135,770,0,6000,0.004073333333333333,0.1285,0.8715,0.8716666666666667,0.00016666666666666666,0.12833333333333333,3,0,0,PASS,SHARD_RAW_COUNTS_MERGED
