caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,status
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-2,-2,0.041199826559247921,0.79244659623055669,200,7334,200,0.12223333333333333,1,32,32,32,32,0,1,991.6585000000008,914.79999999999995,1408.3099999999999,2070.6999999999998,21.039999999999999,0,0,672,614400,4300800,4300800,8601600,4300800,0,0,0,0,0,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.65000000000000002,-2,-2,0.041199826559247921,0.79244659623055669,200,7415,200,0.12358333333333334,1,32,32,32,32,0,1,235.75449999999984,216.40000000000001,360.81500000000005,420.60000000000002,14.005000000000001,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2567486,4300800,4300800,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.75,-2,-2,0.041199826559247921,0.79244659623055669,200,7460,200,0.12433333333333334,1,32,32,32,32,0,1,218.41349999999991,203.59999999999999,326.55500000000001,437,9.7750000000000004,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2567740,4300800,4300800,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.84999999999999998,-2,-2,0.041199826559247921,0.79244659623055669,200,7551,200,0.12584999999999999,1,32,32,32,32,0,1,219.87349999999995,202.75,336.31,608.89999999999998,5.8099999999999996,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2568037,4300800,4300800,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.94999999999999996,-2,-2,0.041199826559247921,0.79244659623055669,200,7666,200,0.12776666666666667,1,26.920000000000002,32,32,32,0.17499999999999999,0.82499999999999996,186.18649999999997,201.44999999999999,315.72499999999997,551.29999999999995,1.8049999999999999,0.17499999999999999,0,672,516864,3618048,3618048,0,0,3618048,7236096,2162163,3618048,3618048,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6360,200,0.106,1,32,32,32,32,0,1,1041.5244999999993,950.89999999999998,1510.21,1768.7,17.780000000000001,0,0,672,614400,4300800,4300800,8601600,4300800,0,0,0,0,0,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.65000000000000002,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6444,200,0.1074,1,32,32,32,32,0,1,238.02650000000003,218.94999999999999,349.81,479.60000000000002,12.744999999999999,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2568070,4300800,4300800,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.75,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6456,200,0.1076,1,32,32,32,32,0,1,231.93949999999992,207.80000000000001,345.91499999999996,742.60000000000002,9.0250000000000004,0,0,672,614400,4300800,4300800,0,0,4300800,8601600,2569453,4300800,4300800,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.84999999999999998,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6495,200,0.10825,1,31.850000000000001,32,32,32,0.0050000000000000001,0.995,228.67249999999996,208.90000000000001,343.03999999999996,481,5.4500000000000002,0.0050000000000000001,0,672,611520,4280640,4280640,0,0,4280640,8561280,2560614,4280640,4280640,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.94999999999999996,-1.5,-1.5,0.54119982655924792,0.70626877231137719,200,6616,200,0.11026666666666667,1,26.460000000000001,32,32,32,0.19,0.81000000000000005,193.56899999999993,203.84999999999999,341.43999999999994,736.79999999999995,1.9350000000000001,0.19,0,672,508032,3556224,3556224,0,0,3556224,7112448,2128241,3556224,3556224,9696,2026072001,2026072225,480,0,199,1001,0:199,,TARGET_FRAME_ERRORS_REACHED,PASS
