actualLength,algorithm,esN0Db,actualRate,storedEbN0Db,recomputedEbN0Db,differenceDb,status
560,DIRECT_LAYERED_SPA_BP,5.5,0.5357142857142857,8.21066772286538,8.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,6.0,0.5357142857142857,8.71066772286538,8.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,6.0,0.5357142857142857,8.71066772286538,8.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,6.5,0.5357142857142857,9.21066772286538,9.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,6.5,0.5357142857142857,9.21066772286538,9.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,7.0,0.5357142857142857,9.71066772286538,9.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,7.0,0.5357142857142857,9.71066772286538,9.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,7.5,0.5357142857142857,10.21066772286538,10.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,7.5,0.5357142857142857,10.21066772286538,10.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,8.0,0.5357142857142857,10.71066772286538,10.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,8.0,0.5357142857142857,10.71066772286538,10.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,8.5,0.5357142857142857,11.21066772286538,11.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,8.5,0.5357142857142857,11.21066772286538,11.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,9.0,0.5357142857142857,11.71066772286538,11.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,9.0,0.5357142857142857,11.71066772286538,11.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,9.5,0.5357142857142857,12.21066772286538,12.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,9.5,0.5357142857142857,12.21066772286538,12.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,10.0,0.5357142857142857,12.71066772286538,12.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,10.0,0.5357142857142857,12.71066772286538,12.71066772286538,0.0,PASS
640,DIRECT_LAYERED_NMS,-5.0,0.46875,-1.7094128073577526,-1.7094128073577526,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-5.0,0.46875,-1.7094128073577526,-1.7094128073577526,0.0,PASS
640,DIRECT_LAYERED_NMS,-4.5,0.46875,-1.2094128073577526,-1.2094128073577526,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-4.5,0.46875,-1.2094128073577526,-1.2094128073577526,0.0,PASS
640,DIRECT_LAYERED_NMS,-4.0,0.46875,-0.7094128073577526,-0.7094128073577526,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-4.0,0.46875,-0.7094128073577526,-0.7094128073577526,0.0,PASS
640,DIRECT_LAYERED_NMS,-3.5,0.46875,-0.20941280735775258,-0.20941280735775258,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-3.5,0.46875,-0.20941280735775258,-0.20941280735775258,0.0,PASS
640,DIRECT_LAYERED_NMS,-3.0,0.46875,0.2905871926422474,0.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-3.0,0.46875,0.2905871926422474,0.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,-2.5,0.46875,0.7905871926422474,0.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-2.5,0.46875,0.7905871926422474,0.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,-2.0,0.46875,1.2905871926422474,1.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-2.0,0.46875,1.2905871926422474,1.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,-1.5,0.46875,1.7905871926422474,1.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-1.5,0.46875,1.7905871926422474,1.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,-1.0,0.46875,2.2905871926422474,2.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-1.0,0.46875,2.2905871926422474,2.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,-0.5,0.46875,2.7905871926422474,2.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,-0.5,0.46875,2.7905871926422474,2.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,0.0,0.46875,3.2905871926422474,3.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,0.0,0.46875,3.2905871926422474,3.2905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,0.5,0.46875,3.7905871926422474,3.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,0.5,0.46875,3.7905871926422474,3.7905871926422474,0.0,PASS
640,DIRECT_LAYERED_NMS,1.0,0.46875,4.290587192642247,4.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,1.0,0.46875,4.290587192642247,4.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,1.5,0.46875,4.790587192642247,4.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,1.5,0.46875,4.790587192642247,4.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,2.0,0.46875,5.290587192642247,5.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,2.0,0.46875,5.290587192642247,5.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,2.5,0.46875,5.790587192642247,5.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,2.5,0.46875,5.790587192642247,5.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,3.0,0.46875,6.290587192642247,6.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,3.0,0.46875,6.290587192642247,6.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,3.5,0.46875,6.790587192642247,6.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,3.5,0.46875,6.790587192642247,6.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,4.0,0.46875,7.290587192642247,7.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,4.0,0.46875,7.290587192642247,7.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,4.5,0.46875,7.790587192642247,7.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,4.5,0.46875,7.790587192642247,7.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,5.0,0.46875,8.290587192642247,8.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,5.0,0.46875,8.290587192642247,8.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,5.5,0.46875,8.790587192642247,8.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,5.5,0.46875,8.790587192642247,8.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,6.0,0.46875,9.290587192642247,9.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,6.0,0.46875,9.290587192642247,9.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,6.5,0.46875,9.790587192642247,9.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,6.5,0.46875,9.790587192642247,9.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,7.0,0.46875,10.290587192642247,10.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,7.0,0.46875,10.290587192642247,10.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,7.5,0.46875,10.790587192642247,10.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,7.5,0.46875,10.790587192642247,10.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,8.0,0.46875,11.290587192642247,11.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,8.0,0.46875,11.290587192642247,11.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,8.5,0.46875,11.790587192642247,11.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,8.5,0.46875,11.790587192642247,11.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,9.0,0.46875,12.290587192642247,12.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,9.0,0.46875,12.290587192642247,12.290587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,9.5,0.46875,12.790587192642247,12.790587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,9.5,0.46875,12.790587192642247,12.790587192642247,0.0,PASS
640,DIRECT_LAYERED_NMS,10.0,0.46875,13.290587192642247,13.290587192642247,0.0,PASS
640,DIRECT_LAYERED_SPA_BP,10.0,0.46875,13.290587192642247,13.290587192642247,0.0,PASS
