actualLength,algorithm,esN0Db,actualRate,storedEbN0Db,recomputedEbN0Db,differenceDb,status
480,DIRECT_LAYERED_NMS,-5.0,0.625,-2.958800173440752,-2.958800173440752,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-5.0,0.625,-2.958800173440752,-2.958800173440752,0.0,PASS
480,DIRECT_LAYERED_NMS,-4.5,0.625,-2.458800173440752,-2.458800173440752,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-4.5,0.625,-2.458800173440752,-2.458800173440752,0.0,PASS
480,DIRECT_LAYERED_NMS,-4.0,0.625,-1.958800173440752,-1.958800173440752,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-4.0,0.625,-1.958800173440752,-1.958800173440752,0.0,PASS
480,DIRECT_LAYERED_NMS,-3.5,0.625,-1.458800173440752,-1.458800173440752,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-3.5,0.625,-1.458800173440752,-1.458800173440752,0.0,PASS
480,DIRECT_LAYERED_NMS,-3.0,0.625,-0.9588001734407521,-0.9588001734407521,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-3.0,0.625,-0.9588001734407521,-0.9588001734407521,0.0,PASS
480,DIRECT_LAYERED_NMS,-2.5,0.625,-0.4588001734407521,-0.4588001734407521,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-2.5,0.625,-0.4588001734407521,-0.4588001734407521,0.0,PASS
480,DIRECT_LAYERED_NMS,-2.0,0.625,0.04119982655924792,0.04119982655924792,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-2.0,0.625,0.04119982655924792,0.04119982655924792,0.0,PASS
480,DIRECT_LAYERED_NMS,-1.5,0.625,0.5411998265592479,0.5411998265592479,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-1.5,0.625,0.5411998265592479,0.5411998265592479,0.0,PASS
480,DIRECT_LAYERED_NMS,-1.0,0.625,1.041199826559248,1.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-1.0,0.625,1.041199826559248,1.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,-0.5,0.625,1.541199826559248,1.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,-0.5,0.625,1.541199826559248,1.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,0.0,0.625,2.041199826559248,2.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,0.0,0.625,2.041199826559248,2.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,0.5,0.625,2.541199826559248,2.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,0.5,0.625,2.541199826559248,2.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,1.0,0.625,3.041199826559248,3.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,1.0,0.625,3.041199826559248,3.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,1.5,0.625,3.541199826559248,3.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,1.5,0.625,3.541199826559248,3.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,2.0,0.625,4.041199826559248,4.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,2.0,0.625,4.041199826559248,4.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,2.5,0.625,4.541199826559248,4.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,2.5,0.625,4.541199826559248,4.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,3.0,0.625,5.041199826559248,5.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,3.0,0.625,5.041199826559248,5.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,3.5,0.625,5.541199826559248,5.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,3.5,0.625,5.541199826559248,5.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,4.0,0.625,6.041199826559248,6.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,4.0,0.625,6.041199826559248,6.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,4.5,0.625,6.541199826559248,6.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,4.5,0.625,6.541199826559248,6.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,5.0,0.625,7.041199826559248,7.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,5.0,0.625,7.041199826559248,7.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,5.5,0.625,7.541199826559248,7.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,5.5,0.625,7.541199826559248,7.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,6.0,0.625,8.041199826559248,8.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,6.0,0.625,8.041199826559248,8.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,6.5,0.625,8.541199826559248,8.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,6.5,0.625,8.541199826559248,8.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,7.0,0.625,9.041199826559248,9.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,7.0,0.625,9.041199826559248,9.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,7.5,0.625,9.541199826559248,9.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,7.5,0.625,9.541199826559248,9.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,8.0,0.625,10.041199826559248,10.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,8.0,0.625,10.041199826559248,10.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,8.5,0.625,10.541199826559248,10.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,8.5,0.625,10.541199826559248,10.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,9.0,0.625,11.041199826559248,11.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,9.0,0.625,11.041199826559248,11.041199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,9.5,0.625,11.541199826559248,11.541199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,9.5,0.625,11.541199826559248,11.541199826559248,0.0,PASS
480,DIRECT_LAYERED_NMS,10.0,0.625,12.041199826559248,12.041199826559248,0.0,PASS
480,DIRECT_LAYERED_SPA_BP,10.0,0.625,12.041199826559248,12.041199826559248,0.0,PASS
560,DIRECT_LAYERED_NMS,-5.0,0.5357142857142857,-2.28933227713462,-2.28933227713462,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-5.0,0.5357142857142857,-2.28933227713462,-2.28933227713462,0.0,PASS
560,DIRECT_LAYERED_NMS,-4.5,0.5357142857142857,-1.78933227713462,-1.78933227713462,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-4.5,0.5357142857142857,-1.78933227713462,-1.78933227713462,0.0,PASS
560,DIRECT_LAYERED_NMS,-4.0,0.5357142857142857,-1.28933227713462,-1.28933227713462,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-4.0,0.5357142857142857,-1.28933227713462,-1.28933227713462,0.0,PASS
560,DIRECT_LAYERED_NMS,-3.5,0.5357142857142857,-0.7893322771346201,-0.7893322771346201,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-3.5,0.5357142857142857,-0.7893322771346201,-0.7893322771346201,0.0,PASS
560,DIRECT_LAYERED_NMS,-3.0,0.5357142857142857,-0.28933227713462006,-0.28933227713462006,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-3.0,0.5357142857142857,-0.28933227713462006,-0.28933227713462006,0.0,PASS
560,DIRECT_LAYERED_NMS,-2.5,0.5357142857142857,0.21066772286537994,0.21066772286537994,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-2.5,0.5357142857142857,0.21066772286537994,0.21066772286537994,0.0,PASS
560,DIRECT_LAYERED_NMS,-2.0,0.5357142857142857,0.7106677228653799,0.7106677228653799,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-2.0,0.5357142857142857,0.7106677228653799,0.7106677228653799,0.0,PASS
560,DIRECT_LAYERED_NMS,-1.5,0.5357142857142857,1.21066772286538,1.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-1.5,0.5357142857142857,1.21066772286538,1.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,-1.0,0.5357142857142857,1.71066772286538,1.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-1.0,0.5357142857142857,1.71066772286538,1.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,-0.5,0.5357142857142857,2.21066772286538,2.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,-0.5,0.5357142857142857,2.21066772286538,2.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,0.0,0.5357142857142857,2.71066772286538,2.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,0.0,0.5357142857142857,2.71066772286538,2.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,0.5,0.5357142857142857,3.21066772286538,3.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,0.5,0.5357142857142857,3.21066772286538,3.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,1.0,0.5357142857142857,3.71066772286538,3.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,1.0,0.5357142857142857,3.71066772286538,3.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,1.5,0.5357142857142857,4.21066772286538,4.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,1.5,0.5357142857142857,4.21066772286538,4.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,2.0,0.5357142857142857,4.71066772286538,4.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,2.0,0.5357142857142857,4.71066772286538,4.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,2.5,0.5357142857142857,5.21066772286538,5.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,2.5,0.5357142857142857,5.21066772286538,5.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,3.0,0.5357142857142857,5.71066772286538,5.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,3.0,0.5357142857142857,5.71066772286538,5.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,3.5,0.5357142857142857,6.21066772286538,6.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,3.5,0.5357142857142857,6.21066772286538,6.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,4.0,0.5357142857142857,6.71066772286538,6.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,4.0,0.5357142857142857,6.71066772286538,6.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,4.5,0.5357142857142857,7.21066772286538,7.21066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,4.5,0.5357142857142857,7.21066772286538,7.21066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,5.0,0.5357142857142857,7.71066772286538,7.71066772286538,0.0,PASS
560,DIRECT_LAYERED_SPA_BP,5.0,0.5357142857142857,7.71066772286538,7.71066772286538,0.0,PASS
560,DIRECT_LAYERED_NMS,5.5,0.5357142857142857,8.21066772286538,8.21066772286538,0.0,PASS
