metric,algorithm,targetPointIndex,targetErrorRate,actualLength,actualRate,leftEbN0Db,leftErrorRate,rightEbN0Db,rightErrorRate,interpolationFraction,estimatedRequiredEbN0Db,leftFrames,rightFrames,leftErrors,rightErrors,interpolationValid,confidenceLevel,invalidReason,commonValidRangeMax,commonValidRangeMin,targetPointGenerationMethod
BER,BP,5,0.018904136169263477,480,0.625,3.541199826559248,0.022776666666666667,4.041199826559248,0.015273333333333333,0.4663231029582531,3.7743613780383747,1000,1000,6833,4582,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,5,0.018904136169263477,560,0.5357142857142857,4.21066772286538,0.022433333333333333,4.71066772286538,0.0146,0.3985021578347874,4.409918801782774,1000,1000,6730,4380,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,5,0.018904136169263477,640,0.46875,1.2905871926422474,0.04579333333333333,1.7905871926422474,0.0137,0.7331784865025023,1.6571764358934986,1000,1000,13738,4110,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,6,0.011753832886491348,480,0.625,4.041199826559248,0.015273333333333333,4.541199826559248,0.009533333333333333,0.5557420754075239,4.3190708642630105,1000,1000,4582,2860,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,6,0.011753832886491348,560,0.5357142857142857,4.71066772286538,0.0146,5.21066772286538,0.008976666666666668,0.4458168149736762,4.933576130352218,1000,1000,4380,2693,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,6,0.011753832886491348,640,0.46875,1.7905871926422474,0.0137,2.2905871926422474,0.0018929207343279916,0.0774103927651416,1.8292923890248183,1000,5429,4110,3083,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,7,0.0073080613833172705,480,0.625,4.541199826559248,0.009533333333333333,5.041199826559248,0.005346666666666666,0.45963459423477976,4.771017123676638,1000,1000,2860,1604,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,7,0.0073080613833172705,560,0.5357142857142857,5.21066772286538,0.008976666666666668,5.71066772286538,0.004906666666666667,0.3404620443615238,5.380898745046141,1000,1000,2693,1472,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,7,0.0073080613833172705,640,0.46875,1.7905871926422474,0.0137,2.2905871926422474,0.0018929207343279916,0.3174990071729623,1.9493366962287286,1000,5429,4110,3083,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,8,0.004543859156251447,480,0.625,5.041199826559248,0.005346666666666666,5.541199826559248,0.0027366666666666668,0.2429277135233596,5.162663683320928,1000,1000,1604,821,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,8,0.004543859156251447,560,0.5357142857142857,5.71066772286538,0.004906666666666667,6.21066772286538,0.00264,0.12393702438263235,5.772636235056696,1000,1000,1472,792,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,8,0.004543859156251447,640,0.46875,1.7905871926422474,0.0137,2.2905871926422474,0.0018929207343279916,0.5575876215807836,2.069381003432639,1000,5429,4110,3083,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,9,0.002825189191620913,480,0.625,5.041199826559248,0.005346666666666666,5.541199826559248,0.0027366666666666668,0.9524665601000679,5.517433106609282,1000,1000,1604,821,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,9,0.002825189191620913,560,0.5357142857142857,5.71066772286538,0.004906666666666667,6.21066772286538,0.00264,0.8906184645061959,6.1559769551184775,1000,1000,1472,792,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,9,0.002825189191620913,640,0.46875,1.7905871926422474,0.0137,2.2905871926422474,0.0018929207343279916,0.7976762359886043,2.1894253106365493,1000,5429,4110,3083,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,10,0.0017565892106207568,480,0.625,5.541199826559248,0.0027366666666666668,6.041199826559248,0.0014166666666666668,0.6733654315471418,5.877882542332819,1000,1000,821,425,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,10,0.0017565892106207568,560,0.5357142857142857,6.21066772286538,0.00264,6.71066772286538,0.00129,0.5688926954341738,6.495114070582467,1000,1000,792,387,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,10,0.0017565892106207568,640,0.46875,2.2905871926422474,0.0018929207343279916,2.7905871926422474,0.00019548243392114765,0.03292231703023422,2.3070483511573645,5429,41453,3083,2431,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,11,0.0010921766457342738,480,0.625,6.041199826559248,0.0014166666666666668,6.541199826559248,0.0007121729237770194,0.37824411078941444,6.230321881953955,1000,1465,425,313,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,11,0.0010921766457342738,560,0.5357142857142857,6.71066772286538,0.00129,7.21066772286538,0.0005420197740112994,0.19198540887974888,6.806660427305254,1000,1888,387,307,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,11,0.0010921766457342738,640,0.46875,2.2905871926422474,0.0018929207343279916,2.7905871926422474,0.00019548243392114765,0.24222470790193754,2.411699546593216,5429,41453,3083,2431,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,12,0.0006790715884369062,480,0.625,6.541199826559248,0.0007121729237770194,7.041199826559248,0.0002988028099337093,0.054798130629715794,6.568598891874106,1465,3369,313,302,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,12,0.0006790715884369062,560,0.5357142857142857,6.71066772286538,0.00129,7.21066772286538,0.0005420197740112994,0.7400237960674835,7.080679620899121,1000,1888,387,307,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,12,0.0006790715884369062,640,0.46875,2.2905871926422474,0.0018929207343279916,2.7905871926422474,0.00019548243392114765,0.4515270987736413,2.516350742029068,5429,41453,3083,2431,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,13,0.0004222194495948031,480,0.625,6.541199826559248,0.0007121729237770194,7.041199826559248,0.0002988028099337093,0.6019267042384869,6.842163178678492,1465,3369,313,302,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,13,0.0004222194495948031,560,0.5357142857142857,7.21066772286538,0.0005420197740112994,7.71066772286538,0.00025349881172432003,0.32867881931828663,7.375007132524523,1888,3787,307,288,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,13,0.0004222194495948031,640,0.46875,2.2905871926422474,0.0018929207343279916,2.7905871926422474,0.00019548243392114765,0.6608294896453446,2.6210019374649196,5429,41453,3083,2431,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,14,0.0002625191020382406,480,0.625,7.041199826559248,0.0002988028099337093,7.541199826559248,0.00012179407241135636,0.14425282213945317,7.113326237628975,3369,8019,302,293,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,14,0.0002625191020382406,560,0.5357142857142857,7.21066772286538,0.0005420197740112994,7.71066772286538,0.00025349881172432003,0.9539903683957739,7.687662907063267,1888,3787,307,288,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,14,0.0002625191020382406,640,0.46875,2.2905871926422474,0.0018929207343279916,2.7905871926422474,0.00019548243392114765,0.8701318805170484,2.7256531329007716,5429,41453,3083,2431,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,15,0.0001632238377485974,480,0.625,7.041199826559248,0.0002988028099337093,7.541199826559248,0.00012179407241135636,0.6737532997882558,7.378076476453376,3369,8019,302,293,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,15,0.0001632238377485974,560,0.5357142857142857,7.71066772286538,0.00025349881172432003,8.21066772286538,7.983848765715335e-05,0.38104065955687655,7.9011880526438185,3787,10897,288,261,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,15,0.0001632238377485974,640,0.46875,2.7905871926422474,0.00019548243392114765,3.2905871926422474,3.2533333333333336e-05,0.10057299348563113,2.840873689385063,41453,50000,2431,488,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,16,0.00010148602902618316,480,0.625,7.541199826559248,0.00012179407241135636,8.041199826559248,4.2885704256520614e-05,0.17475736773807257,7.628578510428285,8019,21841,293,281,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,16,0.00010148602902618316,560,0.5357142857142857,7.71066772286538,0.00025349881172432003,8.21066772286538,7.983848765715335e-05,0.7923445373832714,8.106839991557017,3787,10897,288,261,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,16,0.00010148602902618316,640,0.46875,2.7905871926422474,0.00019548243392114765,3.2905871926422474,3.2533333333333336e-05,0.3655740770940811,2.973374231189288,41453,50000,2431,488,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,17,6.309993827841972e-05,480,0.625,7.541199826559248,0.00012179407241135636,8.041199826559248,4.2885704256520614e-05,0.6300212789763843,7.8562104660474406,8019,21841,293,281,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,17,6.309993827841972e-05,560,0.5357142857142857,8.21066772286538,7.983848765715335e-05,8.71066772286538,3.561567089519389e-05,0.2914768110157332,8.356406128373248,10897,24989,261,267,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,17,6.309993827841972e-05,640,0.46875,2.7905871926422474,0.00019548243392114765,3.2905871926422474,3.2533333333333336e-05,0.6305751607025311,3.1058747729935128,41453,50000,2431,488,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,18,3.923300821744777e-05,480,0.625,8.041199826559248,4.2885704256520614e-05,8.541199826559248,1.52e-05,0.08582375406875138,8.084111703593624,21841,50000,281,228,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,18,3.923300821744777e-05,560,0.5357142857142857,8.21066772286538,7.983848765715335e-05,8.71066772286538,3.561567089519389e-05,0.8801656183595744,8.650750532045167,10897,24989,261,267,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,18,3.923300821744777e-05,640,0.46875,2.7905871926422474,0.00019548243392114765,3.2905871926422474,3.2533333333333336e-05,0.8955762443109798,3.238375314797737,41453,50000,2431,488,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,19,2.439350934066983e-05,480,0.625,8.041199826559248,4.2885704256520614e-05,8.541199826559248,1.52e-05,0.5439625921968604,8.313181122657678,21841,50000,281,228,true,HIGH,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,19,2.439350934066983e-05,560,0.5357142857142857,8.71066772286538,3.561567089519389e-05,9.21066772286538,1.18e-05,0.3426028561787341,8.881969150954747,24989,50000,267,177,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,19,2.439350934066983e-05,640,0.46875,3.2905871926422474,3.2533333333333336e-05,3.7905871926422474,2.266666666666667e-06,0.10809046372942457,3.3446324245069596,50000,50000,488,34,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,20,1.516690473122368e-05,480,0.625,8.541199826559248,1.52e-05,9.041199826559248,5.5333333333333334e-06,0.0021570344301005307,8.5422783437743,50000,50000,228,83,true,LOW,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,20,1.516690473122368e-05,560,0.5357142857142857,8.71066772286538,3.561567089519389e-05,9.21066772286538,1.18e-05,0.7727714879323214,9.097053466831541,24989,50000,267,177,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,20,1.516690473122368e-05,640,0.46875,3.2905871926422474,3.2533333333333336e-05,3.7905871926422474,2.266666666666667e-06,0.28647237098353984,3.4338233781340173,50000,50000,488,34,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,21,9.43017242469872e-06,480,0.625,8.541199826559248,1.52e-05,9.041199826559248,5.5333333333333334e-06,0.4724182826220933,8.777408967870295,50000,50000,228,83,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,21,9.43017242469872e-06,560,0.5357142857142857,9.21066772286538,1.18e-05,9.71066772286538,3.866666666666666e-06,0.20093555579588115,9.31113550076332,50000,50000,177,58,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,21,9.43017242469872e-06,640,0.46875,3.2905871926422474,3.2533333333333336e-05,3.7905871926422474,2.266666666666667e-06,0.46485427823765507,3.523014331761075,50000,50000,488,34,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,22,5.8633026009898e-06,480,0.625,8.541199826559248,1.52e-05,9.041199826559248,5.5333333333333334e-06,0.942679530814084,9.01253959196629,50000,50000,228,83,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,22,5.8633026009898e-06,560,0.5357142857142857,9.21066772286538,1.18e-05,9.71066772286538,3.866666666666666e-06,0.6268551484379769,9.524095297084369,50000,50000,177,58,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,22,5.8633026009898e-06,640,0.46875,3.2905871926422474,3.2533333333333336e-05,3.7905871926422474,2.266666666666667e-06,0.6432361854917695,3.612205285388132,50000,50000,488,34,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,23,3.6455661511270854e-06,480,0.625,9.041199826559248,5.5333333333333334e-06,9.541199826559248,1.6e-06,0.3363017225928979,9.209350687855697,50000,50000,83,24,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,23,3.6455661511270854e-06,560,0.5357142857142857,9.71066772286538,3.866666666666666e-06,10.21066772286538,1.6e-06,0.06672921053162839,9.744032328131196,50000,50000,58,24,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,23,3.6455661511270854e-06,640,0.46875,3.2905871926422474,3.2533333333333336e-05,3.7905871926422474,2.266666666666667e-06,0.8216180927458847,3.7013962390151898,50000,50000,488,34,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,24,2.2666666666666673e-06,480,0.625,9.041199826559248,5.5333333333333334e-06,9.541199826559248,1.6e-06,0.719285617320636,9.400842635219567,50000,50000,83,24,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,24,2.2666666666666673e-06,560,0.5357142857142857,9.71066772286538,3.866666666666666e-06,10.21066772286538,1.6e-06,0.6052686251321989,10.01330203543148,50000,50000,58,24,true,MEDIUM,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
BER,BP,24,2.2666666666666673e-06,640,0.46875,3.2905871926422474,3.2533333333333336e-05,3.7905871926422474,2.266666666666667e-06,1.0,3.7905871926422474,50000,50000,488,34,true,LOW,,0.20344333333333334,2.266666666666667e-06,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,0,1.0,480,0.625,2.541199826559248,1.0,3.041199826559248,0.999,-0.0,2.541199826559248,1000,1000,1000,999,true,LOW,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,0,1.0,560,0.5357142857142857,2.71066772286538,1.0,3.21066772286538,0.999,-0.0,2.71066772286538,1000,1000,1000,999,true,LOW,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,0,1.0,640,0.46875,-0.20941280735775258,1.0,0.2905871926422474,0.993,-0.0,-0.20941280735775258,1000,1000,1000,993,true,LOW,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,1,0.6864873706728227,480,0.625,4.541199826559248,0.846,5.041199826559248,0.643,0.7614826748689566,4.9219411639937265,1000,1000,846,643,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,1,0.6864873706728227,560,0.5357142857142857,5.21066772286538,0.831,5.71066772286538,0.626,0.674394080492393,5.547864763111576,1000,1000,831,626,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,1,0.6864873706728227,640,0.46875,0.7905871926422474,0.9,1.2905871926422474,0.597,0.6597361269726154,1.120455256128555,1000,1000,900,597,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,2,0.4712649100932855,480,0.625,5.041199826559248,0.643,5.541199826559248,0.405,0.6721886413934676,5.3772941472559825,1000,1000,643,405,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,2,0.4712649100932855,560,0.5357142857142857,5.71066772286538,0.626,6.21066772286538,0.415,0.6907064854541776,6.056020965592468,1000,1000,626,415,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,2,0.4712649100932855,640,0.46875,1.2905871926422474,0.597,1.7905871926422474,0.215,0.2315691558633054,1.4063717705739,1000,1000,597,215,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,3,0.3235174090203038,480,0.625,5.541199826559248,0.405,6.041199826559248,0.238,0.4225493096078106,5.752474481363154,1000,1000,405,238,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
FER,BP,3,0.3235174090203038,560,0.5357142857142857,6.21066772286538,0.415,6.71066772286538,0.242,0.4617221539377326,6.441528799834246,1000,1000,415,242,true,HIGH,,1.0,0.00012,LOGSPACE_WITHIN_COMMON_VALID_NONZERO_INTERPOLATION_RANGE
