plotId,caseId,configurationId,legendLabel,xRaw,xDisplay,derivedEbN0Db,actualRate,yRaw,yPlot,yIsZero,framesProcessed,payloadBitsProcessed,plotSurrogateUsed
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,0,0,1.5381486434452905,0.70175438596491224,0.074245000000000005,0.074245000000000005,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,0.5,0.5,2.0381486434452905,0.70175438596491224,0.057685,0.057685,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,1,1,2.5381486434452905,0.70175438596491224,0.043674999999999999,0.043674999999999999,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,1.5,1.5,3.0381486434452905,0.70175438596491224,0.031995000000000003,0.031995000000000003,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,2,2,3.5381486434452905,0.70175438596491224,0.022210000000000001,0.022210000000000001,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,2.5,2.5,4.0381486434452905,0.70175438596491224,0.014515,0.014515,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,3,3,4.5381486434452905,0.70175438596491224,0.0093550000000000005,0.0093550000000000005,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,3.5,3.5,5.0381486434452905,0.70175438596491224,0.0053800000000000002,0.0053800000000000002,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,4,4,5.5381486434452905,0.70175438596491224,0.0029350000000000001,0.0029350000000000001,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_ber_vs_snr,K200_S15,NONE_L0,分块-无突发,4.5,4.5,6.0381486434452905,0.70175438596491224,0.0013716814159292034,0.0013716814159292034,false,1695,339000,false
