plotId,caseId,configurationId,legendLabel,xRaw,xDisplay,derivedEbN0Db,actualRate,yRaw,yPlot,yIsZero,framesProcessed,payloadBitsProcessed,plotSurrogateUsed
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,0,0,0.93421685162235091,0.80645161290322576,0.998,0.998,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,0.5,0.5,1.434216851622351,0.80645161290322576,0.998,0.998,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,1,1,1.934216851622351,0.80645161290322576,0.98299999999999998,0.98299999999999998,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,1.5,1.5,2.434216851622351,0.80645161290322576,0.94699999999999995,0.94699999999999995,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,2,2,2.934216851622351,0.80645161290322576,0.80300000000000005,0.80300000000000005,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,2.5,2.5,3.434216851622351,0.80645161290322576,0.61699999999999999,0.61699999999999999,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,3,3,3.934216851622351,0.80645161290322576,0.33700000000000002,0.33700000000000002,false,1000,200000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,3.5,3.5,4.4342168516223506,0.80645161290322576,0.13670539986329461,0.13670539986329461,false,1463,292600,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,4,4,4.9342168516223506,0.80645161290322576,0.035467281432878167,0.035467281432878167,false,5639,1127800,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,4.5,4.5,5.4342168516223506,0.80645161290322576,0.0068073519400953025,0.0068073519400953025,false,29380,5876000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,5,5,5.9342168516223506,0.80645161290322576,0.00058,0.00058,false,50000,10000000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,5.5,5.5,6.4342168516223506,0.80645161290322576,2.0000000000000002e-05,2.0000000000000002e-05,false,50000,10000000,false
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,6,6,6.9342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,6.5,6.5,7.4342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,7,7,7.9342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,7.5,7.5,8.4342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,8,8,8.9342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,8.5,8.5,9.4342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,9,9,9.9342168516223506,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,9.5,9.5,10.434216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,10,10,10.934216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,10.5,10.5,11.434216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,11,11,11.934216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,11.5,11.5,12.434216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,12,12,12.934216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,12.5,12.5,13.434216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
stage16_burst_interleaving_comparison_k200_m255k207_fer_vs_snr,K200_M255K207,NONE_L0,无突发,13,13,13.934216851622351,0.80645161290322576,0,1.0000000000000001e-05,true,50000,10000000,true
