caseId,algorithm,decoder,payloadBits,actualLength,actualRate,Zc,fillerBits,parityLength,rankHp,rateMatching,rateRecover,interleaving,maxIterations,earlyStopPolicy,alpha,esN0Db,ebN0Db,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxIterationsUsed,earlyStopRate,maxIterationRate,correctValid,wrongValid,correctInvalid,wrongInvalid,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,edgeMessageUpdates,checkNodeUpdates,variableNodeUpdates,tanhCount,atanhCount,atanhClampCount,absCount,comparisonCount,min1Min2Count,signCount,alphaScaleCount,decoderMemoryBytes,payloadHash,codewordHash,llrHash,configHash,sourceRunId,sourceFile,sourceSha256
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,3.5,6.21066772286538,1000,792,415,0.00264,0.415,3.948,2.0,32.0,32,0.92,0.08,567,353,18,62,228.5395,85.6,1565.6249999999989,4661.6,3095232,442176,3095232,6190464,3095232,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,5487774989774882617,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,3.5,6.21066772286538,1000,801,419,0.00267,0.419,4.061,2.0,32.0,32,0.916,0.084,554,362,27,57,59.5751,25.8,325.74499999999995,1497.8,3183824,454832,3183824,0,0,0,3183824,6367648,1946899,3183824,3183824,11312,14894215742951263112,9310751698180970364,5487774989774882617,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,4.0,6.71066772286538,1000,387,242,0.00129,0.242,2.507,1.0,2.0,32,0.961,0.039,746,215,12,27,144.5213,71.05,188.51999999999998,2661.8,1965488,280784,1965488,3930976,1965488,0,0,0,0,0,0,11312,14894215742951263112,9310751698180970364,5131046967691711881,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,4.0,6.71066772286538,1000,392,245,0.0013066666666666667,0.245,3.079,1.0,32.0,32,0.942,0.058,738,204,17,41,44.621199999999995,21.1,288.4749999999999,731.0,2413936,344848,2413936,0,0,0,2413936,4827872,1478663,2413936,2413936,11312,14894215742951263112,9310751698180970364,5131046967691711881,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,4.5,7.21066772286538,1888,307,200,0.0005420197740112994,0.1059322033898305,1.5328389830508475,1.0,2.0,32,0.9878177966101694,0.012182203389830509,1680,185,8,15,82.5822563559322,50.650000000000006,132.365,2808.9,2268896,324128,2268896,4537792,2268896,0,0,0,0,0,0,11312,3627724900150674742,2575492546776614489,1690725611343439537,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,4.5,7.21066772286538,1888,316,211,0.000557909604519774,0.11175847457627118,2.0709745762711864,1.0,2.0,32,0.9703389830508474,0.029661016949152543,1655,177,22,34,29.58580508474576,16.55,38.46499999999999,750.6,3065440,437920,3065440,0,0,0,3065440,6130880,1891726,3065440,3065440,11312,3627724900150674742,2575492546776614489,1690725611343439537,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,5.0,7.71066772286538,3787,288,200,0.00025349881172432003,0.052812252442566675,1.2365988909426988,1.0,2.0,32,0.9949828360179561,0.005017163982043834,3581,187,6,13,76.297016107737,58.0,133.87,4068.7,3671472,524496,3671472,7342944,3671472,0,0,0,0,0,0,11312,1519644867615295185,14539858891088004406,12701103363845850189,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,5.0,7.71066772286538,3787,289,206,0.0002543790159316962,0.05439662001584367,1.5035648270398732,1.0,2.0,32,0.9862688143649326,0.013731185635067335,3560,175,21,31,24.732637972009506,17.6,38.3,597.6,4464096,637728,4464096,0,0,0,4464096,8928192,2777505,4464096,4464096,11312,1519644867615295185,14539858891088004406,12701103363845850189,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,5.5,8.21066772286538,10897,261,200,7.983848765715335e-05,0.018353675323483528,1.0774525098651004,1.0,1.0,32,0.9987152427273561,0.001284757272643847,10690,193,7,7,69.08819858676699,67.1,104.9,3677.7,9204944,1314992,9204944,18409888,9204944,0,0,0,0,0,0,11312,497163805738047522,4431023323622778240,5736707753108852237,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,5.5,8.21066772286538,10897,265,207,8.106206601205225e-05,0.018996053959805453,1.2158392218041663,1.0,1.0,32,0.9942185922731027,0.005781407726897311,10649,185,41,22,23.115885105992476,19.8,29.919999999999888,6092.8,10387216,1483888,10387216,0,0,0,10387216,20774432,6526387,10387216,10387216,11312,497163805738047522,4431023323622778240,5736707753108852237,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,6.0,8.71066772286538,24989,267,200,3.561567089519389e-05,0.008003521549481772,1.025451198527352,1.0,1.0,32,0.9996398415302733,0.0003601584697266797,24783,197,6,3,69.27753011324982,68.3,103.05999999999986,4398.7,20090000,2870000,20090000,40180000,20090000,0,0,0,0,0,0,11312,17028129769994802026,7316287284638424583,8530365526363902802,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,6.0,8.71066772286538,24989,265,202,3.534888684354449e-05,0.00808355676497659,1.0772740005602466,1.0,1.0,32,0.9979591020048821,0.0020408979951178517,24756,182,31,20,21.284133018528152,20.0,26.2,2122.4,21105280,3015040,21105280,0,0,0,21105280,42210560,13368839,21105280,21105280,11312,17028129769994802026,7316287284638424583,8530365526363902802,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,6.5,9.21066772286538,50000,177,138,1.18e-05,0.00276,1.00736,1.0,1.0,32,0.99994,6e-05,49860,137,2,1,70.700448,69.6,101.90499999999957,11282.8,39488512,5641216,39488512,78977024,39488512,0,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,16006565695469023118,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,6.5,9.21066772286538,50000,182,147,1.2133333333333333e-05,0.00294,1.03704,1.0,1.0,32,0.99898,0.00102,49824,125,29,22,21.273324,20.3,26.1,2154.0,40651968,5807424,40651968,0,0,0,40651968,81303936,25875314,40651968,40651968,11312,4478654089032902876,9800283097283357438,16006565695469023118,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,7.0,9.71066772286538,50000,58,44,3.866666666666666e-06,0.00088,1.0018,1.0,1.0,2,1.0,0.0,49956,44,0,0,70.75361,69.9,102.4,5367.6,39270560,5610080,39270560,78541120,39270560,0,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,16371363153164705913,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,7.0,9.71066772286538,50000,61,47,4.066666666666667e-06,0.00094,1.01102,1.0,1.0,32,0.9997,0.0003,49945,40,8,7,20.64955,20.1,25.8,1410.4,39631984,5661712,39631984,0,0,0,39631984,79263968,25339371,39631984,39631984,11312,4478654089032902876,9800283097283357438,16371363153164705913,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,7.5,10.21066772286538,50000,24,18,1.6e-06,0.00036,1.0005,1.0,1.0,2,1.0,0.0,49982,18,0,0,70.559146,70.1,100.9,5806.1,39219600,5602800,39219600,78439200,39219600,1,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,14307686702926712228,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,7.5,10.21066772286538,50000,23,19,1.5333333333333334e-06,0.00038,1.00358,1.0,1.0,32,0.9999,0.0001,49980,15,1,4,20.335696000000002,20.0,25.3,1770.3,39340336,5620048,39340336,0,0,0,39340336,78680672,25230717,39340336,39340336,11312,4478654089032902876,9800283097283357438,14307686702926712228,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,8.0,10.71066772286538,50000,1,1,6.666666666666667e-08,2e-05,1.00012,1.0,1.0,2,1.0,0.0,49999,1,0,0,70.9893,70.3,101.1,3132.4,39204704,5600672,39204704,78409408,39204704,125,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,1125236840665249864,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,8.0,10.71066772286538,50000,1,1,6.666666666666667e-08,2e-05,1.00012,1.0,1.0,2,1.0,0.0,49999,1,0,0,20.534622,20.0,25.4,3310.8,39204704,5600672,39204704,0,0,0,39204704,78409408,25207800,39204704,39204704,11312,4478654089032902876,9800283097283357438,1125236840665249864,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,8.5,11.21066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,69.59843599999999,68.8,100.6,11387.5,39200000,5600000,39200000,78400000,39200000,5953,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,9508899631310120190,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,8.5,11.21066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,19.941314,19.7,25.2,2012.8,39200000,5600000,39200000,0,0,0,39200000,78400000,25253643,39200000,39200000,11312,4478654089032902876,9800283097283357438,9508899631310120190,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,9.0,11.71066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,68.627128,67.7,100.4,15868.2,39200000,5600000,39200000,78400000,39200000,114530,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,15444455104662152651,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,9.0,11.71066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,19.5121,19.4,25.0,1756.4,39200000,5600000,39200000,0,0,0,39200000,78400000,25293263,39200000,39200000,11312,4478654089032902876,9800283097283357438,15444455104662152651,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,9.5,12.21066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,71.90053,71.0,103.60499999999955,3724.9,39200000,5600000,39200000,78400000,39200000,983673,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,10579308004314285812,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,9.5,12.21066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,20.06224,20.0,25.3,3022.1,39200000,5600000,39200000,0,0,0,39200000,78400000,25324050,39200000,39200000,11312,4478654089032902876,9800283097283357438,10579308004314285812,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,BP,DIRECT_LAYERED_SPA_BP,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.0,10.0,12.71066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,74.91227599999999,72.0,103.30499999999955,7181.3,39200000,5600000,39200000,78400000,39200000,4620603,0,0,0,0,0,11312,4478654089032902876,9800283097283357438,11548080485788279381,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560,NMS,DIRECT_LAYERED_NMS,300,560,0.5357142857142857,56,148,112,112,false,false,false,32,SYNDROME_AFTER_FULL_ITERATION,0.95,10.0,12.71066772286538,50000,0,0,0.0,0.0,1.0,1.0,1.0,1,1.0,0.0,50000,0,0,0,21.034467999999997,20.4,25.6,4399.2,39200000,5600000,39200000,0,0,0,39200000,78400000,25346613,39200000,39200000,11312,4478654089032902876,9800283097283357438,11548080485788279381,7c571bfd784eb622ed7b51fbd286473bdf226b970668e6c605e5c4ebd0e1547e,140001,Task/LDPC/block/stages/stage23_s4_final_reintegration/results/s4_revised_formal_point_results.csv,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
