caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,3,-3.500000,segmentCount,0,0,0,0
BCH-B200,3,-3.500000,initialSyndromeCount,0,0,0,0
BCH-B200,3,-3.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,3,-3.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,3,-3.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,3,-3.500000,syndromeXorCount,0,0,0,0
BCH-B200,3,-3.500000,syndromeShiftCount,0,0,0,0
BCH-B200,3,-3.500000,tableLookupCount,0,0,0,0
BCH-B200,3,-3.500000,lookupHitCount,0,0,0,0
BCH-B200,3,-3.500000,lookupMissCount,0,0,0,0
BCH-B200,3,-3.500000,bitFlipCount,6,0.0060000000000000001,0,6
BCH-B200,3,-3.500000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,3,-3.500000,correctedSegmentCount,0,0,0,0
BCH-B200,3,-3.500000,failedSegmentCount,0,0,0,0
BCH-B200,3,-3.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,3,-3.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,3,-3.500000,syndromeValueCount,12000,12,12,12
BCH-B200,3,-3.500000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,3,-3.500000,bmIterationCount,12000,12,12,12
BCH-B200,3,-3.500000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,3,-3.500000,bmLocatorUpdateCount,15906,15.906000000000001,16,16
BCH-B200,3,-3.500000,bmPolynomialCopyCount,5981,5.9809999999999999,6,6
BCH-B200,3,-3.500000,chienPositionTestCount,253980,253.97999999999999,255,255
BCH-B200,3,-3.500000,chienPolynomialEvaluationCount,253980,253.97999999999999,255,255
BCH-B200,3,-3.500000,chienRootCount,979,0.97899999999999998,3,6
BCH-B200,3,-3.500000,gfAddCount,4805362,4805.3620000000001,5125,5437
BCH-B200,3,-3.500000,gfMultiplyCount,1829506,1829.5060000000001,1837,1837
BCH-B200,3,-3.500000,gfDivideCount,5981,5.9809999999999999,6,6
BCH-B200,3,-3.500000,gfInverseCount,0,0,0,0
BCH-B200,3,-3.500000,locatorDegree,6003,6.0030000000000001,6,7
BCH-B200,3,-3.500000,rootCount,979,0.97899999999999998,3,6
BCH-B200,3,-3.500000,decoderFailureCount,999,0.999,1,1
BCH-B200,3,-3.500000,miscorrectionCount,1,0.001,0,1
