configurationId,sourceStage,sourceCsvAbsolutePath,formalOrSmoke,validationStatus,payloadBits,informationBits,fillerBits,motherCodeLength,transmittedBits,actualRate,rateDifferenceToCc,relativeRateDifferenceToCc,baseGraph,liftingSize,rateMatching,decoder,algorithm,alpha,maxIterations,decisionType,channel,snrDefinition,interleaver,hasBer,hasFer,hasDecodeLatency,hasComplexity,hasBurst2,hasBurst5,hasBurst10,candidateStatus,exclusionReason,sha256
LDPC_BG2_K300_N480_DIRECT_LAYERED_SPA_BP,stage23_s4_final_reintegration,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,FORMAL,PASS_STAGE23_S4_FINAL_REINTEGRATION,300,384,84,480,480,0.625,0.13480392156862747,0.27500000000000008,2,48,false,DIRECT_LAYERED_SPA_BP,DIRECT_LAYERED_SPA_BP,0,32,FLOAT_LLR_SOFT,BPSK_AWGN_NO_BURST,Es/N0,NONE,true,true,true,true,false,false,false,EXCLUDED,RATE_FARTHER_FROM_CC,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N480_DIRECT_LAYERED_NMS,stage23_s4_final_reintegration,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,FORMAL,PASS_STAGE23_S4_FINAL_REINTEGRATION,300,384,84,480,480,0.625,0.13480392156862747,0.27500000000000008,2,48,false,DIRECT_LAYERED_NMS,DIRECT_LAYERED_NMS,0.95,32,FLOAT_LLR_SOFT,BPSK_AWGN_NO_BURST,Es/N0,NONE,true,true,true,true,false,false,false,EXCLUDED,RATE_FARTHER_FROM_CC,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560_DIRECT_LAYERED_SPA_BP,stage23_s4_final_reintegration,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,FORMAL,PASS_STAGE23_S4_FINAL_REINTEGRATION,300,448,148,560,560,0.5357142857142857,0.04551820728291317,0.092857142857142874,2,56,false,DIRECT_LAYERED_SPA_BP,DIRECT_LAYERED_SPA_BP,0,32,FLOAT_LLR_SOFT,BPSK_AWGN_NO_BURST,Es/N0,NONE,true,true,true,true,false,false,false,EXCLUDED,RATE_FARTHER_FROM_CC,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N560_DIRECT_LAYERED_NMS,stage23_s4_final_reintegration,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,FORMAL,PASS_STAGE23_S4_FINAL_REINTEGRATION,300,448,148,560,560,0.5357142857142857,0.04551820728291317,0.092857142857142874,2,56,false,DIRECT_LAYERED_NMS,DIRECT_LAYERED_NMS,0.95,32,FLOAT_LLR_SOFT,BPSK_AWGN_NO_BURST,Es/N0,NONE,true,true,true,true,false,false,false,EXCLUDED,RATE_FARTHER_FROM_CC,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N640_DIRECT_LAYERED_SPA_BP,stage23_s4_final_reintegration,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,FORMAL,PASS_STAGE23_S4_FINAL_REINTEGRATION,300,320,20,640,640,0.46875,0.021446078431372528,0.043749999999999963,2,40,false,DIRECT_LAYERED_SPA_BP,DIRECT_LAYERED_SPA_BP,0,32,FLOAT_LLR_SOFT,BPSK_AWGN_NO_BURST,Es/N0,NONE,true,true,true,true,false,false,false,EXCLUDED,FORMAL_NMS_ALPHA_0P80_IS_THE_FROZEN_RECOMMENDED_N640_DECODER,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
LDPC_BG2_K300_N640_DIRECT_LAYERED_NMS,stage23_s4_final_reintegration,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design_LDPC\Task\LDPC\block\stages\stage23_s4_final_reintegration\results\s4_revised_formal_point_results.csv,FORMAL,PASS_STAGE23_S4_FINAL_REINTEGRATION,300,320,20,640,640,0.46875,0.021446078431372528,0.043749999999999963,2,40,false,DIRECT_LAYERED_NMS,DIRECT_LAYERED_NMS,0.8,32,FLOAT_LLR_SOFT,BPSK_AWGN_NO_BURST,Es/N0,NONE,true,true,true,true,false,false,false,SELECTED,,6c72c89fbac5e846fc7a68483dc18fa5e2238cd9740e48b2d29163ea0c6e5e3e
