caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,11,0.500000,segmentCount,0,0,0,0
BCH-B200,11,0.500000,initialSyndromeCount,0,0,0,0
BCH-B200,11,0.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,11,0.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,11,0.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,11,0.500000,syndromeXorCount,0,0,0,0
BCH-B200,11,0.500000,syndromeShiftCount,0,0,0,0
BCH-B200,11,0.500000,tableLookupCount,0,0,0,0
BCH-B200,11,0.500000,lookupHitCount,0,0,0,0
BCH-B200,11,0.500000,lookupMissCount,0,0,0,0
BCH-B200,11,0.500000,bitFlipCount,24,0.024,0,6
BCH-B200,11,0.500000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,11,0.500000,correctedSegmentCount,0,0,0,0
BCH-B200,11,0.500000,failedSegmentCount,0,0,0,0
BCH-B200,11,0.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,11,0.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,11,0.500000,syndromeValueCount,12000,12,12,12
BCH-B200,11,0.500000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,11,0.500000,bmIterationCount,12000,12,12,12
BCH-B200,11,0.500000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,11,0.500000,bmLocatorUpdateCount,15867,15.867000000000001,16,16
BCH-B200,11,0.500000,bmPolynomialCopyCount,5973,5.9729999999999999,6,6
BCH-B200,11,0.500000,chienPositionTestCount,253980,253.97999999999999,255,255
BCH-B200,11,0.500000,chienPolynomialEvaluationCount,253980,253.97999999999999,255,255
BCH-B200,11,0.500000,chienRootCount,992,0.99199999999999999,3,6
BCH-B200,11,0.500000,gfAddCount,4803907,4803.9070000000002,5125,5557
BCH-B200,11,0.500000,gfMultiplyCount,1827931,1827.931,1837,1837
BCH-B200,11,0.500000,gfDivideCount,5973,5.9729999999999999,6,6
BCH-B200,11,0.500000,gfInverseCount,0,0,0,0
BCH-B200,11,0.500000,locatorDegree,5997,5.9969999999999999,6,7
BCH-B200,11,0.500000,rootCount,992,0.99199999999999999,3,6
BCH-B200,11,0.500000,decoderFailureCount,996,0.996,1,1
BCH-B200,11,0.500000,miscorrectionCount,3,0.0030000000000000001,0,1
