organization,rateCase,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,slotBits,slotCount,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,boundaryBER,nonBoundaryBER,boundaryToNonBoundaryRatio,firstOutputDelaySymbols,avgDecisionDelaySymbols,medianDecisionDelaySymbols,p95DecisionDelaySymbols,maxDecisionDelaySymbols,fullFrameLastDecisionSymbol,steadyOutputIntervalMean,steadyOutputIntervalP95,outputBatchCount,slotTriggerCount,windowTriggerCount,peakRxBufferSymbols,avgRxBufferSymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,timingBatchCount,normalizedGoodput,transmittedBits,totalMemoryBytes,ACSCount,tracebackOperations,schemeExecutionDigest,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,boundaryStatus,gridLayer,stopReason
D_CONT_150x2,R12,6.0,6.0,9.096301674258989,0.4901960784313725,0.125594321575479,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1861.6890140000075,1697.5,2752.9,28192.6,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,6.5,6.5,9.596301674258989,0.4901960784313725,0.1119360569284169,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,532.0768179999957,466.4,904.7,43810.4,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,6.5,6.5,9.596301674258989,0.4901960784313725,0.1119360569284169,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1875.418115999992,1709.6,2759.7,23693.2,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,6.5,6.5,9.596301674258989,0.4901960784313725,0.1119360569284169,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1864.9505100000065,1697.0,2762.5,46527.9,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,6.5,6.5,9.596301674258989,0.4901960784313725,0.1119360569284169,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1865.1004939999968,1697.2,2773.0,40650.9,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,7.0,7.0,10.096301674258989,0.4901960784313725,0.099763115748444,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,553.4604620000033,469.1,977.2,49798.5,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,7.0,7.0,10.096301674258989,0.4901960784313725,0.099763115748444,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1962.060661999976,1746.2,3028.3,52406.0,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,7.0,7.0,10.096301674258989,0.4901960784313725,0.099763115748444,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1950.741227999992,1738.6,3000.6,33364.0,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,7.0,7.0,10.096301674258989,0.4901960784313725,0.099763115748444,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1948.188195999993,1734.8,3013.5,53488.0,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,7.5,7.5,10.596301674258989,0.4901960784313725,0.0889139705019461,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,553.2215520000043,468.8,981.7,39894.6,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,7.5,7.5,10.596301674258989,0.4901960784313725,0.0889139705019461,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1949.7813160000069,1739.4,3000.4,40210.8,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,7.5,7.5,10.596301674258989,0.4901960784313725,0.0889139705019461,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1943.4776260000056,1729.0,3008.9,49425.7,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,7.5,7.5,10.596301674258989,0.4901960784313725,0.0889139705019461,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1944.6135879999947,1725.9,3017.1,87817.1,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,8.0,8.0,11.096301674258989,0.4901960784313725,0.0792446596230556,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,553.5745720000032,467.8,984.3,37902.1,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,8.0,8.0,11.096301674258989,0.4901960784313725,0.0792446596230556,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1954.583771999984,1733.2,3016.7,163059.1,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,8.0,8.0,11.096301674258989,0.4901960784313725,0.0792446596230556,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1937.2408700000267,1727.6,2976.6,58486.7,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,8.0,8.0,11.096301674258989,0.4901960784313725,0.0792446596230556,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1927.58159,1723.1,2967.7,37062.2,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,8.5,8.5,11.596301674258989,0.4901960784313725,0.0706268772311377,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,556.6996119999967,470.4,988.1,32150.7,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,8.5,8.5,11.596301674258989,0.4901960784313725,0.0706268772311377,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1947.3708440000323,1739.8,2988.9,26131.1,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,8.5,8.5,11.596301674258989,0.4901960784313725,0.0706268772311377,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1937.6703880000143,1727.3,2979.0,60331.0,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,8.5,8.5,11.596301674258989,0.4901960784313725,0.0706268772311377,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1937.584422000005,1725.0,2989.1,54579.5,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,9.0,9.0,12.096301674258989,0.4901960784313725,0.0629462705897083,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,555.5914720000039,468.0,992.0,65607.2,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,9.0,9.0,12.096301674258989,0.4901960784313725,0.0629462705897083,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1960.7505460000127,1734.0,3034.6,72238.89999999998,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,9.0,9.0,12.096301674258989,0.4901960784313725,0.0629462705897083,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1943.4578019999867,1727.0,3014.7,111864.9,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,9.0,9.0,12.096301674258989,0.4901960784313725,0.0629462705897083,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1931.8488519999937,1723.2,2990.0,58669.2,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,9.5,9.5,12.596301674258989,0.4901960784313725,0.0561009227150981,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,554.0883980000024,468.9,993.5,21746.8,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,9.5,9.5,12.596301674258989,0.4901960784313725,0.0561009227150981,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1956.915273999982,1740.0,3020.4,145842.5,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,9.5,9.5,12.596301674258989,0.4901960784313725,0.0561009227150981,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1941.9323939999977,1730.8,2983.0,137930.3,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,9.5,9.5,12.596301674258989,0.4901960784313725,0.0561009227150981,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1939.4302699999996,1729.7,3005.8,44523.7,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R12,10.0,10.0,13.096301674258989,0.4901960784313725,0.05,300,1,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,610,311.0,310,580,610,611,0.0,0,1,1,0,612,612.0,553.1499219999994,468.0,986.8,33639.4,5,0.4901960784313725,612,59776,1958400000,15300000,12061375871393980851,2026072001,2026072904,0-49999,CC-O-R12-A_BLOCK_300,STAGE14-1200,NOT_APPLICABLE,coarse,MAX_FRAMES_REACHED
B_CONT_50x6,R12,10.0,10.0,13.096301674258989,0.4901960784313725,0.05,50,6,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,231.0,264,342,360,611,104.0,112,9,4,9,362,277.0,1949.6084859999887,1732.4,3017.1,57924.6,5,0.4901960784313725,612,26112,7199900000,43300000,6867479158242780627,2026072001,2026072904,0-49999,CC-O-R12-B_CONT_50x6,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
C_CONT_100x3,R12,10.0,10.0,13.096301674258989,0.4901960784313725,0.05,100,3,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,398,258.0,280,430,460,611,212.0,212,9,2,9,462,354.0,1934.849292000008,1722.8,2982.8,50040.9,5,0.4901960784313725,612,26112,7199900000,43300000,9386448381477097855,2026072001,2026072904,0-49999,CC-O-R12-C_CONT_100x3,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
D_CONT_150x2,R12,10.0,10.0,13.096301674258989,0.4901960784313725,0.05,150,2,50000,0,0,0.0,0.0,0.0,2.5609718912715457e-07,0.0,7.682327414500052e-05,0,0,0,298,285.0,280,530,560,611,312.0,312,9,2,9,562,431.0,1936.1160020000168,1725.7,3011.6,46139.0,5,0.4901960784313725,612,26112,7199900000,43300000,4951873754785718343,2026072001,2026072904,0-49999,CC-O-R12-D_CONT_150x2,STAGE14-1200,APPLICABLE,coarse,MAX_FRAMES_REACHED
A_BLOCK_300,R23,-5.0,-5.0,-3.153085691824012,0.65359477124183,1.5811388300841895,300,1,1000,141802,1000,0.4726733333333333,1.0,0.4708871746511355,0.4744601918350014,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,592.9779000000005,446.1,1205.6,10689.3,5,0.0,459,59776,39168000,306000,10513179892356530307,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-5.0,-5.0,-3.153085691824012,0.65359477124183,1.5811388300841895,50,6,1000,141980,1000,0.4732666666666666,1.0,0.4714803854421641,0.4750536325157302,0.9961732415144448,1.0,0.48759000000000002,0.46610499999999999,1.0460947640553095,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,2068.2413000000006,1688.0,3633.1,17062.7,5,0.0,459,26112,143998000,1090000,15375141457908267251,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R23,-5.0,-5.0,-3.153085691824012,0.65359477124183,1.5811388300841895,100,3,1000,141980,1000,0.4732666666666666,1.0,0.4714803854421641,0.4750536325157302,0.9961732415144448,1.0,0.49235000000000001,0.47033076923076922,1.0468164794007491,298,193.25,210,322,345,458,159.0,159,9,2,9,347,265.5,2040.721100000002,1668.4,3434.3,47959.0,5,0.0,459,26112,143998000,1090000,17392743227412876723,2026072001,2026072904,0-999,CC-O-R23-C_CONT_100x3,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R23,-5.0,-5.0,-3.153085691824012,0.65359477124183,1.5811388300841895,150,2,1000,141980,1000,0.4732666666666666,1.0,0.4714803854421641,0.4750536325157302,0.9961732415144448,1.0,0.48320000000000002,0.47255714285714284,1.0225218416518034,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,2055.5747,1681.1,3990.4,14193.7,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,300,1,1000,139469,1000,0.4648966666666666,1.0,0.4631123482752588,0.4666818840332929,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,510.3397000000001,442.4,874.2999999999998,5985.7,5,0.0,459,59776,39168000,306000,10513179892356530307,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,50,6,1000,139369,1000,0.4645633333333333,1.0,0.4627791035584968,0.4663484706198541,0.9961732415144448,1.0,0.48211999999999999,0.455785,1.0577794354794476,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1760.2645000000011,1573.2,2794.0,8644.7,5,0.0,459,26112,143998000,1090000,15375141457908267251,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,100,3,1000,139369,1000,0.4645633333333333,1.0,0.4627791035584968,0.4663484706198541,0.9961732415144448,1.0,0.48785000000000001,0.46098076923076925,1.0582870969087648,298,193.25,210,322,345,458,159.0,159,9,2,9,347,265.5,1788.6949999999997,1586.1,2837.8,19476.2,5,0.0,459,26112,143998000,1090000,17392743227412876723,2026072001,2026072904,0-999,CC-O-R23-C_CONT_100x3,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R23,-4.5,-4.5,-2.653085691824012,0.65359477124183,1.4091914656322269,150,2,1000,139369,1000,0.4645633333333333,1.0,0.4627791035584968,0.4663484706198541,0.9961732415144448,1.0,0.47484999999999999,0.46382857142857142,1.0237618578292473,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1732.5411000000013,1567.6,2654.5,7819.0,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-4.0,-4.0,-2.153085691824012,0.65359477124183,1.2559432157547905,300,1,1000,135836,1000,0.4527866666666666,1.0,0.4510060828182631,0.4545684596200931,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,526.4767000000003,442.1,970.3,5269.0,5,0.0,459,59776,39168000,306000,10513179892356530307,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-4.0,-4.0,-2.153085691824012,0.65359477124183,1.2559432157547905,50,6,1000,135773,1000,0.4525766666666666,1.0,0.4507961569423059,0.4543583908740237,0.9961732415144448,1.0,0.47342000000000001,0.44215500000000002,1.0707104974499893,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1809.2420000000025,1596.6,2867.5,10684.3,5,0.0,459,26112,143998000,1090000,15375141457908267251,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R23,-4.0,-4.0,-2.153085691824012,0.65359477124183,1.2559432157547905,100,3,1000,135773,1000,0.4525766666666666,1.0,0.4507961569423059,0.4543583908740237,0.9961732415144448,1.0,0.47702499999999998,0.44881538461538462,1.0628534946697288,298,193.25,210,322,345,458,159.0,159,9,2,9,347,265.5,1787.175899999999,1563.6,2894.9,11549.4,5,0.0,459,26112,143998000,1090000,17392743227412876723,2026072001,2026072904,0-999,CC-O-R23-C_CONT_100x3,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R23,-4.0,-4.0,-2.153085691824012,0.65359477124183,1.2559432157547905,150,2,1000,135773,1000,0.4525766666666666,1.0,0.4507961569423059,0.4543583908740237,0.9961732415144448,1.0,0.47020000000000001,0.45131785714285716,1.0418377924965774,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1756.8736999999992,1574.6,2815.8,8997.2,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
A_BLOCK_300,R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183,1.1193605692841695,300,1,1000,130176,1000,0.4339199999999999,1.0,0.4321473572448123,0.4356943350241774,0.9961732415144448,1.0,NOT_APPLICABLE,NOT_APPLICABLE,NOT_APPLICABLE,457,233.0,232,435,457,458,0.0,0,1,1,0,459,459.0,538.7685999999998,442.7,1005.5,7210.8,5,0.0,459,59776,39168000,306000,10513179892356530307,2026072001,2026072904,0-999,CC-O-R23-A_BLOCK_300,STAGE14-2300,NOT_APPLICABLE,coarse,TARGET_ERRORS_REACHED
B_CONT_50x6,R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183,1.1193605692841695,50,6,1000,130406,1000,0.4346866666666666,1.0,0.432913650480431,0.4364613554880206,0.9961732415144448,1.0,0.45699000000000001,0.42353499999999999,1.0789899299939794,223,173.0,198,256,270,458,78.0,84,9,4,9,272,207.75,1790.7265000000004,1573.3,2868.0,7406.899999999999,5,0.0,459,26112,143998000,1090000,15375141457908267251,2026072001,2026072904,0-999,CC-O-R23-B_CONT_50x6,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
C_CONT_100x3,R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183,1.1193605692841695,100,3,1000,130406,1000,0.4346866666666666,1.0,0.432913650480431,0.4364613554880206,0.9961732415144448,1.0,0.46095000000000003,0.43064615384615385,1.0703683195198628,298,193.25,210,322,345,458,159.0,159,9,2,9,347,265.5,1811.9299000000017,1601.7,2876.3,7599.2,5,0.0,459,26112,143998000,1090000,17392743227412876723,2026072001,2026072904,0-999,CC-O-R23-C_CONT_100x3,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
D_CONT_150x2,R23,-3.5,-3.5,-1.6530856918240122,0.65359477124183,1.1193605692841695,150,2,1000,130406,1000,0.4346866666666666,1.0,0.432913650480431,0.4364613554880206,0.9961732415144448,1.0,0.45419999999999999,0.43329285714285715,1.0482517597797596,223,213.5,210,397,420,458,234.0,234,9,2,9,422,323.25,1801.2174000000005,1603.4,2863.0,8820.399999999998,5,0.0,459,26112,143998000,1090000,11141291333943044239,2026072001,2026072904,0-999,CC-O-R23-D_CONT_150x2,STAGE14-2300,APPLICABLE,coarse,TARGET_ERRORS_REACHED
