messageIndex,errorPosition,receivedBits,syndromeBefore,syndromeAfter,lookupHit,correctedPosition,status,correctedCodeword,decodedMessage
643,13,010100000110100,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100000110110,01010000011
643,14,010100000110111,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100000110110,01010000011
644,0,110100001001111,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,1,000100001001111,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,2,011100001001111,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,3,010000001001111,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,4,010110001001111,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,5,010101001001111,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,6,010100101001111,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,7,010100011001111,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,8,010100000001111,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,9,010100001101111,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,10,010100001011111,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,11,010100001000111,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,12,010100001001011,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,13,010100001001101,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
644,14,010100001001110,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100001001111,01010000100
645,0,110100001011100,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,1,000100001011100,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,2,011100001011100,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,3,010000001011100,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,4,010110001011100,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,5,010101001011100,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,6,010100101011100,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,7,010100011011100,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,8,010100000011100,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,9,010100001111100,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,10,010100001001100,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,11,010100001010100,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,12,010100001011000,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,13,010100001011110,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
645,14,010100001011101,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100001011100,01010000101
646,0,110100001101001,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,1,000100001101001,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,2,011100001101001,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,3,010000001101001,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,4,010110001101001,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,5,010101001101001,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,6,010100101101001,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,7,010100011101001,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,8,010100000101001,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,9,010100001001001,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,10,010100001111001,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,11,010100001100001,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,12,010100001101101,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,13,010100001101011,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
646,14,010100001101000,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100001101001,01010000110
647,0,110100001111010,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,1,000100001111010,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,2,011100001111010,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,3,010000001111010,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,4,010110001111010,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,5,010101001111010,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,6,010100101111010,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,7,010100011111010,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,8,010100000111010,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,9,010100001011010,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,10,010100001101010,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,11,010100001110010,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,12,010100001111110,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,13,010100001111000,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
647,14,010100001111011,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100001111010,01010000111
648,0,110100010001000,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,1,000100010001000,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,2,011100010001000,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,3,010000010001000,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,4,010110010001000,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,5,010101010001000,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,6,010100110001000,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,7,010100000001000,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,8,010100011001000,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,9,010100010101000,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,10,010100010011000,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,11,010100010000000,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,12,010100010001100,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,13,010100010001010,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
648,14,010100010001001,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100010001000,01010001000
649,0,110100010011011,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,1,000100010011011,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,2,011100010011011,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,3,010000010011011,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,4,010110010011011,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,5,010101010011011,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,6,010100110011011,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,7,010100000011011,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,8,010100011011011,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,9,010100010111011,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,10,010100010001011,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,11,010100010010011,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,12,010100010011111,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,13,010100010011001,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
649,14,010100010011010,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100010011011,01010001001
650,0,110100010101110,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,1,000100010101110,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,2,011100010101110,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,3,010000010101110,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,4,010110010101110,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,5,010101010101110,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,6,010100110101110,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,7,010100000101110,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,8,010100011101110,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,9,010100010001110,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,10,010100010111110,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,11,010100010100110,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,12,010100010101010,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,13,010100010101100,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
650,14,010100010101111,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100010101110,01010001010
651,0,110100010111101,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,1,000100010111101,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,2,011100010111101,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,3,010000010111101,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,4,010110010111101,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,5,010101010111101,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,6,010100110111101,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,7,010100000111101,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,8,010100011111101,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,9,010100010011101,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,10,010100010101101,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,11,010100010110101,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,12,010100010111001,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,13,010100010111111,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
651,14,010100010111100,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100010111101,01010001011
652,0,110100011000100,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,1,000100011000100,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,2,011100011000100,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,3,010000011000100,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,4,010110011000100,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,5,010101011000100,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,6,010100111000100,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,7,010100001000100,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,8,010100010000100,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,9,010100011100100,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,10,010100011010100,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,11,010100011001100,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,12,010100011000000,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,13,010100011000110,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
652,14,010100011000101,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100011000100,01010001100
653,0,110100011010111,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,1,000100011010111,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,2,011100011010111,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,3,010000011010111,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,4,010110011010111,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,5,010101011010111,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,6,010100111010111,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,7,010100001010111,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,8,010100010010111,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,9,010100011110111,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,10,010100011000111,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,11,010100011011111,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,12,010100011010011,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,13,010100011010101,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
653,14,010100011010110,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100011010111,01010001101
654,0,110100011100010,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,1,000100011100010,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,2,011100011100010,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,3,010000011100010,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,4,010110011100010,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,5,010101011100010,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,6,010100111100010,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,7,010100001100010,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,8,010100010100010,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,9,010100011000010,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,10,010100011110010,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,11,010100011101010,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,12,010100011100110,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,13,010100011100000,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
654,14,010100011100011,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100011100010,01010001110
655,0,110100011110001,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,1,000100011110001,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,2,011100011110001,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,3,010000011110001,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,4,010110011110001,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,5,010101011110001,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,6,010100111110001,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,7,010100001110001,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,8,010100010110001,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,9,010100011010001,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,10,010100011100001,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,11,010100011111001,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,12,010100011110101,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,13,010100011110011,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
655,14,010100011110000,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100011110001,01010001111
656,0,110100100000110,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,1,000100100000110,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,2,011100100000110,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,3,010000100000110,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,4,010110100000110,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,5,010101100000110,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,6,010100000000110,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,7,010100110000110,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,8,010100101000110,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,9,010100100100110,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,10,010100100010110,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,11,010100100001110,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,12,010100100000010,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,13,010100100000100,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
656,14,010100100000111,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100100000110,01010010000
657,0,110100100010101,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,1,000100100010101,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,2,011100100010101,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,3,010000100010101,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,4,010110100010101,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,5,010101100010101,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,6,010100000010101,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,7,010100110010101,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,8,010100101010101,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,9,010100100110101,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,10,010100100000101,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,11,010100100011101,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,12,010100100010001,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,13,010100100010111,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
657,14,010100100010100,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100100010101,01010010001
658,0,110100100100000,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,1,000100100100000,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,2,011100100100000,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,3,010000100100000,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,4,010110100100000,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,5,010101100100000,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,6,010100000100000,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,7,010100110100000,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,8,010100101100000,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,9,010100100000000,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,10,010100100110000,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,11,010100100101000,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,12,010100100100100,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,13,010100100100010,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
658,14,010100100100001,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100100100000,01010010010
659,0,110100100110011,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,1,000100100110011,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,2,011100100110011,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,3,010000100110011,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,4,010110100110011,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,5,010101100110011,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,6,010100000110011,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,7,010100110110011,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,8,010100101110011,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,9,010100100010011,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,10,010100100100011,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,11,010100100111011,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,12,010100100110111,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,13,010100100110001,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
659,14,010100100110010,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100100110011,01010010011
660,0,110100101001010,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,1,000100101001010,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,2,011100101001010,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,3,010000101001010,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,4,010110101001010,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,5,010101101001010,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,6,010100001001010,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,7,010100111001010,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,8,010100100001010,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,9,010100101101010,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,10,010100101011010,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,11,010100101000010,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,12,010100101001110,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,13,010100101001000,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
660,14,010100101001011,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100101001010,01010010100
661,0,110100101011001,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,1,000100101011001,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,2,011100101011001,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,3,010000101011001,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,4,010110101011001,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,5,010101101011001,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,6,010100001011001,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,7,010100111011001,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,8,010100100011001,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,9,010100101111001,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,10,010100101001001,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,11,010100101010001,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,12,010100101011101,0100,0000,true,12,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,13,010100101011011,0010,0000,true,13,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
661,14,010100101011000,0001,0000,true,14,CORRECTED_SINGLE_ERROR,010100101011001,01010010101
662,0,110100101101100,1001,0000,true,0,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,1,000100101101100,1101,0000,true,1,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,2,011100101101100,1111,0000,true,2,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,3,010000101101100,1110,0000,true,3,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,4,010110101101100,0111,0000,true,4,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,5,010101101101100,1010,0000,true,5,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,6,010100001101100,0101,0000,true,6,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,7,010100111101100,1011,0000,true,7,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,8,010100100101100,1100,0000,true,8,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,9,010100101001100,0110,0000,true,9,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,10,010100101111100,0011,0000,true,10,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
662,11,010100101100100,1000,0000,true,11,CORRECTED_SINGLE_ERROR,010100101101100,01010010110
