caseId,legendLabel,styleId,waveformSnrIndex,waveformSnrDb,actualRate,derivedEbn0Db,sigma2,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,plotRenderRule,stopReason,sourceCsv,sourceRowId
K300_S15,分块300,STYLE_1,0,0,0.7142857142857143,-1.5490195998574319,1,13408.6,13.4086,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:0
K300_S15,分块300,STYLE_1,1,0.5,0.7142857142857143,-1.0490195998574319,0.89125093813374556,10972.4,10.9724,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:1
K300_S15,分块300,STYLE_1,2,1,0.7142857142857143,-0.54901959985743187,0.79432823472428149,10724.4,10.724399999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:2
K300_S15,分块300,STYLE_1,3,1.5,0.7142857142857143,-0.049019599857431873,0.70794578438413791,11301.700000000001,11.3017,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:3
K300_S15,分块300,STYLE_1,4,2,0.7142857142857143,0.45098040014256813,0.63095734448019325,9021.6000000000004,9.0216000000000012,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:4
K300_S15,分块300,STYLE_1,5,2.5,0.7142857142857143,0.95098040014256813,0.56234132519034907,17727.400000000001,17.727400000000003,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:5
K300_S15,分块300,STYLE_1,6,3,0.7142857142857143,1.4509804001425681,0.50118723362727235,9764.7999999999993,9.7647999999999993,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:6
K300_S15,分块300,STYLE_1,7,3.5,0.7142857142857143,1.9509804001425681,0.44668359215096315,11141.6,11.1416,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:7
K300_S15,分块300,STYLE_1,8,4,0.7142857142857143,2.4509804001425683,0.39810717055349726,9518.1000000000004,9.5181000000000004,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:8
K300_S15,分块300,STYLE_1,9,4.5,0.7142857142857143,2.9509804001425683,0.35481338923357547,9986.2999999999993,9.9863,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:9
K300_S15,分块300,STYLE_1,10,5,0.7142857142857143,3.4509804001425683,0.31622776601683794,9237.6000000000004,9.2376000000000005,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:10
K300_S15,分块300,STYLE_1,11,5.5,0.7142857142857143,3.9509804001425683,0.28183829312644537,10128,10.128,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:11
K300_S15,分块300,STYLE_1,12,6,0.7142857142857143,4.4509804001425683,0.25118864315095801,8927.5,8.9275000000000002,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:12
K300_S15,分块300,STYLE_1,13,6.5,0.7142857142857143,4.9509804001425683,0.22387211385683392,9671.1000000000004,9.6711000000000009,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:13
K300_S15,分块300,STYLE_1,14,7,0.7142857142857143,5.4509804001425683,0.199526231496888,9956.2000000000007,9.9562000000000008,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:14
K300_S15,分块300,STYLE_1,15,7.5,0.7142857142857143,5.9509804001425683,0.17782794100389226,9725.8999999999996,9.7258999999999993,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:15
K300_S15,分块300,STYLE_1,16,8,0.7142857142857143,6.4509804001425683,0.15848931924611132,10181.799999999999,10.181799999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:16
K300_S15,分块300,STYLE_1,17,8.5,0.7142857142857143,6.9509804001425683,0.14125375446227545,15466.6,15.4666,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:17
K300_S15,分块300,STYLE_1,18,9,0.7142857142857143,7.4509804001425683,0.1258925411794167,10276.9,10.276899999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:18
