caseId,legendLabel,styleId,waveformSnrIndex,waveformSnrDb,actualRate,derivedEbn0Db,sigma2,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,plotRenderRule,stopReason,sourceCsv,sourceRowId
K200_S15,分块200,STYLE_1,0,0,0.70175438596491224,-1.4721513131945216,1,11400.1998001998,11.4001998001998,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:0
K200_S15,分块200,STYLE_1,1,0.5,0.70175438596491224,-0.97215131319452164,0.89125093813374556,9402.2999999999993,9.4022999999999985,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:1
K200_S15,分块200,STYLE_1,2,1,0.70175438596491224,-0.47215131319452164,0.79432823472428149,9732.1000000000004,9.7321000000000009,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:2
K200_S15,分块200,STYLE_1,3,1.5,0.70175438596491224,0.027848686805478362,0.70794578438413791,9183.7000000000007,9.1837,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:3
K200_S15,分块200,STYLE_1,4,2,0.70175438596491224,0.52784868680547836,0.63095734448019325,9367.3999999999996,9.3673999999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:4
K200_S15,分块200,STYLE_1,5,2.5,0.70175438596491224,1.0278486868054784,0.56234132519034907,9350.5,9.3505000000000003,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:5
K200_S15,分块200,STYLE_1,6,3,0.70175438596491224,1.5278486868054784,0.50118723362727235,9144.1000000000004,9.1440999999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:6
K200_S15,分块200,STYLE_1,7,3.5,0.70175438596491224,2.0278486868054784,0.44668359215096315,8875.6000000000004,8.8756000000000004,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:7
K200_S15,分块200,STYLE_1,8,4,0.70175438596491224,2.5278486868054784,0.39810717055349726,8833,8.8330000000000002,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:8
K200_S15,分块200,STYLE_1,9,4.5,0.70175438596491224,3.0278486868054784,0.35481338923357547,9289.8999999999996,9.2898999999999994,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:9
K200_S15,分块200,STYLE_1,10,5,0.70175438596491224,3.5278486868054784,0.31622776601683794,8518,8.5180000000000007,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:10
