caseId,legendLabel,styleId,waveformSnrIndex,waveformSnrDb,actualRate,derivedEbn0Db,sigma2,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,sourceCsv,sourceRowId
K200_S15,分块200,STYLE_1,0,0,0.70175438596491224,-1.4721513131945216,1,5804.1958041958042,5.8041958041958042,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:0
K200_S15,分块200,STYLE_1,1,0.5,0.70175438596491224,-0.97215131319452164,0.89125093813374556,5102.6999999999998,5.1026999999999996,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:1
K200_S15,分块200,STYLE_1,2,1,0.70175438596491224,-0.47215131319452164,0.79432823472428149,5630.3999999999996,5.6303999999999998,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:2
K200_S15,分块200,STYLE_1,3,1.5,0.70175438596491224,0.027848686805478362,0.70794578438413791,5235.3000000000002,5.2353000000000005,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:3
K200_S15,分块200,STYLE_1,4,2,0.70175438596491224,0.52784868680547836,0.63095734448019325,4970.3000000000002,4.9702999999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:4
K200_S15,分块200,STYLE_1,5,2.5,0.70175438596491224,1.0278486868054784,0.56234132519034907,4998.8999999999996,4.9988999999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:5
K200_S15,分块200,STYLE_1,6,3,0.70175438596491224,1.5278486868054784,0.50118723362727235,5039.3000000000002,5.0392999999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:6
K200_S15,分块200,STYLE_1,7,3.5,0.70175438596491224,2.0278486868054784,0.44668359215096315,5000.8999999999996,5.0008999999999997,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:7
K200_S15,分块200,STYLE_1,8,4,0.70175438596491224,2.5278486868054784,0.39810717055349726,5041.5,5.0415000000000001,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:8
K200_S15,分块200,STYLE_1,9,4.5,0.70175438596491224,3.0278486868054784,0.35481338923357547,5037.3000000000002,5.0373000000000001,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:9
K200_S15,分块200,STYLE_1,10,5,0.70175438596491224,3.5278486868054784,0.31622776601683794,4988.6000000000004,4.9885999999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:10
K200_S15,分块200,STYLE_1,11,5.5,0.70175438596491224,4.0278486868054788,0.28183829312644537,6482.5,6.4824999999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:11
K200_S15,分块200,STYLE_1,12,6,0.70175438596491224,4.5278486868054788,0.25118864315095801,5397.3000000000002,5.3973000000000004,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:12
K200_S15,分块200,STYLE_1,13,6.5,0.70175438596491224,5.0278486868054788,0.22387211385683392,5011.3999999999996,5.0114000000000001,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:13
K200_S15,分块200,STYLE_1,14,7,0.70175438596491224,5.5278486868054788,0.199526231496888,5724.1999999999998,5.7241999999999997,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:14
K200_S15,分块200,STYLE_1,15,7.5,0.70175438596491224,6.0278486868054788,0.17782794100389226,5267.6000000000004,5.2676000000000007,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:15
K200_S15,分块200,STYLE_1,16,8,0.70175438596491224,6.5278486868054788,0.15848931924611132,5118.3999999999996,5.1183999999999994,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:16
K200_S15,分块200,STYLE_1,17,8.5,0.70175438596491224,7.0278486868054788,0.14125375446227545,6934.8999999999996,6.9348999999999998,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:17
K200_S15,分块200,STYLE_1,18,9,0.70175438596491224,7.5278486868054788,0.1258925411794167,5308.1000000000004,5.3081000000000005,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:18
K200_S15,分块200,STYLE_1,19,9.5,0.70175438596491224,8.0278486868054788,0.11220184543019636,10382.9,10.382899999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:19
K200_S15,分块200,STYLE_1,20,10,0.70175438596491224,8.5278486868054788,0.10000000000000001,10006.200000000001,10.006200000000002,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:20
K200_S15,分块200,STYLE_1,21,10.5,0.70175438596491224,9.0278486868054788,0.089125093813374537,8679.7999999999993,8.6797999999999984,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:21
K200_S15,分块200,STYLE_1,22,11,0.70175438596491224,9.5278486868054788,0.079432823472428138,5865.6999999999998,5.8656999999999995,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:22
K200_S15,分块200,STYLE_1,23,11.5,0.70175438596491224,10.027848686805479,0.070794578438413802,6423.5902255639094,6.4235902255639097,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:23
K200_S15,分块200,STYLE_1,24,12,0.70175438596491224,10.527848686805479,0.063095734448019331,7076.6711229946523,7.076671122994652,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:24
K200_S15,分块200,STYLE_1,25,12.5,0.70175438596491224,11.027848686805479,0.056234132519034905,5134.8320413436695,5.1348320413436692,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:25
K200_S15,分块200,STYLE_1,26,13,0.70175438596491224,11.527848686805479,0.050118723362727227,5358.2705535538817,5.3582705535538819,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:26
K200_S15,分块200,STYLE_1,27,13.5,0.70175438596491224,12.027848686805479,0.0446683592150963,5535.0100603621731,5.5350100603621728,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:27
K200_S15,分块200,STYLE_1,28,14,0.70175438596491224,12.527848686805479,0.039810717055349734,7076.9612322151152,7.0769612322151154,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:28
K200_S15,分块200,STYLE_1,29,14.5,0.70175438596491224,13.027848686805479,0.035481338923357551,6299.7229677084233,6.2997229677084237,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:29
K200_S15,分块200,STYLE_1,30,15,0.70175438596491224,13.527848686805479,0.031622776601683791,7447.6179912373136,7.4476179912373137,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:30
K200_S15,分块200,STYLE_1,31,15.5,0.70175438596491224,14.027848686805479,0.028183829312644536,7143.7237532808394,7.1437237532808391,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:31
K200_S15,分块200,STYLE_1,32,16,0.70175438596491224,14.527848686805479,0.025118864315095794,7614.2920000000004,7.6142920000000007,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:32
K200_S15,分块200,STYLE_1,33,16.5,0.70175438596491224,15.027848686805479,0.022387211385683402,7411.4660000000003,7.4114660000000008,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:33
K200_S15,分块200,STYLE_1,34,17,0.70175438596491224,15.527848686805479,0.019952623149688799,7688.9979999999996,7.6889979999999998,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:34
K200_S15,分块200,STYLE_1,35,17.5,0.70175438596491224,16.027848686805477,0.017782794100389229,8107.6180000000004,8.1076180000000004,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:35
K200_S15,分块200,STYLE_1,36,18,0.70175438596491224,16.527848686805477,0.015848931924611134,7413.4759999999997,7.4134759999999993,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_S15:36
K200_M255K207,255整块200,STYLE_2,0,0,0.80645161290322576,-2.0760831050174611,1,17146.5,17.1465,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_M255K207:0
K200_M255K207,255整块200,STYLE_2,1,0.5,0.80645161290322576,-1.5760831050174611,0.89125093813374556,12273.4,12.273399999999999,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_M255K207:1
K200_M255K207,255整块200,STYLE_2,2,1,0.80645161290322576,-1.0760831050174611,0.79432823472428149,5524.8999999999996,5.5248999999999997,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_M255K207:2
K200_M255K207,255整块200,STYLE_2,3,1.5,0.80645161290322576,-0.57608310501746107,0.70794578438413791,13317,13.317,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_M255K207:3
K200_M255K207,255整块200,STYLE_2,4,2,0.80645161290322576,-0.076083105017461072,0.63095734448019325,5379.8000000000002,5.3798000000000004,false,false,NONE,results/stage08_multipath_formal_common_snr_results.csv,K200_M255K207:4
