caseId,legendLabel,styleId,waveformSnrIndex,waveformSnrDb,actualRate,derivedEbn0Db,sigma2,rawY,plotY,isZeroObserved,plotSurrogateUsed,plotSurrogateFormula,plotRenderRule,stopReason,sourceCsv,sourceRowId
K300_S15,分块300,STYLE_1,0,0,0.7142857142857143,-1.5490195998574319,1,0.21265999999999999,0.21265999999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:0
K300_S15,分块300,STYLE_1,1,0.5,0.7142857142857143,-1.0490195998574319,0.89125093813374556,0.19986999999999999,0.19986999999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:1
K300_S15,分块300,STYLE_1,2,1,0.7142857142857143,-0.54901959985743187,0.79432823472428149,0.18685333333333334,0.18685333333333334,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:2
K300_S15,分块300,STYLE_1,3,1.5,0.7142857142857143,-0.049019599857431873,0.70794578438413791,0.17108333333333334,0.17108333333333334,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:3
K300_S15,分块300,STYLE_1,4,2,0.7142857142857143,0.45098040014256813,0.63095734448019325,0.15607333333333334,0.15607333333333334,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:4
K300_S15,分块300,STYLE_1,5,2.5,0.7142857142857143,0.95098040014256813,0.56234132519034907,0.14083999999999999,0.14083999999999999,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:5
K300_S15,分块300,STYLE_1,6,3,0.7142857142857143,1.4509804001425681,0.50118723362727235,0.12428333333333333,0.12428333333333333,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:6
K300_S15,分块300,STYLE_1,7,3.5,0.7142857142857143,1.9509804001425681,0.44668359215096315,0.11142333333333333,0.11142333333333333,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:7
K300_S15,分块300,STYLE_1,8,4,0.7142857142857143,2.4509804001425683,0.39810717055349726,0.09736333333333333,0.09736333333333333,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:8
K300_S15,分块300,STYLE_1,9,4.5,0.7142857142857143,2.9509804001425683,0.35481338923357547,0.08400666666666666,0.08400666666666666,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:9
K300_S15,分块300,STYLE_1,10,5,0.7142857142857143,3.4509804001425683,0.31622776601683794,0.071319999999999995,0.071319999999999995,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:10
K300_S15,分块300,STYLE_1,11,5.5,0.7142857142857143,3.9509804001425683,0.28183829312644537,0.057430000000000002,0.057430000000000002,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:11
K300_S15,分块300,STYLE_1,12,6,0.7142857142857143,4.4509804001425683,0.25118864315095801,0.047570000000000001,0.047570000000000001,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:12
K300_S15,分块300,STYLE_1,13,6.5,0.7142857142857143,4.9509804001425683,0.22387211385683392,0.039063333333333332,0.039063333333333332,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:13
K300_S15,分块300,STYLE_1,14,7,0.7142857142857143,5.4509804001425683,0.199526231496888,0.031593333333333334,0.031593333333333334,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:14
K300_S15,分块300,STYLE_1,15,7.5,0.7142857142857143,5.9509804001425683,0.17782794100389226,0.025700000000000001,0.025700000000000001,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:15
K300_S15,分块300,STYLE_1,16,8,0.7142857142857143,6.4509804001425683,0.15848931924611132,0.019923333333333335,0.019923333333333335,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:16
K300_S15,分块300,STYLE_1,17,8.5,0.7142857142857143,6.9509804001425683,0.14125375446227545,0.014506666666666666,0.014506666666666666,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:17
K300_S15,分块300,STYLE_1,18,9,0.7142857142857143,7.4509804001425683,0.1258925411794167,0.011596666666666667,0.011596666666666667,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:18
K300_S15,分块300,STYLE_1,19,9.5,0.7142857142857143,7.9509804001425683,0.11220184543019636,0.0083866666666666673,0.0083866666666666673,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:19
K300_S15,分块300,STYLE_1,20,10,0.7142857142857143,8.4509804001425675,0.10000000000000001,0.0065166666666666663,0.0065166666666666663,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:20
K300_S15,分块300,STYLE_1,21,10.5,0.7142857142857143,8.9509804001425675,0.089125093813374537,0.0046933333333333332,0.0046933333333333332,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:21
K300_S15,分块300,STYLE_1,22,11,0.7142857142857143,9.4509804001425675,0.079432823472428138,0.0031566666666666666,0.0031566666666666666,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:22
K300_S15,分块300,STYLE_1,23,11.5,0.7142857142857143,9.9509804001425675,0.070794578438413802,0.0023033333333333334,0.0023033333333333334,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:23
K300_S15,分块300,STYLE_1,24,12,0.7142857142857143,10.450980400142567,0.063095734448019331,0.0015450771055753262,0.0015450771055753262,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:24
K300_S15,分块300,STYLE_1,25,12.5,0.7142857142857143,10.950980400142567,0.056234132519034905,0.001208740120874012,0.001208740120874012,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:25
K300_S15,分块300,STYLE_1,26,13,0.7142857142857143,11.450980400142567,0.050118723362727227,0.00089131187262028386,0.00089131187262028386,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:26
K300_S15,分块300,STYLE_1,27,13.5,0.7142857142857143,11.950980400142567,0.0446683592150963,0.00054359643400739288,0.00054359643400739288,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:27
K300_S15,分块300,STYLE_1,28,14,0.7142857142857143,12.450980400142567,0.039810717055349734,0.00032620392789884316,0.00032620392789884316,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:28
K300_S15,分块300,STYLE_1,29,14.5,0.7142857142857143,12.950980400142567,0.035481338923357551,0.00021868250539956803,0.00021868250539956803,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:29
K300_S15,分块300,STYLE_1,30,15,0.7142857142857143,13.450980400142567,0.031622776601683791,0.00012849462365591399,0.00012849462365591399,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:30
K300_S15,分块300,STYLE_1,31,15.5,0.7142857142857143,13.950980400142567,0.028183829312644536,8.6545324768022837e-05,8.6545324768022837e-05,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:31
K300_S15,分块300,STYLE_1,32,16,0.7142857142857143,14.450980400142567,0.025118864315095794,5.5122239703634273e-05,5.5122239703634273e-05,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:32
K300_S15,分块300,STYLE_1,33,16.5,0.7142857142857143,14.950980400142567,0.022387211385683402,2.4266666666666666e-05,2.4266666666666666e-05,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:33
K300_S15,分块300,STYLE_1,34,17,0.7142857142857143,15.450980400142567,0.019952623149688799,1.3266666666666666e-05,1.3266666666666666e-05,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:34
K300_S15,分块300,STYLE_1,35,17.5,0.7142857142857143,15.950980400142567,0.017782794100389229,6.4666666666666669e-06,6.4666666666666669e-06,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:35
K300_S15,分块300,STYLE_1,36,18,0.7142857142857143,16.450980400142569,0.015848931924611134,3.2666666666666666e-06,3.2666666666666666e-06,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_S15:36
K300_M255K207,255双块300,STYLE_2,0,0,0.75757575757575757,-1.8045606445813132,1,0.18713333333333335,0.18713333333333335,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:0
K300_M255K207,255双块300,STYLE_2,1,0.5,0.75757575757575757,-1.3045606445813132,0.89125093813374556,0.17575666666666667,0.17575666666666667,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:1
K300_M255K207,255双块300,STYLE_2,2,1,0.75757575757575757,-0.80456064458131316,0.79432823472428149,0.16438,0.16438,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:2
K300_M255K207,255双块300,STYLE_2,3,1.5,0.75757575757575757,-0.30456064458131316,0.70794578438413791,0.15322,0.15322,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:3
K300_M255K207,255双块300,STYLE_2,4,2,0.75757575757575757,0.19543935541868684,0.63095734448019325,0.14069333333333334,0.14069333333333334,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:4
K300_M255K207,255双块300,STYLE_2,5,2.5,0.75757575757575757,0.69543935541868684,0.56234132519034907,0.12876000000000001,0.12876000000000001,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:5
K300_M255K207,255双块300,STYLE_2,6,3,0.75757575757575757,1.1954393554186868,0.50118723362727235,0.11697,0.11697,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:6
K300_M255K207,255双块300,STYLE_2,7,3.5,0.75757575757575757,1.6954393554186868,0.44668359215096315,0.10609,0.10609,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:7
K300_M255K207,255双块300,STYLE_2,8,4,0.75757575757575757,2.1954393554186868,0.39810717055349726,0.095296666666666668,0.095296666666666668,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:8
K300_M255K207,255双块300,STYLE_2,9,4.5,0.75757575757575757,2.6954393554186868,0.35481338923357547,0.08530666666666667,0.08530666666666667,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:9
K300_M255K207,255双块300,STYLE_2,10,5,0.75757575757575757,3.1954393554186868,0.31622776601683794,0.07538333333333333,0.07538333333333333,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:10
K300_M255K207,255双块300,STYLE_2,11,5.5,0.75757575757575757,3.6954393554186868,0.28183829312644537,0.066076666666666672,0.066076666666666672,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:11
K300_M255K207,255双块300,STYLE_2,12,6,0.75757575757575757,4.1954393554186868,0.25118864315095801,0.055536666666666665,0.055536666666666665,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:12
K300_M255K207,255双块300,STYLE_2,13,6.5,0.75757575757575757,4.6954393554186868,0.22387211385683392,0.045693333333333336,0.045693333333333336,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:13
K300_M255K207,255双块300,STYLE_2,14,7,0.75757575757575757,5.1954393554186868,0.199526231496888,0.035713333333333333,0.035713333333333333,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:14
K300_M255K207,255双块300,STYLE_2,15,7.5,0.75757575757575757,5.6954393554186868,0.17782794100389226,0.025329999999999998,0.025329999999999998,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:15
K300_M255K207,255双块300,STYLE_2,16,8,0.75757575757575757,6.1954393554186868,0.15848931924611132,0.017256666666666667,0.017256666666666667,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:16
K300_M255K207,255双块300,STYLE_2,17,8.5,0.75757575757575757,6.6954393554186868,0.14125375446227545,0.01034,0.01034,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:17
K300_M255K207,255双块300,STYLE_2,18,9,0.75757575757575757,7.1954393554186868,0.1258925411794167,0.0056233333333333335,0.0056233333333333335,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:18
K300_M255K207,255双块300,STYLE_2,19,9.5,0.75757575757575757,7.6954393554186868,0.11220184543019636,0.0027096914385049977,0.0027096914385049977,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:19
K300_M255K207,255双块300,STYLE_2,20,10,0.75757575757575757,8.1954393554186868,0.10000000000000001,0.0012722886511432768,0.0012722886511432768,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:20
K300_M255K207,255双块300,STYLE_2,21,10.5,0.75757575757575757,8.6954393554186868,0.089125093813374537,0.00059055314479525159,0.00059055314479525159,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:21
K300_M255K207,255双块300,STYLE_2,22,11,0.75757575757575757,9.1954393554186868,0.079432823472428138,0.00027922093326690863,0.00027922093326690863,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:22
K300_M255K207,255双块300,STYLE_2,23,11.5,0.75757575757575757,9.6954393554186868,0.070794578438413802,0.00011149390988253805,0.00011149390988253805,false,false,NONE,DRAW,TARGET_FRAME_ERRORS_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:23
K300_M255K207,255双块300,STYLE_2,24,12,0.75757575757575757,10.195439355418687,0.063095734448019331,5.5466666666666669e-05,5.5466666666666669e-05,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:24
K300_M255K207,255双块300,STYLE_2,25,12.5,0.75757575757575757,10.695439355418687,0.056234132519034905,2.4199999999999999e-05,2.4199999999999999e-05,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:25
K300_M255K207,255双块300,STYLE_2,26,13,0.75757575757575757,11.195439355418687,0.050118723362727227,1.1466666666666666e-05,1.1466666666666666e-05,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:26
K300_M255K207,255双块300,STYLE_2,27,13.5,0.75757575757575757,11.695439355418687,0.0446683592150963,5.0000000000000004e-06,5.0000000000000004e-06,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:27
K300_M255K207,255双块300,STYLE_2,28,14,0.75757575757575757,12.195439355418687,0.039810717055349734,2.1333333333333334e-06,2.1333333333333334e-06,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:28
K300_M255K207,255双块300,STYLE_2,29,14.5,0.75757575757575757,12.695439355418687,0.035481338923357551,2.0666666666666666e-06,2.0666666666666666e-06,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:29
K300_M255K207,255双块300,STYLE_2,30,15,0.75757575757575757,13.195439355418687,0.031622776601683791,3.9999999999999998e-07,3.9999999999999998e-07,false,false,NONE,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:30
K300_M255K207,255双块300,STYLE_2,31,15.5,0.75757575757575757,13.695439355418687,0.028183829312644536,0,1.9999999999999999e-07,true,true,3/totalPayloadBits,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:31
K300_M255K207,255双块300,STYLE_2,32,16,0.75757575757575757,14.195439355418687,0.025118864315095794,0,1.9999999999999999e-07,true,true,3/totalPayloadBits,OMIT_MAX_FRAMES_CENSORED_FROM_LOG_CURVE,MAX_FRAMES_REACHED,results/stage08_multipath_formal_common_snr_results.csv,K300_M255K207:32
