schemeId,rate,decisionMode,quantMode,quantBits,tracebackMode,dtb,window,slide,organization,snrDb,actualRate,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,normalizedGoodput,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,p95DecodeTimeUs,inputMemoryBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,peakRxBufferSymbols,ACSCount,tracebackOperations,windowTriggerCount,sourceStage,sourceCsv,sourceRowId,sourceHash
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-5.0,0.4901960784313725,1000,117052,1000,0.3901733333333333,1.0,0.3884292518143857,0.3919202274470488,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,436.7818,617.9,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-4.5,0.4901960784313725,1000,104079,1000,0.34693,1.0,0.3452286811179388,0.3486352389125436,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,443.90790000000015,605.4,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-4.0,0.4901960784313725,1000,86580,1000,0.2886,1.0,0.2869813061162624,0.2902241077103788,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,446.9946000000002,659.5,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-3.5,0.4901960784313725,1000,64512,997,0.21504,0.997,0.2135734725531653,0.2165138251007594,0.9912169859464968,0.9989792161188614,0.0014705882352941,610.0,311.0,580.0,611.0,442.6954000000002,630.1,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-3.0,0.4901960784313725,1000,41501,971,0.1383366666666666,0.971,0.1371058475991816,0.1395767477142329,0.9586616416633058,0.9797335518433012,0.0142156862745098,610.0,311.0,580.0,611.0,453.1860999999998,609.2,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-2.5,0.4901960784313725,1000,23415,865,0.0780499999999999,0.8649999999999999,0.0770954903242065,0.0790153155610881,0.8424178447972049,0.8847886215083399,0.0661764705882352,610.0,311.0,580.0,611.0,465.6588999999996,652.5,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-2.0,0.4901960784313725,1000,10725,633,0.0357499999999999,0.633,0.0350915364885397,0.0364203526742711,0.6026706264751108,0.6623114557677315,0.1799019607843137,610.0,311.0,580.0,611.0,457.5328999999999,630.6,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-1.5,0.4901960784313725,1000,4257,391,0.0141899999999999,0.391,0.0137729487902231,0.0146194925111988,0.3612277495046385,0.4216064838452124,0.2985294117647058,610.0,311.0,580.0,611.0,468.45499999999953,655.0,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-1.0,0.4901960784313725,1092,1672,200,0.0051037851037851,0.1831501831501831,0.0048655086336242,0.0053536678079972,0.1613332631071269,0.2071885295026307,0.400416576887165,610.0,311.0,580.0,611.0,425.826007326007,559.9,,,,59776.0,612.0,42771456.0,334152.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,-0.5,0.4901960784313725,3368,1356,200,0.0013420427553444,0.0593824228028503,0.0012725308676431,0.0014153463428191,0.0518914376638513,0.0678773782050709,0.4610870476456616,610.0,311.0,580.0,611.0,416.8630344418051,542.7,,,,59776.0,612.0,131917824.0,1030608.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,0.0,0.4901960784313725,11368,1087,200,0.0003187309406521,0.0175932441942294,0.0003003407047178,0.0003382468526692,0.0153344118367768,0.0201779948638502,0.4815719391204758,610.0,311.0,580.0,611.0,453.9741819141456,609.6,,,,59776.0,612.0,445261824.0,3478608.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_SOFT_FLOAT_A_BLOCK_300,R12,Soft Float,Float,Float,Full traceback,306,306,300,A_BLOCK_300,0.5,0.4901960784313725,39060,959,200,8.18399044205496e-05,0.0051203277009728,7.68217193575539e-05,8.718586118454609e-05,0.0044595477795002,0.0058784385459461,0.4876861138720721,610.0,311.0,580.0,611.0,491.565153609833,748.0,,,,59776.0,612.0,1529902080.0,11952360.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
