schemeId,rate,decisionMode,quantMode,quantBits,tracebackMode,dtb,window,slide,organization,snrDb,actualRate,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,normalizedGoodput,firstOutputDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,fullFrameLastDecisionSymbol,avgDecodeTimeUs,p95DecodeTimeUs,inputMemoryBytes,survivorMemoryBytes,pathMetricMemoryBytes,totalMemoryBytes,peakRxBufferSymbols,ACSCount,tracebackOperations,windowTriggerCount,sourceStage,sourceCsv,sourceRowId,sourceHash
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-5.0,0.4901960784313725,1000,138425,1000,0.4614166666666666,1.0,0.4596333129295768,0.4632010084996784,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,297.9423,386.4,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-4.5,0.4901960784313725,1000,133552,1000,0.4451733333333333,1.0,0.4433956415096682,0.4469524292349012,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,303.91879999999986,401.7,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-4.0,0.4901960784313725,1000,127649,1000,0.4254966666666666,1.0,0.4237284118067743,0.4272668295120408,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,303.3826000000002,401.7,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-3.5,0.4901960784313725,1000,119667,1000,0.39889,1.0,0.3971390758149192,0.4006435135512667,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,305.37070000000017,428.0,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-3.0,0.4901960784313725,1000,107239,1000,0.3574633333333333,1.0,0.3557502156792981,0.3591801012655301,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,306.50540000000024,390.7,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-2.5,0.4901960784313725,1000,91637,1000,0.3054566666666666,1.0,0.303810958695774,0.3071073567751226,0.9961732415144448,1.0,0.0,610.0,311.0,580.0,611.0,303.9782999999999,408.3,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-2.0,0.4901960784313725,1000,71343,999,0.2378099999999999,0.999,0.236289892487916,0.2393368220400265,0.994357441402042,0.9998234536293736,0.0004901960784313,610.0,311.0,580.0,611.0,308.83729999999963,428.3,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-1.5,0.4901960784313725,1000,50083,989,0.1669433333333333,0.989,0.1656131283356291,0.1682820677116196,0.9804106042992136,0.9938468259019134,0.0053921568627451,610.0,311.0,580.0,611.0,306.3205000000001,398.4,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-1.0,0.4901960784313725,1000,32110,949,0.1070333333333333,0.949,0.1059320819341589,0.1081446483720969,0.9335645136552382,0.9609990572247332,0.025,610.0,311.0,580.0,611.0,369.8485000000002,566.9,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
R12_HARD_A_BLOCK_300,R12,Hard,Hard,1,Full traceback,306,306,300,A_BLOCK_300,-0.5,0.4901960784313725,1000,17624,822,0.0587466666666666,0.822,0.0579108453979456,0.0595937881674197,0.7970731778115323,0.8444623897237701,0.0872549019607843,610.0,311.0,580.0,611.0,365.4387000000005,488.7,,,,59776.0,612.0,39168000.0,306000.0,0.0,Stage14,stage14_block_continuous_comparison/results/stage14_online_slot_formal_results_all_decisions.csv,CC-O-R12-A_BLOCK_300,427c0c0efd20135457f0a9d5ddab3b9e43ee539809178ef47852286094f508e8
