metric,algorithm,targetPointIndex,targetErrorRate,referenceLength,candidateLength,referenceRequiredEbN0Db,candidateRequiredEbN0Db,relativeCodingGainDb,gainDirection,confidenceLevel,interpretation
FER,BP,0,1.0,480,560,2.541199826559248,2.71066772286538,-0.16946789630613202,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
FER,BP,0,1.0,480,640,2.541199826559248,-0.20941280735775258,2.7506126339170005,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,0,1.0,560,640,2.71066772286538,-0.20941280735775258,2.9200805302231325,REFERENCE_MINUS_CANDIDATE_EBN0,LOW,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,1,0.6864873706728227,480,560,4.9219411639937265,5.547864763111576,-0.6259235991178498,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
FER,BP,1,0.6864873706728227,480,640,4.9219411639937265,1.120455256128555,3.8014859078651715,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,1,0.6864873706728227,560,640,5.547864763111576,1.120455256128555,4.427409506983022,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,2,0.4712649100932855,480,560,5.3772941472559825,6.056020965592468,-0.6787268183364858,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
FER,BP,2,0.4712649100932855,480,640,5.3772941472559825,1.4063717705739,3.9709223766820827,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,2,0.4712649100932855,560,640,6.056020965592468,1.4063717705739,4.6496491950185685,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,3,0.3235174090203038,480,560,5.752474481363154,6.441528799834246,-0.6890543184710918,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
FER,BP,3,0.3235174090203038,480,640,5.752474481363154,1.5905366360156554,4.161937845347499,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,3,0.3235174090203038,560,640,6.441528799834246,1.5905366360156554,4.85099216381859,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
FER,BP,4,0.22209061548523248,480,560,6.103438161387345,6.762627689176464,-0.6591895277891187,REFERENCE_MINUS_CANDIDATE_EBN0,HIGH,CURRENT_RESOLUTION_NO_CLEAR_CANDIDATE_ADVANTAGE
FER,BP,4,0.22209061548523248,480,640,6.103438161387345,1.7747015014574106,4.328736659929934,REFERENCE_MINUS_CANDIDATE_EBN0,MEDIUM,POSITIVE_CANDIDATE_REQUIRES_LOWER_EBN0
