actualLength,algorithm,ebN0Db,rawValue,isZeroError,upperBound95,plotTreatment
480,NMS,-2.958800173440752,0.22006666666666666,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,-2.458800173440752,0.20618,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,-1.958800173440752,0.19163666666666668,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,-1.458800173440752,0.17628333333333332,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,-0.9588001734407521,0.16014666666666666,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,-0.4588001734407521,0.14359333333333332,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,0.04119982655924792,0.12691666666666668,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,0.5411998265592479,0.11028,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,1.041199826559248,0.09328666666666667,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,1.541199826559248,0.07668,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,2.041199826559248,0.06074333333333334,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,2.541199826559248,0.04618333333333333,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,3.041199826559248,0.033486666666666665,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,3.541199826559248,0.022906666666666665,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,4.041199826559248,0.015386666666666667,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,4.541199826559248,0.009636666666666667,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,5.041199826559248,0.005356666666666667,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,5.541199826559248,0.0027733333333333334,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,6.041199826559248,0.0014366666666666666,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
480,NMS,6.541199826559248,0.0007076222980659841,false,6.816204923265623e-06,REGULAR_MEASURED_POINT
480,NMS,7.041199826559248,0.0002978133966557831,false,2.9640128959007583e-06,REGULAR_MEASURED_POINT
480,NMS,7.541199826559248,0.0001184686369871555,false,1.245263502647198e-06,REGULAR_MEASURED_POINT
480,NMS,8.041199826559248,4.3190940585748514e-05,false,4.572030567473462e-07,REGULAR_MEASURED_POINT
480,NMS,8.541199826559248,1.5466666666666665e-05,false,1.9971546494357284e-07,REGULAR_MEASURED_POINT
480,NMS,9.041199826559248,5.4e-06,false,1.9971546494357284e-07,REGULAR_MEASURED_POINT
480,NMS,9.541199826559248,1.6e-06,false,1.9971546494357284e-07,REGULAR_MEASURED_POINT
480,NMS,10.041199826559248,4e-07,false,1.9971546494357284e-07,REGULAR_MEASURED_POINT
480,NMS,10.541199826559248,1.3333333333333334e-07,false,1.9971546494357284e-07,REGULAR_MEASURED_POINT
480,NMS,11.041199826559248,0.0,true,1.9971546494357284e-07,ZERO_ERROR_CENSORED_NOT_CONNECTED
480,NMS,11.541199826559248,0.0,true,1.9971546494357284e-07,ZERO_ERROR_CENSORED_NOT_CONNECTED
480,NMS,12.041199826559248,0.0,true,1.9971546494357284e-07,ZERO_ERROR_CENSORED_NOT_CONNECTED
560,NMS,-2.28933227713462,0.22146,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,-1.78933227713462,0.20710333333333333,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,-1.28933227713462,0.19187666666666667,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,-0.7893322771346201,0.17640333333333333,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,-0.28933227713462006,0.16006666666666666,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,0.21066772286537994,0.14412333333333333,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,0.7106677228653799,0.12787333333333334,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
560,NMS,1.21066772286538,0.11019,false,9.985724387484574e-06,REGULAR_MEASURED_POINT
