actualLength,algorithm,ebN0Db,rawValue,isZeroError,upperBound95,plotTreatment
480,BP,-2.958800173440752,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,-2.458800173440752,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,-1.958800173440752,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,-1.458800173440752,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,-0.9588001734407521,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,-0.4588001734407521,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,0.04119982655924792,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,0.5411998265592479,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,1.041199826559248,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,1.541199826559248,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,2.041199826559248,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,2.541199826559248,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,3.041199826559248,0.999,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,3.541199826559248,0.992,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,4.041199826559248,0.948,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,4.541199826559248,0.846,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,5.041199826559248,0.643,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,5.541199826559248,0.405,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,6.041199826559248,0.238,false,0.0029912495450953314,REGULAR_MEASURED_POINT
480,BP,6.541199826559248,0.13651877133105803,false,0.0020427791270012374,REGULAR_MEASURED_POINT
480,BP,7.041199826559248,0.05936479667557139,false,0.000888809960792325,REGULAR_MEASURED_POINT
480,BP,7.541199826559248,0.025065469509913955,false,0.00037350951134440535,REGULAR_MEASURED_POINT
480,BP,8.041199826559248,0.009157089876837141,false,0.000137151542246583,REGULAR_MEASURED_POINT
480,BP,8.541199826559248,0.0033,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
480,BP,9.041199826559248,0.0011,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
480,BP,9.541199826559248,0.00036,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
480,BP,10.041199826559248,6e-05,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
480,BP,10.541199826559248,2e-05,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
480,BP,11.041199826559248,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
480,BP,11.541199826559248,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
480,BP,12.041199826559248,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
560,BP,-2.28933227713462,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,-1.78933227713462,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,-1.28933227713462,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,-0.7893322771346201,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,-0.28933227713462006,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,0.21066772286537994,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,0.7106677228653799,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,1.21066772286538,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,1.71066772286538,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,2.21066772286538,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,2.71066772286538,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,3.21066772286538,0.999,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,3.71066772286538,0.998,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,4.21066772286538,0.991,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,4.71066772286538,0.944,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,5.21066772286538,0.831,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,5.71066772286538,0.626,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,6.21066772286538,0.415,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,6.71066772286538,0.242,false,0.0029912495450953314,REGULAR_MEASURED_POINT
560,BP,7.21066772286538,0.1059322033898305,false,0.00158546442375751,REGULAR_MEASURED_POINT
560,BP,7.71066772286538,0.052812252442566675,false,0.0007907440424271828,REGULAR_MEASURED_POINT
560,BP,8.21066772286538,0.018353675323483528,false,0.0002748757022742465,REGULAR_MEASURED_POINT
560,BP,8.71066772286538,0.008003521549481772,false,0.00011987485347486615,REGULAR_MEASURED_POINT
560,BP,9.21066772286538,0.00276,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
560,BP,9.71066772286538,0.00088,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
560,BP,10.21066772286538,0.00036,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
560,BP,10.71066772286538,2e-05,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
560,BP,11.21066772286538,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
560,BP,11.71066772286538,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
560,BP,12.21066772286538,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
560,BP,12.71066772286538,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,-1.7094128073577526,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,-1.2094128073577526,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,-0.7094128073577526,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,-0.20941280735775258,1.0,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,0.2905871926422474,0.993,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,0.7905871926422474,0.9,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,1.2905871926422474,0.597,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,1.7905871926422474,0.215,false,0.0029912495450953314,REGULAR_MEASURED_POINT
640,BP,2.2905871926422474,0.03683919690550746,false,0.0005516496408630722,REGULAR_MEASURED_POINT
640,BP,2.7905871926422474,0.004872988685981714,false,7.226555443806681e-05,REGULAR_MEASURED_POINT
640,BP,3.2905871926422474,0.00064,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
640,BP,3.7905871926422474,0.00012,false,5.991285062456608e-05,REGULAR_MEASURED_POINT
640,BP,4.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,4.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,5.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,5.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,6.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,6.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,7.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,7.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,8.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,8.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,9.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,9.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,10.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,10.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,11.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,11.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,12.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,12.790587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
640,BP,13.290587192642247,0.0,true,5.991285062456608e-05,ZERO_ERROR_CENSORED_NOT_CONNECTED
