caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,15,2.500000,segmentCount,19000,19,19,19
BCH-S200,15,2.500000,initialSyndromeCount,19000,19,19,19
BCH-S200,15,2.500000,nonzeroSyndromeCount,6815,6.8150000000000004,11,14
BCH-S200,15,2.500000,syndromeCalculationCount,25815,25.815000000000001,30,33
BCH-S200,15,2.500000,syndromeBitTestCount,283965,283.96499999999997,330,363
BCH-S200,15,2.500000,syndromeXorCount,424263,424.26299999999998,501,579
BCH-S200,15,2.500000,syndromeShiftCount,141421,141.42099999999999,167,193
BCH-S200,15,2.500000,tableLookupCount,6815,6.8150000000000004,11,14
BCH-S200,15,2.500000,lookupHitCount,6815,6.8150000000000004,11,14
BCH-S200,15,2.500000,lookupMissCount,0,0,0,0
BCH-S200,15,2.500000,bitFlipCount,6815,6.8150000000000004,11,14
BCH-S200,15,2.500000,postSyndromeCheckCount,6815,6.8150000000000004,11,14
BCH-S200,15,2.500000,correctedSegmentCount,6815,6.8150000000000004,11,14
BCH-S200,15,2.500000,failedSegmentCount,0,0,0,0
BCH-S200,15,2.500000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,15,2.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,15,2.500000,syndromeValueCount,0,0,0,0
BCH-S200,15,2.500000,syndromeEvaluationCount,0,0,0,0
BCH-S200,15,2.500000,bmIterationCount,0,0,0,0
BCH-S200,15,2.500000,bmDiscrepancyCount,0,0,0,0
BCH-S200,15,2.500000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,15,2.500000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,15,2.500000,chienPositionTestCount,0,0,0,0
BCH-S200,15,2.500000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,15,2.500000,chienRootCount,0,0,0,0
BCH-S200,15,2.500000,gfAddCount,0,0,0,0
BCH-S200,15,2.500000,gfMultiplyCount,0,0,0,0
BCH-S200,15,2.500000,gfDivideCount,0,0,0,0
BCH-S200,15,2.500000,gfInverseCount,0,0,0,0
BCH-S200,15,2.500000,locatorDegree,0,0,0,0
BCH-S200,15,2.500000,rootCount,0,0,0,0
BCH-S200,15,2.500000,decoderFailureCount,0,0,0,0
BCH-S200,15,2.500000,miscorrectionCount,739,0.73899999999999999,1,1
