name,cppRows,matlabRows,rowMismatchCount,fieldMismatchCount,firstMismatchRow,firstMismatchField,cppValue,matlabValue,cppSha256,matlabSha256,cppBytes,matlabBytes
single_error_decode,30720,30720,0,0,,,,,c65221e7eb91452edd2b8a020ba94b1919294bc552fe6ec47aadf646b5232b4c,e899f6a4d9fd322c0455919f91270415d19a0cbc1e2d5dde830f10a0b4a31b69,2830208,2799487
