name,cppRows,matlabRows,rowMismatchCount,fieldMismatchCount,firstMismatchRow,firstMismatchField,cppValue,matlabValue,cppSha256,matlabSha256,cppBytes,matlabBytes
segmented_single_error,705,705,0,0,,,,,c77e877d6841689a827b46ada77a925322fe8f16650a8a7a5b371b258cd7dc2e,43cdc44f53c970e7a3f141202728c10d7ad63274b929a315c9d04108e90de3bf,951310,950604
