name,cppRows,matlabRows,rowMismatchCount,fieldMismatchCount,firstMismatchRow,firstMismatchField,cppValue,matlabValue,cppSha256,matlabSha256,cppBytes,matlabBytes
frame_pool,200,200,0,0,,,,,6a6c88c996a0ccd0e37b1256d13035ec3ed05f7ee58577fa58ed2855a2bce528,12144d45cdc47c858dcb15e0ee4ffab9ceb480ba3dc9261fc2000ead6f623b01,63839,63638
