stageId,gitCommit,configHash,caseId,displayName,legendLabel,styleId,payloadLength,motherN,motherK,motherT,blockCount,encodedLength,actualRate,snrIndex,snrDb,snrLinear,ebn0Db,sigma2,masterSeed,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,decoderFailureFrames,miscorrectionFrames,undetectedErrorFrames,trueSuccessFrames,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,encodeTimeTotalNs,decodeTimeTotalNs,encodeTimeMeanNs,decodeTimeMeanNs,decodeTimeP50Ns,decodeTimeP95Ns,decodeTimeP99Ns,decodeTimeMaxNs,noiseChecksum,stopReason,checkpointId,pointRunId
stage07_awgn_dense_formal,8bd58cf80c60f2d373d479b9d8e02a1919fdca8d,06c0a60191fbbad29be0c8054a0f2f0e1a2a41ec8a64c125eb84b9670f0ea338,K300_M255K207,BCH255双块300,255双块300,STYLE_2,300,255,207,6,2,396,0.757576,35,17.5,56.2341,15.6954,0.0177828,2026072707,50000,15000000,0,0,0,0,0,50000,0,0,0,0,0,1,412586500,1271755300,8251,25435,22600,31600,74600,5999700,16010044704439861280,MAX_FRAMES_REACHED,dense_K300_M255K207_35,stage07_awgn_dense_formal_K300_M255K207_35
