schemaVersion,stage,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,ebn0Db,ebn0Linear,noiseSigma,noiseVariance,globalSeed,noisePolicyVersion,snrIndex,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,noErrorStatusFrames,correctedStatusFrames,failedStatusFrames,avgEncodeTimeUs,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,firstNoiseHash,lastNoiseHash,stopReason
bch.group4.result.v1,BCH12,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,8,6.3095734448019334,0.31346989956388005,0.098263377932589047,2026072201,1,4,200,40000,26,26,0,0,0,0,200,1,200,1,0,0,0,0,174,26,0,36.2605,48.239499999999978,40.700000000000003,100.2999999999999,232.91499999999991,439.5,552a9e0b674cc7bd5e201abef7f7699e2821f3b95277d7122aad808efbd643be,558f22b43ddf126c4c63023eaaa9ff3dfb412b10d767c111be367ccaaf4f4e0a,FIXED_FRAMES_REACHED
