caseId,configurationId,snrIndex,targetSnrDb,cppDerivedEbN0Db,matlabDerivedEbN0Db,absoluteDifference,passed
K200_M511K385,NONE_L0,13,6.5,8.62187604403958,8.62187604403958,0,1
K200_M511K385,NONE_L0,14,7,9.12187604403958,9.12187604403958,0,1
K200_M511K385,NONE_L0,15,7.5,9.62187604403958,9.62187604403958,0,1
K200_M511K385,NONE_L0,16,8,10.1218760440396,10.1218760440396,0,1
K200_M511K385,NONE_L0,17,8.5,10.6218760440396,10.6218760440396,0,1
K200_M511K385,NONE_L0,18,9,11.1218760440396,11.1218760440396,0,1
K200_M511K385,NONE_L0,19,9.5,11.6218760440396,11.6218760440396,0,1
K200_M511K385,NONE_L0,20,10,12.1218760440396,12.1218760440396,0,1
K200_M511K385,NONE_L0,21,10.5,12.6218760440396,12.6218760440396,0,1
K200_M511K385,NONE_L0,22,11,13.1218760440396,13.1218760440396,0,1
K200_M511K385,NONE_L0,23,11.5,13.6218760440396,13.6218760440396,0,1
K200_M511K385,NONE_L0,24,12,14.1218760440396,14.1218760440396,0,1
K200_M511K385,NONE_L0,25,12.5,14.6218760440396,14.6218760440396,0,1
K200_M511K385,NONE_L0,26,13,15.1218760440396,15.1218760440396,0,1
K200_M511K385,NONE_L0,27,13.5,15.6218760440396,15.6218760440396,0,1
K200_M511K385,NONE_L0,28,14,16.1218760440396,16.1218760440396,0,1
K200_M511K385,NONE_L0,29,14.5,16.6218760440396,16.6218760440396,0,1
K200_M511K385,NONE_L0,30,15,17.1218760440396,17.1218760440396,0,1
K200_M511K385,NONE_L0,31,15.5,17.6218760440396,17.6218760440396,0,1
K200_M511K385,NONE_L0,32,16,18.1218760440396,18.1218760440396,0,1
K200_M511K385,NONE_L0,33,16.5,18.6218760440396,18.6218760440396,0,1
K200_M511K385,NONE_L0,34,17,19.1218760440396,19.1218760440396,0,1
K200_M511K385,NONE_L0,35,17.5,19.6218760440396,19.6218760440396,0,1
K200_M511K385,NONE_L0,36,18,20.1218760440396,20.1218760440396,0,1
K200_M511K385,NONE_LREP,0,0,2.12187604403958,2.12187604403958,0,1
K200_M511K385,NONE_LREP,1,0.5,2.62187604403958,2.62187604403958,0,1
K200_M511K385,NONE_LREP,2,1,3.12187604403958,3.12187604403958,0,1
K200_M511K385,NONE_LREP,3,1.5,3.62187604403958,3.62187604403958,0,1
K200_M511K385,NONE_LREP,4,2,4.12187604403958,4.12187604403958,0,1
K200_M511K385,NONE_LREP,5,2.5,4.62187604403958,4.62187604403958,0,1
K200_M511K385,NONE_LREP,6,3,5.12187604403958,5.12187604403958,0,1
K200_M511K385,NONE_LREP,7,3.5,5.62187604403958,5.62187604403958,0,1
K200_M511K385,NONE_LREP,8,4,6.12187604403958,6.12187604403958,0,1
K200_M511K385,NONE_LREP,9,4.5,6.62187604403958,6.62187604403958,0,1
K200_M511K385,NONE_LREP,10,5,7.12187604403958,7.12187604403958,0,1
K200_M511K385,NONE_LREP,11,5.5,7.62187604403958,7.62187604403958,0,1
K200_M511K385,NONE_LREP,12,6,8.12187604403958,8.12187604403958,0,1
K200_M511K385,NONE_LREP,13,6.5,8.62187604403958,8.62187604403958,0,1
K200_M511K385,NONE_LREP,14,7,9.12187604403958,9.12187604403958,0,1
K200_M511K385,NONE_LREP,15,7.5,9.62187604403958,9.62187604403958,0,1
K200_M511K385,NONE_LREP,16,8,10.1218760440396,10.1218760440396,0,1
K200_M511K385,NONE_LREP,17,8.5,10.6218760440396,10.6218760440396,0,1
K200_M511K385,NONE_LREP,18,9,11.1218760440396,11.1218760440396,0,1
K200_M511K385,NONE_LREP,19,9.5,11.6218760440396,11.6218760440396,0,1
K200_M511K385,NONE_LREP,20,10,12.1218760440396,12.1218760440396,0,1
K200_M511K385,NONE_LREP,21,10.5,12.6218760440396,12.6218760440396,0,1
K200_M511K385,NONE_LREP,22,11,13.1218760440396,13.1218760440396,0,1
K200_M511K385,NONE_LREP,23,11.5,13.6218760440396,13.6218760440396,0,1
K200_M511K385,NONE_LREP,24,12,14.1218760440396,14.1218760440396,0,1
K200_M511K385,NONE_LREP,25,12.5,14.6218760440396,14.6218760440396,0,1
K200_M511K385,NONE_LREP,26,13,15.1218760440396,15.1218760440396,0,1
K200_M511K385,NONE_LREP,27,13.5,15.6218760440396,15.6218760440396,0,1
K200_M511K385,NONE_LREP,28,14,16.1218760440396,16.1218760440396,0,1
K200_M511K385,NONE_LREP,29,14.5,16.6218760440396,16.6218760440396,0,1
K200_M511K385,NONE_LREP,30,15,17.1218760440396,17.1218760440396,0,1
K200_M511K385,NONE_LREP,31,15.5,17.6218760440396,17.6218760440396,0,1
K200_M511K385,NONE_LREP,32,16,18.1218760440396,18.1218760440396,0,1
K200_M511K385,NONE_LREP,33,16.5,18.6218760440396,18.6218760440396,0,1
K200_M511K385,NONE_LREP,34,17,19.1218760440396,19.1218760440396,0,1
K200_M511K385,NONE_LREP,35,17.5,19.6218760440396,19.6218760440396,0,1
K200_M511K385,NONE_LREP,36,18,20.1218760440396,20.1218760440396,0,1
K200_M511K385,BEST_LREP,0,0,2.12187604403958,2.12187604403958,0,1
K200_M511K385,BEST_LREP,1,0.5,2.62187604403958,2.62187604403958,0,1
K200_M511K385,BEST_LREP,2,1,3.12187604403958,3.12187604403958,0,1
K200_M511K385,BEST_LREP,3,1.5,3.62187604403958,3.62187604403958,0,1
K200_M511K385,BEST_LREP,4,2,4.12187604403958,4.12187604403958,0,1
K200_M511K385,BEST_LREP,5,2.5,4.62187604403958,4.62187604403958,0,1
K200_M511K385,BEST_LREP,6,3,5.12187604403958,5.12187604403958,0,1
K200_M511K385,BEST_LREP,7,3.5,5.62187604403958,5.62187604403958,0,1
K200_M511K385,BEST_LREP,8,4,6.12187604403958,6.12187604403958,0,1
K200_M511K385,BEST_LREP,9,4.5,6.62187604403958,6.62187604403958,0,1
K200_M511K385,BEST_LREP,10,5,7.12187604403958,7.12187604403958,0,1
K200_M511K385,BEST_LREP,11,5.5,7.62187604403958,7.62187604403958,0,1
K200_M511K385,BEST_LREP,12,6,8.12187604403958,8.12187604403958,0,1
K200_M511K385,BEST_LREP,13,6.5,8.62187604403958,8.62187604403958,0,1
K200_M511K385,BEST_LREP,14,7,9.12187604403958,9.12187604403958,0,1
K200_M511K385,BEST_LREP,15,7.5,9.62187604403958,9.62187604403958,0,1
K200_M511K385,BEST_LREP,16,8,10.1218760440396,10.1218760440396,0,1
K200_M511K385,BEST_LREP,17,8.5,10.6218760440396,10.6218760440396,0,1
K200_M511K385,BEST_LREP,18,9,11.1218760440396,11.1218760440396,0,1
K200_M511K385,BEST_LREP,19,9.5,11.6218760440396,11.6218760440396,0,1
K200_M511K385,BEST_LREP,20,10,12.1218760440396,12.1218760440396,0,1
K200_M511K385,BEST_LREP,21,10.5,12.6218760440396,12.6218760440396,0,1
K200_M511K385,BEST_LREP,22,11,13.1218760440396,13.1218760440396,0,1
K200_M511K385,BEST_LREP,23,11.5,13.6218760440396,13.6218760440396,0,1
K200_M511K385,BEST_LREP,24,12,14.1218760440396,14.1218760440396,0,1
K200_M511K385,BEST_LREP,25,12.5,14.6218760440396,14.6218760440396,0,1
K200_M511K385,BEST_LREP,26,13,15.1218760440396,15.1218760440396,0,1
K200_M511K385,BEST_LREP,27,13.5,15.6218760440396,15.6218760440396,0,1
K200_M511K385,BEST_LREP,28,14,16.1218760440396,16.1218760440396,0,1
K200_M511K385,BEST_LREP,29,14.5,16.6218760440396,16.6218760440396,0,1
K200_M511K385,BEST_LREP,30,15,17.1218760440396,17.1218760440396,0,1
K200_M511K385,BEST_LREP,31,15.5,17.6218760440396,17.6218760440396,0,1
K200_M511K385,BEST_LREP,32,16,18.1218760440396,18.1218760440396,0,1
K200_M511K385,BEST_LREP,33,16.5,18.6218760440396,18.6218760440396,0,1
K200_M511K385,BEST_LREP,34,17,19.1218760440396,19.1218760440396,0,1
K200_M511K385,BEST_LREP,35,17.5,19.6218760440396,19.6218760440396,0,1
K200_M511K385,BEST_LREP,36,18,20.1218760440396,20.1218760440396,0,1
K300_S15,NONE_L0,0,0,1.46128035678238,1.46128035678238,0,1
K300_S15,NONE_L0,1,0.5,1.96128035678238,1.96128035678238,0,1
K300_S15,NONE_L0,2,1,2.46128035678238,2.46128035678238,0,1
K300_S15,NONE_L0,3,1.5,2.96128035678238,2.96128035678238,0,1
K300_S15,NONE_L0,4,2,3.46128035678238,3.46128035678238,0,1
K300_S15,NONE_L0,5,2.5,3.96128035678238,3.96128035678238,0,1
K300_S15,NONE_L0,6,3,4.46128035678238,4.46128035678238,0,1
K300_S15,NONE_L0,7,3.5,4.96128035678238,4.96128035678238,0,1
K300_S15,NONE_L0,8,4,5.46128035678238,5.46128035678238,0,1
K300_S15,NONE_L0,9,4.5,5.96128035678238,5.96128035678238,0,1
K300_S15,NONE_L0,10,5,6.46128035678238,6.46128035678238,0,1
K300_S15,NONE_L0,11,5.5,6.96128035678238,6.96128035678238,0,1
K300_S15,NONE_L0,12,6,7.46128035678238,7.46128035678238,0,1
K300_S15,NONE_L0,13,6.5,7.96128035678238,7.96128035678238,0,1
K300_S15,NONE_L0,14,7,8.46128035678238,8.46128035678238,0,1
K300_S15,NONE_L0,15,7.5,8.96128035678238,8.96128035678238,0,1
K300_S15,NONE_L0,16,8,9.46128035678238,9.46128035678238,0,1
K300_S15,NONE_L0,17,8.5,9.96128035678238,9.96128035678238,0,1
K300_S15,NONE_L0,18,9,10.4612803567824,10.4612803567824,0,1
K300_S15,NONE_L0,19,9.5,10.9612803567824,10.9612803567824,0,1
K300_S15,NONE_L0,20,10,11.4612803567824,11.4612803567824,0,1
K300_S15,NONE_L0,21,10.5,11.9612803567824,11.9612803567824,0,1
K300_S15,NONE_L0,22,11,12.4612803567824,12.4612803567824,0,1
K300_S15,NONE_L0,23,11.5,12.9612803567824,12.9612803567824,0,1
K300_S15,NONE_L0,24,12,13.4612803567824,13.4612803567824,0,1
K300_S15,NONE_L0,25,12.5,13.9612803567824,13.9612803567824,0,1
K300_S15,NONE_L0,26,13,14.4612803567824,14.4612803567824,0,1
K300_S15,NONE_L0,27,13.5,14.9612803567824,14.9612803567824,0,1
K300_S15,NONE_L0,28,14,15.4612803567824,15.4612803567824,0,1
K300_S15,NONE_L0,29,14.5,15.9612803567824,15.9612803567824,0,1
K300_S15,NONE_L0,30,15,16.4612803567824,16.4612803567824,0,1
K300_S15,NONE_L0,31,15.5,16.9612803567824,16.9612803567824,0,1
K300_S15,NONE_L0,32,16,17.4612803567824,17.4612803567824,0,1
K300_S15,NONE_L0,33,16.5,17.9612803567824,17.9612803567824,0,1
K300_S15,NONE_L0,34,17,18.4612803567824,18.4612803567824,0,1
K300_S15,NONE_L0,35,17.5,18.9612803567824,18.9612803567824,0,1
K300_S15,NONE_L0,36,18,19.4612803567824,19.4612803567824,0,1
K300_S15,NONE_LREP,0,0,1.46128035678238,1.46128035678238,0,1
K300_S15,NONE_LREP,1,0.5,1.96128035678238,1.96128035678238,0,1
K300_S15,NONE_LREP,2,1,2.46128035678238,2.46128035678238,0,1
K300_S15,NONE_LREP,3,1.5,2.96128035678238,2.96128035678238,0,1
K300_S15,NONE_LREP,4,2,3.46128035678238,3.46128035678238,0,1
K300_S15,NONE_LREP,5,2.5,3.96128035678238,3.96128035678238,0,1
K300_S15,NONE_LREP,6,3,4.46128035678238,4.46128035678238,0,1
K300_S15,NONE_LREP,7,3.5,4.96128035678238,4.96128035678238,0,1
K300_S15,NONE_LREP,8,4,5.46128035678238,5.46128035678238,0,1
K300_S15,NONE_LREP,9,4.5,5.96128035678238,5.96128035678238,0,1
K300_S15,NONE_LREP,10,5,6.46128035678238,6.46128035678238,0,1
K300_S15,NONE_LREP,11,5.5,6.96128035678238,6.96128035678238,0,1
K300_S15,NONE_LREP,12,6,7.46128035678238,7.46128035678238,0,1
K300_S15,NONE_LREP,13,6.5,7.96128035678238,7.96128035678238,0,1
K300_S15,NONE_LREP,14,7,8.46128035678238,8.46128035678238,0,1
K300_S15,NONE_LREP,15,7.5,8.96128035678238,8.96128035678238,0,1
K300_S15,NONE_LREP,16,8,9.46128035678238,9.46128035678238,0,1
K300_S15,NONE_LREP,17,8.5,9.96128035678238,9.96128035678238,0,1
K300_S15,NONE_LREP,18,9,10.4612803567824,10.4612803567824,0,1
K300_S15,NONE_LREP,19,9.5,10.9612803567824,10.9612803567824,0,1
K300_S15,NONE_LREP,20,10,11.4612803567824,11.4612803567824,0,1
K300_S15,NONE_LREP,21,10.5,11.9612803567824,11.9612803567824,0,1
K300_S15,NONE_LREP,22,11,12.4612803567824,12.4612803567824,0,1
K300_S15,NONE_LREP,23,11.5,12.9612803567824,12.9612803567824,0,1
K300_S15,NONE_LREP,24,12,13.4612803567824,13.4612803567824,0,1
K300_S15,NONE_LREP,25,12.5,13.9612803567824,13.9612803567824,0,1
K300_S15,NONE_LREP,26,13,14.4612803567824,14.4612803567824,0,1
K300_S15,NONE_LREP,27,13.5,14.9612803567824,14.9612803567824,0,1
K300_S15,NONE_LREP,28,14,15.4612803567824,15.4612803567824,0,1
K300_S15,NONE_LREP,29,14.5,15.9612803567824,15.9612803567824,0,1
K300_S15,NONE_LREP,30,15,16.4612803567824,16.4612803567824,0,1
K300_S15,NONE_LREP,31,15.5,16.9612803567824,16.9612803567824,0,1
K300_S15,NONE_LREP,32,16,17.4612803567824,17.4612803567824,0,1
K300_S15,NONE_LREP,33,16.5,17.9612803567824,17.9612803567824,0,1
K300_S15,NONE_LREP,34,17,18.4612803567824,18.4612803567824,0,1
K300_S15,NONE_LREP,35,17.5,18.9612803567824,18.9612803567824,0,1
K300_S15,NONE_LREP,36,18,19.4612803567824,19.4612803567824,0,1
K300_S15,BEST_LREP,0,0,1.46128035678238,1.46128035678238,0,1
K300_S15,BEST_LREP,1,0.5,1.96128035678238,1.96128035678238,0,1
K300_S15,BEST_LREP,2,1,2.46128035678238,2.46128035678238,0,1
K300_S15,BEST_LREP,3,1.5,2.96128035678238,2.96128035678238,0,1
K300_S15,BEST_LREP,4,2,3.46128035678238,3.46128035678238,0,1
K300_S15,BEST_LREP,5,2.5,3.96128035678238,3.96128035678238,0,1
K300_S15,BEST_LREP,6,3,4.46128035678238,4.46128035678238,0,1
K300_S15,BEST_LREP,7,3.5,4.96128035678238,4.96128035678238,0,1
K300_S15,BEST_LREP,8,4,5.46128035678238,5.46128035678238,0,1
K300_S15,BEST_LREP,9,4.5,5.96128035678238,5.96128035678238,0,1
K300_S15,BEST_LREP,10,5,6.46128035678238,6.46128035678238,0,1
K300_S15,BEST_LREP,11,5.5,6.96128035678238,6.96128035678238,0,1
K300_S15,BEST_LREP,12,6,7.46128035678238,7.46128035678238,0,1
K300_S15,BEST_LREP,13,6.5,7.96128035678238,7.96128035678238,0,1
K300_S15,BEST_LREP,14,7,8.46128035678238,8.46128035678238,0,1
K300_S15,BEST_LREP,15,7.5,8.96128035678238,8.96128035678238,0,1
K300_S15,BEST_LREP,16,8,9.46128035678238,9.46128035678238,0,1
K300_S15,BEST_LREP,17,8.5,9.96128035678238,9.96128035678238,0,1
K300_S15,BEST_LREP,18,9,10.4612803567824,10.4612803567824,0,1
K300_S15,BEST_LREP,19,9.5,10.9612803567824,10.9612803567824,0,1
K300_S15,BEST_LREP,20,10,11.4612803567824,11.4612803567824,0,1
K300_S15,BEST_LREP,21,10.5,11.9612803567824,11.9612803567824,0,1
K300_S15,BEST_LREP,22,11,12.4612803567824,12.4612803567824,0,1
K300_S15,BEST_LREP,23,11.5,12.9612803567824,12.9612803567824,0,1
K300_S15,BEST_LREP,24,12,13.4612803567824,13.4612803567824,0,1
K300_S15,BEST_LREP,25,12.5,13.9612803567824,13.9612803567824,0,1
K300_S15,BEST_LREP,26,13,14.4612803567824,14.4612803567824,0,1
K300_S15,BEST_LREP,27,13.5,14.9612803567824,14.9612803567824,0,1
K300_S15,BEST_LREP,28,14,15.4612803567824,15.4612803567824,0,1
K300_S15,BEST_LREP,29,14.5,15.9612803567824,15.9612803567824,0,1
K300_S15,BEST_LREP,30,15,16.4612803567824,16.4612803567824,0,1
K300_S15,BEST_LREP,31,15.5,16.9612803567824,16.9612803567824,0,1
K300_S15,BEST_LREP,32,16,17.4612803567824,17.4612803567824,0,1
K300_S15,BEST_LREP,33,16.5,17.9612803567824,17.9612803567824,0,1
K300_S15,BEST_LREP,34,17,18.4612803567824,18.4612803567824,0,1
K300_S15,BEST_LREP,35,17.5,18.9612803567824,18.9612803567824,0,1
K300_S15,BEST_LREP,36,18,19.4612803567824,19.4612803567824,0,1
K300_M255K207,NONE_L0,0,0,1.2057393120585,1.2057393120585,0,1
K300_M255K207,NONE_L0,1,0.5,1.7057393120585,1.7057393120585,0,1
K300_M255K207,NONE_L0,2,1,2.2057393120585,2.2057393120585,0,1
K300_M255K207,NONE_L0,3,1.5,2.7057393120585,2.7057393120585,0,1
K300_M255K207,NONE_L0,4,2,3.2057393120585,3.2057393120585,0,1
K300_M255K207,NONE_L0,5,2.5,3.7057393120585,3.7057393120585,0,1
K300_M255K207,NONE_L0,6,3,4.2057393120585,4.2057393120585,0,1
K300_M255K207,NONE_L0,7,3.5,4.7057393120585,4.7057393120585,0,1
K300_M255K207,NONE_L0,8,4,5.2057393120585,5.2057393120585,0,1
K300_M255K207,NONE_L0,9,4.5,5.7057393120585,5.7057393120585,0,1
K300_M255K207,NONE_L0,10,5,6.2057393120585,6.2057393120585,0,1
K300_M255K207,NONE_L0,11,5.5,6.7057393120585,6.7057393120585,0,1
K300_M255K207,NONE_L0,12,6,7.2057393120585,7.2057393120585,0,1
K300_M255K207,NONE_L0,13,6.5,7.7057393120585,7.7057393120585,0,1
K300_M255K207,NONE_L0,14,7,8.2057393120585,8.2057393120585,0,1
K300_M255K207,NONE_L0,15,7.5,8.7057393120585,8.7057393120585,0,1
K300_M255K207,NONE_L0,16,8,9.2057393120585,9.2057393120585,0,1
K300_M255K207,NONE_L0,17,8.5,9.7057393120585,9.7057393120585,0,1
K300_M255K207,NONE_L0,18,9,10.2057393120585,10.2057393120585,0,1
K300_M255K207,NONE_L0,19,9.5,10.7057393120585,10.7057393120585,0,1
K300_M255K207,NONE_L0,20,10,11.2057393120585,11.2057393120585,0,1
K300_M255K207,NONE_L0,21,10.5,11.7057393120585,11.7057393120585,0,1
K300_M255K207,NONE_L0,22,11,12.2057393120585,12.2057393120585,0,1
K300_M255K207,NONE_L0,23,11.5,12.7057393120585,12.7057393120585,0,1
K300_M255K207,NONE_L0,24,12,13.2057393120585,13.2057393120585,0,1
K300_M255K207,NONE_L0,25,12.5,13.7057393120585,13.7057393120585,0,1
K300_M255K207,NONE_L0,26,13,14.2057393120585,14.2057393120585,0,1
K300_M255K207,NONE_L0,27,13.5,14.7057393120585,14.7057393120585,0,1
K300_M255K207,NONE_L0,28,14,15.2057393120585,15.2057393120585,0,1
K300_M255K207,NONE_L0,29,14.5,15.7057393120585,15.7057393120585,0,1
K300_M255K207,NONE_L0,30,15,16.2057393120585,16.2057393120585,0,1
K300_M255K207,NONE_L0,31,15.5,16.7057393120585,16.7057393120585,0,1
K300_M255K207,NONE_L0,32,16,17.2057393120585,17.2057393120585,0,1
K300_M255K207,NONE_L0,33,16.5,17.7057393120585,17.7057393120585,0,1
K300_M255K207,NONE_L0,34,17,18.2057393120585,18.2057393120585,0,1
K300_M255K207,NONE_L0,35,17.5,18.7057393120585,18.7057393120585,0,1
K300_M255K207,NONE_L0,36,18,19.2057393120585,19.2057393120585,0,1
K300_M255K207,NONE_LREP,0,0,1.2057393120585,1.2057393120585,0,1
K300_M255K207,NONE_LREP,1,0.5,1.7057393120585,1.7057393120585,0,1
K300_M255K207,NONE_LREP,2,1,2.2057393120585,2.2057393120585,0,1
K300_M255K207,NONE_LREP,3,1.5,2.7057393120585,2.7057393120585,0,1
K300_M255K207,NONE_LREP,4,2,3.2057393120585,3.2057393120585,0,1
K300_M255K207,NONE_LREP,5,2.5,3.7057393120585,3.7057393120585,0,1
K300_M255K207,NONE_LREP,6,3,4.2057393120585,4.2057393120585,0,1
K300_M255K207,NONE_LREP,7,3.5,4.7057393120585,4.7057393120585,0,1
K300_M255K207,NONE_LREP,8,4,5.2057393120585,5.2057393120585,0,1
K300_M255K207,NONE_LREP,9,4.5,5.7057393120585,5.7057393120585,0,1
K300_M255K207,NONE_LREP,10,5,6.2057393120585,6.2057393120585,0,1
K300_M255K207,NONE_LREP,11,5.5,6.7057393120585,6.7057393120585,0,1
K300_M255K207,NONE_LREP,12,6,7.2057393120585,7.2057393120585,0,1
K300_M255K207,NONE_LREP,13,6.5,7.7057393120585,7.7057393120585,0,1
K300_M255K207,NONE_LREP,14,7,8.2057393120585,8.2057393120585,0,1
K300_M255K207,NONE_LREP,15,7.5,8.7057393120585,8.7057393120585,0,1
K300_M255K207,NONE_LREP,16,8,9.2057393120585,9.2057393120585,0,1
K300_M255K207,NONE_LREP,17,8.5,9.7057393120585,9.7057393120585,0,1
K300_M255K207,NONE_LREP,18,9,10.2057393120585,10.2057393120585,0,1
K300_M255K207,NONE_LREP,19,9.5,10.7057393120585,10.7057393120585,0,1
K300_M255K207,NONE_LREP,20,10,11.2057393120585,11.2057393120585,0,1
K300_M255K207,NONE_LREP,21,10.5,11.7057393120585,11.7057393120585,0,1
K300_M255K207,NONE_LREP,22,11,12.2057393120585,12.2057393120585,0,1
K300_M255K207,NONE_LREP,23,11.5,12.7057393120585,12.7057393120585,0,1
K300_M255K207,NONE_LREP,24,12,13.2057393120585,13.2057393120585,0,1
K300_M255K207,NONE_LREP,25,12.5,13.7057393120585,13.7057393120585,0,1
K300_M255K207,NONE_LREP,26,13,14.2057393120585,14.2057393120585,0,1
K300_M255K207,NONE_LREP,27,13.5,14.7057393120585,14.7057393120585,0,1
K300_M255K207,NONE_LREP,28,14,15.2057393120585,15.2057393120585,0,1
K300_M255K207,NONE_LREP,29,14.5,15.7057393120585,15.7057393120585,0,1
K300_M255K207,NONE_LREP,30,15,16.2057393120585,16.2057393120585,0,1
K300_M255K207,NONE_LREP,31,15.5,16.7057393120585,16.7057393120585,0,1
K300_M255K207,NONE_LREP,32,16,17.2057393120585,17.2057393120585,0,1
K300_M255K207,NONE_LREP,33,16.5,17.7057393120585,17.7057393120585,0,1
K300_M255K207,NONE_LREP,34,17,18.2057393120585,18.2057393120585,0,1
K300_M255K207,NONE_LREP,35,17.5,18.7057393120585,18.7057393120585,0,1
K300_M255K207,NONE_LREP,36,18,19.2057393120585,19.2057393120585,0,1
K300_M255K207,BEST_LREP,0,0,1.2057393120585,1.2057393120585,0,1
K300_M255K207,BEST_LREP,1,0.5,1.7057393120585,1.7057393120585,0,1
K300_M255K207,BEST_LREP,2,1,2.2057393120585,2.2057393120585,0,1
K300_M255K207,BEST_LREP,3,1.5,2.7057393120585,2.7057393120585,0,1
K300_M255K207,BEST_LREP,4,2,3.2057393120585,3.2057393120585,0,1
K300_M255K207,BEST_LREP,5,2.5,3.7057393120585,3.7057393120585,0,1
K300_M255K207,BEST_LREP,6,3,4.2057393120585,4.2057393120585,0,1
K300_M255K207,BEST_LREP,7,3.5,4.7057393120585,4.7057393120585,0,1
K300_M255K207,BEST_LREP,8,4,5.2057393120585,5.2057393120585,0,1
K300_M255K207,BEST_LREP,9,4.5,5.7057393120585,5.7057393120585,0,1
K300_M255K207,BEST_LREP,10,5,6.2057393120585,6.2057393120585,0,1
K300_M255K207,BEST_LREP,11,5.5,6.7057393120585,6.7057393120585,0,1
K300_M255K207,BEST_LREP,12,6,7.2057393120585,7.2057393120585,0,1
K300_M255K207,BEST_LREP,13,6.5,7.7057393120585,7.7057393120585,0,1
K300_M255K207,BEST_LREP,14,7,8.2057393120585,8.2057393120585,0,1
K300_M255K207,BEST_LREP,15,7.5,8.7057393120585,8.7057393120585,0,1
K300_M255K207,BEST_LREP,16,8,9.2057393120585,9.2057393120585,0,1
K300_M255K207,BEST_LREP,17,8.5,9.7057393120585,9.7057393120585,0,1
K300_M255K207,BEST_LREP,18,9,10.2057393120585,10.2057393120585,0,1
K300_M255K207,BEST_LREP,19,9.5,10.7057393120585,10.7057393120585,0,1
K300_M255K207,BEST_LREP,20,10,11.2057393120585,11.2057393120585,0,1
K300_M255K207,BEST_LREP,21,10.5,11.7057393120585,11.7057393120585,0,1
K300_M255K207,BEST_LREP,22,11,12.2057393120585,12.2057393120585,0,1
K300_M255K207,BEST_LREP,23,11.5,12.7057393120585,12.7057393120585,0,1
K300_M255K207,BEST_LREP,24,12,13.2057393120585,13.2057393120585,0,1
K300_M255K207,BEST_LREP,25,12.5,13.7057393120585,13.7057393120585,0,1
K300_M255K207,BEST_LREP,26,13,14.2057393120585,14.2057393120585,0,1
K300_M255K207,BEST_LREP,27,13.5,14.7057393120585,14.7057393120585,0,1
K300_M255K207,BEST_LREP,28,14,15.2057393120585,15.2057393120585,0,1
K300_M255K207,BEST_LREP,29,14.5,15.7057393120585,15.7057393120585,0,1
K300_M255K207,BEST_LREP,30,15,16.2057393120585,16.2057393120585,0,1
K300_M255K207,BEST_LREP,31,15.5,16.7057393120585,16.7057393120585,0,1
K300_M255K207,BEST_LREP,32,16,17.2057393120585,17.2057393120585,0,1
K300_M255K207,BEST_LREP,33,16.5,17.7057393120585,17.7057393120585,0,1
K300_M255K207,BEST_LREP,34,17,18.2057393120585,18.2057393120585,0,1
K300_M255K207,BEST_LREP,35,17.5,18.7057393120585,18.7057393120585,0,1
K300_M255K207,BEST_LREP,36,18,19.2057393120585,19.2057393120585,0,1
K300_M511K421,NONE_L0,0,0,1.13943352306837,1.13943352306837,0,1
K300_M511K421,NONE_L0,1,0.5,1.63943352306837,1.63943352306837,0,1
K300_M511K421,NONE_L0,2,1,2.13943352306837,2.13943352306837,0,1
K300_M511K421,NONE_L0,3,1.5,2.63943352306837,2.63943352306837,0,1
K300_M511K421,NONE_L0,4,2,3.13943352306837,3.13943352306837,0,1
K300_M511K421,NONE_L0,5,2.5,3.63943352306837,3.63943352306837,0,1
K300_M511K421,NONE_L0,6,3,4.13943352306837,4.13943352306837,0,1
K300_M511K421,NONE_L0,7,3.5,4.63943352306837,4.63943352306837,0,1
K300_M511K421,NONE_L0,8,4,5.13943352306837,5.13943352306837,0,1
K300_M511K421,NONE_L0,9,4.5,5.63943352306837,5.63943352306837,0,1
K300_M511K421,NONE_L0,10,5,6.13943352306837,6.13943352306837,0,1
K300_M511K421,NONE_L0,11,5.5,6.63943352306837,6.63943352306837,0,1
K300_M511K421,NONE_L0,12,6,7.13943352306837,7.13943352306837,0,1
K300_M511K421,NONE_L0,13,6.5,7.63943352306837,7.63943352306837,0,1
K300_M511K421,NONE_L0,14,7,8.13943352306837,8.13943352306837,0,1
K300_M511K421,NONE_L0,15,7.5,8.63943352306837,8.63943352306837,0,1
K300_M511K421,NONE_L0,16,8,9.13943352306837,9.13943352306837,0,1
K300_M511K421,NONE_L0,17,8.5,9.63943352306837,9.63943352306837,0,1
K300_M511K421,NONE_L0,18,9,10.1394335230684,10.1394335230684,0,1
K300_M511K421,NONE_L0,19,9.5,10.6394335230684,10.6394335230684,0,1
K300_M511K421,NONE_L0,20,10,11.1394335230684,11.1394335230684,0,1
K300_M511K421,NONE_L0,21,10.5,11.6394335230684,11.6394335230684,0,1
K300_M511K421,NONE_L0,22,11,12.1394335230684,12.1394335230684,0,1
K300_M511K421,NONE_L0,23,11.5,12.6394335230684,12.6394335230684,0,1
K300_M511K421,NONE_L0,24,12,13.1394335230684,13.1394335230684,0,1
K300_M511K421,NONE_L0,25,12.5,13.6394335230684,13.6394335230684,0,1
K300_M511K421,NONE_L0,26,13,14.1394335230684,14.1394335230684,0,1
K300_M511K421,NONE_L0,27,13.5,14.6394335230684,14.6394335230684,0,1
