shardId,rowCount,resultFile,resultSha256,passed
0,222,results/shards/stage16_burst_interleaving_comparison_shard_0_results.csv,28a4186481fb1a589c3def381fceefc4f93143937a01fee2a70874d00cec3e16,true
1,222,results/shards/stage16_burst_interleaving_comparison_shard_1_results.csv,5c953fdad7bd7da25e63e7b51fa43bfa8bad605de505a0c5c28ebad885de9a93,true
2,222,results/shards/stage16_burst_interleaving_comparison_shard_2_results.csv,517f45bc8a0f675dbe456054023ffb96902d5fe405c32124e08a01d4f6dda0bd,true
3,222,results/shards/stage16_burst_interleaving_comparison_shard_3_results.csv,d10749aadc866703db12f2fa223e9828e74bce69c83479fe4565138449d37040,true
