caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
BCH-S200,4.5,miscorrectionRate,0.5936,0.5936,RAW_POSITIVE
BCH-S200,4.7000000000000002,miscorrectionRate,0.5068,0.5068,RAW_POSITIVE
BCH-S200,4.9000000000000004,miscorrectionRate,0.4398,0.4398,RAW_POSITIVE
BCH-S200,5.0999999999999996,miscorrectionRate,0.3576,0.3576,RAW_POSITIVE
BCH-S200,5.2999999999999998,miscorrectionRate,0.3088,0.3088,RAW_POSITIVE
BCH-S200,5.5,miscorrectionRate,0.2426,0.2426,RAW_POSITIVE
BCH-S200,5.7000000000000002,miscorrectionRate,0.1992,0.1992,RAW_POSITIVE
BCH-S200,5.9000000000000004,miscorrectionRate,0.1618,0.1618,RAW_POSITIVE
BCH-S200,6.0999999999999996,miscorrectionRate,0.1182,0.1182,RAW_POSITIVE
BCH-S200,6.2999999999999998,miscorrectionRate,0.0854,0.0854,RAW_POSITIVE
BCH-S200,6.5,miscorrectionRate,0.0656,0.0656,RAW_POSITIVE
BCH-S200,6.7000000000000002,miscorrectionRate,0.0414,0.0414,RAW_POSITIVE
BCH-S200,6.9000000000000004,miscorrectionRate,0.03717472118959108,0.03717472118959108,RAW_POSITIVE
BCH-S200,7.0999999999999996,miscorrectionRate,0.024603272235207283,0.024603272235207283,RAW_POSITIVE
BCH-S200,7.2999999999999998,miscorrectionRate,0.017053206002728513,0.017053206002728513,RAW_POSITIVE
BCH-S200,7.5,miscorrectionRate,0.011385631333257429,0.011385631333257429,RAW_POSITIVE
BCH-S200,7.7000000000000002,miscorrectionRate,0.008625894936599671,0.008625894936599671,RAW_POSITIVE
BCH-S200,7.9000000000000004,miscorrectionRate,0.004400827355542842,0.004400827355542842,RAW_POSITIVE
BCH-S200,8.0999999999999996,miscorrectionRate,0.00332,0.00332,RAW_POSITIVE
BCH-S200,8.3000000000000007,miscorrectionRate,0.00226,0.00226,RAW_POSITIVE
BCH-S200,8.5,miscorrectionRate,0.0014,0.0014,RAW_POSITIVE
BCH-B200,3.5,miscorrectionRate,0.0006,0.0006,RAW_POSITIVE
BCH-B200,3.7000000000000002,miscorrectionRate,0.0012,0.0012,RAW_POSITIVE
BCH-B200,3.8999999999999999,miscorrectionRate,0.0002,0.0002,RAW_POSITIVE
BCH-B200,4.0999999999999996,miscorrectionRate,0.0,0.0006,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,4.2999999999999998,miscorrectionRate,0.0004,0.0004,RAW_POSITIVE
BCH-B200,4.5,miscorrectionRate,0.0002,0.0002,RAW_POSITIVE
BCH-B200,4.7000000000000002,miscorrectionRate,0.0,0.0006,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,4.9000000000000004,miscorrectionRate,0.0,0.0006,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,5.0999999999999996,miscorrectionRate,0.0,0.00032071840923669016,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,5.2999999999999998,miscorrectionRate,0.0,0.00018322848592194468,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,5.5,miscorrectionRate,2.660919081450733e-05,2.660919081450733e-05,RAW_POSITIVE
BCH-B200,5.7000000000000002,miscorrectionRate,0.0,6e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,5.9000000000000004,miscorrectionRate,0.0,6e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
BCH-B200,6,miscorrectionRate,0.0,6e-05,RULE_OF_THREE_UPPER_BOUND_FOR_ZERO_OBSERVATION
