filename,caseName,ebn0Db,metric,rawValue,plottedValue,zeroHandlingPolicy
bch_200bit_ber_vs_ebn0.png,BCH-S200,4.5,BER,0.009817,0.009817,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,4.7000000000000002,BER,0.007842,0.007842,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,4.9000000000000004,BER,0.006284,0.006284,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,5.0999999999999996,BER,0.004901,0.004901,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,5.2999999999999998,BER,0.004053,0.004053,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,5.5,BER,0.003109,0.003109,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,5.7000000000000002,BER,0.002475,0.002475,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,5.9000000000000004,BER,0.00194,0.00194,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,6.0999999999999996,BER,0.001393,0.001393,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,6.2999999999999998,BER,0.000976,0.000976,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,6.5,BER,0.000755,0.000755,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,6.7000000000000002,BER,0.000468,0.000468,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,6.9000000000000004,BER,0.0004284386617100372,0.0004284386617100372,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,7.0999999999999996,BER,0.0002675605855578792,0.0002675605855578792,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,7.2999999999999998,BER,0.00017863233287858117,0.00017863233287858117,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,7.5,BER,0.00013008083798246613,0.00013008083798246613,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,7.7000000000000002,BER,9.617872854308635e-05,9.617872854308635e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,7.9000000000000004,BER,4.752893543986269e-05,4.752893543986269e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,8.0999999999999996,BER,3.67e-05,3.67e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,8.3000000000000007,BER,2.28e-05,2.28e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-S200,8.5,BER,1.46e-05,1.46e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,3.5,BER,0.01991,0.01991,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,3.7000000000000002,BER,0.01646,0.01646,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,3.8999999999999999,BER,0.01199,0.01199,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,4.0999999999999996,BER,0.008577,0.008577,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,4.2999999999999998,BER,0.005885,0.005885,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,4.5,BER,0.004133,0.004133,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,4.7000000000000002,BER,0.002187,0.002187,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,4.9000000000000004,BER,0.001291,0.001291,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,5.0999999999999996,BER,0.0006318152661962796,0.0006318152661962796,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,5.2999999999999998,BER,0.00036462468698466986,0.00036462468698466986,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,5.5,BER,0.00015859077725446368,0.00015859077725446368,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,5.7000000000000002,BER,6.01e-05,6.01e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,5.9000000000000004,BER,2.14e-05,2.14e-05,RAW_POSITIVE
bch_200bit_ber_vs_ebn0.png,BCH-B200,6,BER,1.28e-05,1.28e-05,RAW_POSITIVE
