caseId,bestSnrDb,bestNormalizedGoodput,bestSuccessfulDecodeThroughput_Mbps,actualRate
CC-B-R12-H,2,0.47561992385416846,0.76265170937523974,0.49019607843137253
CC-B-R12-S,0,0.48005968309573621,0.56465622806420412,0.49019607843137253
CC-B-R23-H,4,0.64789423684523306,0.84953646861992616,0.65359477124183007
CC-B-R23-S,2,0.6488297453879911,0.63995507444722721,0.65359477124183007
CC-B-R34-H,4,0.69029411764705884,0.86367517276110017,0.73529411764705888
CC-B-R34-S,3,0.73095443506880142,0.66866770521965402,0.73529411764705888
