scheme,rowCount,comparisonGroups,sourceAbsolutePath,sourceSha256,configHash,useForFinalConclusion
BCH,2232,558,C:\Users\V3169\Desktop\Project\SCL_Channel_Coding_Design\Task\Comparison\S7\stage10_bch_formal\results\formal_results.csv,adbd8d2499b220525195fb115c989469ed00e0965d5f69ed6d28637f48ad4c9d,bc6830db87407420c2fe2f2e1292fac674218423ab9ecdddf7e0933adf540c5e,true
