caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-S200,2,-4.000000,segmentCount,19000,19,19,19
BCH-S200,2,-4.000000,initialSyndromeCount,19000,19,19,19
BCH-S200,2,-4.000000,nonzeroSyndromeCount,17439,17.439,19,19
BCH-S200,2,-4.000000,syndromeCalculationCount,36439,36.439,38,38
BCH-S200,2,-4.000000,syndromeBitTestCount,400829,400.82900000000001,418,418
BCH-S200,2,-4.000000,syndromeXorCount,600060,600.05999999999995,669,732
BCH-S200,2,-4.000000,syndromeShiftCount,200020,200.02000000000001,223,244
BCH-S200,2,-4.000000,tableLookupCount,17439,17.439,19,19
BCH-S200,2,-4.000000,lookupHitCount,17439,17.439,19,19
BCH-S200,2,-4.000000,lookupMissCount,0,0,0,0
BCH-S200,2,-4.000000,bitFlipCount,17439,17.439,19,19
BCH-S200,2,-4.000000,postSyndromeCheckCount,17439,17.439,19,19
BCH-S200,2,-4.000000,correctedSegmentCount,17439,17.439,19,19
BCH-S200,2,-4.000000,failedSegmentCount,0,0,0,0
BCH-S200,2,-4.000000,miscorrectedSegmentCount,0,0,0,0
BCH-S200,2,-4.000000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-S200,2,-4.000000,syndromeValueCount,0,0,0,0
BCH-S200,2,-4.000000,syndromeEvaluationCount,0,0,0,0
BCH-S200,2,-4.000000,bmIterationCount,0,0,0,0
BCH-S200,2,-4.000000,bmDiscrepancyCount,0,0,0,0
BCH-S200,2,-4.000000,bmLocatorUpdateCount,0,0,0,0
BCH-S200,2,-4.000000,bmPolynomialCopyCount,0,0,0,0
BCH-S200,2,-4.000000,chienPositionTestCount,0,0,0,0
BCH-S200,2,-4.000000,chienPolynomialEvaluationCount,0,0,0,0
BCH-S200,2,-4.000000,chienRootCount,0,0,0,0
BCH-S200,2,-4.000000,gfAddCount,0,0,0,0
BCH-S200,2,-4.000000,gfMultiplyCount,0,0,0,0
BCH-S200,2,-4.000000,gfDivideCount,0,0,0,0
BCH-S200,2,-4.000000,gfInverseCount,0,0,0,0
BCH-S200,2,-4.000000,locatorDegree,0,0,0,0
BCH-S200,2,-4.000000,rootCount,0,0,0,0
BCH-S200,2,-4.000000,decoderFailureCount,0,0,0,0
BCH-S200,2,-4.000000,miscorrectionCount,1000,1,1,1
