caseName,ebn0Db,snrIndex,frameIndex,noiseHash,channelHardBitErrors,decodedBitErrors,trueSuccess,reportedSuccess,miscorrected,decoderFailure,frameStatus
BCH-B200,0,0,0,9834073c6f7c729b89e8839a2d0aa32b7f70907eaec8b0eb0890e33cc53e8737,14,10,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,1,306e984231ee149cc3d77801171ae2d465d917e69e0cf261df0789d9ab66b137,18,17,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,2,aba6748d044da003bc2d8503ab70ede4ca6f6419762b769d81f3d5ad76e4f545,22,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,3,51b85cc3477cb72400e65a6d1504702edee37238ca19bfc8198145b66a8e424c,30,24,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,4,40007928c0d7850edc52c75107335fd7ee2e075042508219507ac5299b1b9d72,21,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,5,a817c6b0a0fc06217bf43f15c9ab485e2113a19234607bb56a39eef1b2aeffaf,29,23,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,6,173968844497f553e7eb89affff37077d578e24a7594ae79d4872e93522c3f6a,14,11,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,7,16c271ff86c46c1caa6c7a0bef045ec091a68526e23973fea11c5df2fe9b0dcf,28,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,8,367a951cc76e473ac16637002e1a553943c8319390ccce851d2aa5abf95b9152,27,22,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,9,e689f22df85041be5c88a6607c04d953c227b863cd01a71f6fd9e5df6f780760,17,15,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,10,d0ddcc8f36a058a1a87fa0f1e6f4e20ceb23ab72f9627310ccaeb070852d0c3a,24,16,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,11,4760f4879ac991228a3180a9b522da5b8633c545482f1cc49962dc96c1b2dcde,29,23,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,12,c075bd4ba0be7fe5e50392f098529c4fcf0176377d2e3b1150aabdb896e428b9,25,17,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,13,33418fa6484350cbb50c7df524d8ef784d785474d89d2cabd3f2469430494c7e,23,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,14,e0627e1509c2037c3c59c98b9ab5be9856812ac3a470d89d605b1d845af75525,22,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,15,843e3d6d1f0aa61a7f9b84b0f2dfe58eb8f5fc3b53f49615820a8eba4bfb897f,33,22,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,16,5f1eeb754356918d9a835b5912a4c6452505bed013ef7501de96449ef488418b,26,19,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,17,e26c10a34c96fe9d6e1d4ef604cb0a586394bac2cde33d872d97ce5ceaf8c9ed,24,23,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,18,c158ba31fc4e2615ed21c6ab41861663de5285250302b8fb256de269fc864f14,15,13,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,19,74c4d541eaf667b861ec35992297af4b5c1520121da0740fa50a9b31eb70109c,20,11,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,20,c1307f08473f0c0b10e060719ce37c20dc5bdfe34c7f6146a642f53b4ce84eab,18,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,21,e676cfbde4288f4f6a8e91f3ecd0ce65c2ca753afcc1bc75924f504bc249827f,22,17,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,22,a751a9a5dad36228490e4bb9507563e216929dbe4a99463eb305c0001c8edc95,22,21,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,23,29cd890f77766167bf7320013ac0c06d6a7de8c7e73697314d3d8bcb5f2266a0,28,22,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,24,16db4720a30f83b3b7c8414901454ff02d0005c09bd310c83178340299e67691,23,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,25,8404504dc55cc7a4591b3546a369957671f82989e36296ef6657b72b8149c3c4,20,13,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,26,32231353dc05a16cdca8c5e79472e4702a8b5be6ed517f9e7e5f3b345f25ea59,21,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,27,fd91bdb265a71d367d32c01e98fa81940537b3202c5a8e0a95a01338f511eca3,27,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,28,f90222d312f69e393753a8d5ba622641b9ef20882ba13b0e5d64cf374f88ee9b,31,28,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,29,3e2a0794f0becf2884338578401eec50aa605e95a6f4fd3761d7795c91dfc138,22,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,30,40ddef2ddb7531f4e6d550090a6df09a5ae95f8929feac79d65b882f80d52835,31,24,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,31,4aacd7d673a7a4f691933c7dd53a69a9ff7c474d9b3cc7793fc2b9f86c702f6d,31,24,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,32,27977a1461ffefbd4cc49f35b844c5422309e5d1a631be26e58b38bfeac6c1dd,24,23,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,33,1f5d7f4aadcc56a32b57d24754cbc7baf7461ab53f2b2c70625f4690bc91c16c,22,16,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,34,4887c22c2ed0dff0281387cbc736aaf99b8de45b3508a54b0d0fed23ed432d62,25,22,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,35,e787c2075ea61f8e5a4c5bf5b52cfd233ef6d2679d24ffe7aa6d7681121d63de,32,23,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,36,b6a6a34940e093f2abc0f7d89ca0128f3e3c0c15933843e4b8b18d9053c22934,20,14,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,37,e3f3384a7ba9734409ffd20fbfc673a44d08b0c2b4b9faa7c21796d6bee48490,26,22,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,38,9ae1247b818dcb36d8cd75af84fff8b37e97119f8b8a0bbbe12d72d9724a0397,19,17,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,39,02f6da8c47ccebc643862a889240726010855fcb49965d648b3fc5754b16a72d,13,9,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,40,708e3fb66eaa1fd252239a885670013f856532381f88b1614458a8738d037541,28,26,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,41,dd278c62f018a1eb8f75c1b07ae5bdead3bc7d973d1e0c6e0b703e8469cc3da7,23,16,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,42,b1df7da6d330bf62a79660d0f4c6a565f5198feac59303967af40bd6bdcaaf2b,32,24,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,43,f72b7ff3d35bbe5728e51ce75e92b64c866aa2ccfc2e3d43a362f6e49db5afa3,23,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,44,116936c13638a16ef1a5df5fb10b1a4d18c72ce54a3ee63ae42b72f0a2c972ab,24,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,45,370996ecd5d43581ed2619c26e0503cc7d83400a7f819829dcf57e7b89b46bc4,25,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,46,1ab316f6a3cb7f2da836d58b3bf2499d992c80d7646168f4da7807d1f6cd8838,33,30,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,47,23c3a54aafa6b661bd247bd8075d103e29a0a21cf9894db0ba32ae9a93e205ae,21,14,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,48,f3e3d3471a5502433ce05240e1442bf21c9a2fa59720e3b9139742bf2b9484c1,22,17,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,49,5aac80ca288833981e294927e769cfc871b8ba1caf2a77a54c133ee0738b8bb4,25,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,50,b1f1a52e4cf277785b4567d91f01fea4b7fa3d87feb0b4ae4befed63a37391f1,35,29,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,51,1f90ee90566a03aec66b70df39b19489bfcf5f5cc50f239b060d62db0c551686,23,17,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,52,b71faac5b56f6a1ec795ac3c435c9a7557b07870d2f01c2ee4e193472512403f,21,19,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,53,36df6285650c9cbd7fb955b4907d8d6a0e7ff86ad9471cf4d662022ccd7a6187,24,20,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,54,2bb6f6fe9bcf432b0a5985e1909604b066924a3ec745681c2b7b3d7ddead3280,26,18,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,55,d1dfe29d0a899f07f67546166a718415b70940bfbeee9761500fc61ac775990b,30,27,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,56,de85bbd21d7b877f2b3a6836337ad53d84394000dc27a47ef57cb3c4e1d5be10,29,25,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,57,a42afaf895b94f6f44d67b4f346862c76e05afb035171c50892b93a2b841e347,34,31,0,0,0,1,INVALID_ROOT_COUNT
BCH-B200,0,0,58,110edca4789f93f30c0af8d971a3782228f8fd9ea49ea7ff46d8ca2c3fdcd95f,31,26,0,0,0,1,INVALID_ROOT_COUNT
