caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,status,berCiLow,berCiHigh,ferCiLow,ferCiHigh,metric,sourceValue,plotValue,zeroAdjusted
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,3,3,5.7106677228653799,0.25059361681363618,100,146,58,0.0048666666666666667,0.57999999999999996,1.79,2,3,4,1,0,19.362000000000002,20.600000000000001,29.854999999999997,38.200000000000003,0,1,0,784,20048,140336,140336,0,0,140336,280672,86469,140336,140336,11312,2026072001,2026073241,560,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS,0.004140074563932926,0.0057200448220039385,0.4820648670304296,0.6720161732564526,BER,0.004866666666666667,0.004866666666666667,false
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,3.5,3.5,6.2106677228653799,0.22334179607548157,100,76,37,0.0025333333333333332,0.37,1.49,1,2.0499999999999972,3,1,0,17.289000000000001,14.949999999999999,29.439999999999994,73.099999999999994,0,1,0,784,16688,116816,116816,0,0,116816,233632,72388,116816,116816,11312,2026072001,2026073241,560,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS,0.002024676184743655,0.0031693740182805645,0.2818236053432453,0.46779470419057084,BER,0.002533333333333333,0.002533333333333333,false
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,4,4,6.7106677228653799,0.19905358527674863,132,45,30,0.0011363636363636363,0.22727272727272727,1.2272727272727273,1,2,3,1,0,14.23484848484849,11.300000000000001,25.844999999999999,30.899999999999999,0,1,0,784,18144,127008,127008,0,0,127008,254016,79217,127008,127008,11312,2026072001,2026073241,560,10000,10131,2001,,10000:10131,TARGET_FRAME_ERRORS_REACHED,PASS,0.0008494309589298463,0.001520072992303487,0.1640920693359151,0.30587828709968956,BER,0.0011363636363636363,0.0011363636363636363,false
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,4.5,4.5,7.2106677228653799,0.17740669461678774,257,46,31,0.0005966277561608301,0.12062256809338522,1.1517509727626458,1,2,3,1,0,13.336186770428023,11.1,21.199999999999996,45.899999999999999,0,1,0,784,33152,232064,232064,0,0,232064,464128,145470,232064,232064,11312,2026072001,2026073241,560,10000,10256,2001,,10000:10256,TARGET_FRAME_ERRORS_REACHED,PASS,0.00044736403340988457,0.0007956539149485089,0.0862927019516722,0.16612675283275463,BER,0.0005966277561608301,0.0005966277561608301,false
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,5,5,7.7106677228653799,0.15811388300841897,500,36,21,0.00024000000000000001,0.042000000000000003,1.0840000000000001,1,2,3,1,0,13.119000000000002,11.199999999999999,20.899999999999999,53.600000000000001,0,1,0,784,60704,424928,424928,0,0,424928,849856,267904,424928,424928,11312,2026072001,2026073241,560,10000,10499,2001,,10000:10499,MAX_FRAMES_REACHED,PASS,0.00017337231999244122,0.0003322244572841878,0.027632310108451703,0.06335158575433016,BER,0.00024,0.00024,false
LDPC_BG2_K300_N560,576,560,0.5357142857142857,56,148,112,DIRECT_LAYERED_NMS,1,5.5,5.5,8.2106677228653808,0.14091914656322269,500,21,11,0.00013999999999999999,0.021999999999999999,1.032,1,1,2,1,0,13.098599999999994,11.5,18.414999999999985,39.200000000000003,0,1,0,784,57792,404544,404544,0,0,404544,809088,256301,404544,404544,11312,2026072001,2026073241,560,10000,10499,2001,,10000:10499,MAX_FRAMES_REACHED,PASS,9.157487569023445e-05,0.00021402702340032046,0.012328008269927582,0.03896086121131637,BER,0.00014,0.00014,false
LDPC_BG2_K300_N640,640,640,0.46875,40,20,320,DIRECT_LAYERED_SPA_BP,0,-3,-3,0.29058719264224742,0.99763115748443987,100,3643,100,0.12143333333333334,1,32,32,32,32,0,1,4628.4089999999997,4493.8000000000002,5962.6099999999997,6818.8000000000002,64.319999999999993,0,0,2240,1024000,7168000,7168000,14336000,7168000,0,0,0,0,0,23680,2026072001,2026073241,640,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS,0.11778562028672417,0.12517798385129153,0.9630065017930143,1.0,BER,0.12143333333333334,0.12143333333333334,false
LDPC_BG2_K300_N640,640,640,0.46875,40,20,320,DIRECT_LAYERED_SPA_BP,0,-2.5,-2.5,0.79058719264224742,0.88913970501946138,100,2592,90,0.086400000000000005,0.90000000000000002,29.989999999999998,32,32,32,0.10000000000000001,0.90000000000000002,4631.8559999999998,4747.7000000000007,6244.4749999999995,7080.8000000000002,42.090000000000003,0.10000000000000001,0,2240,959680,6717760,6717760,13435520,6717760,0,0,0,0,0,23680,2026072001,2026073241,640,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS,0.08327348348796172,0.08963242477517984,0.8256343384950865,0.9447708629393249,BER,0.0864,0.0864,false
LDPC_BG2_K300_N640,640,640,0.46875,40,20,320,DIRECT_LAYERED_SPA_BP,0,-2,-2,1.2905871926422474,0.79244659623055669,100,1400,59,0.046666666666666669,0.58999999999999997,22.890000000000001,32,32,32,0.40999999999999998,0.58999999999999997,3458.4170000000026,4036.8500000000004,5829.0800000000008,6386,20.16,0.40999999999999998,0,2240,732480,5127360,5127360,10254720,5127360,0,0,0,0,0,23680,2026072001,2026073241,640,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS,0.04433737039546768,0.04911204549578998,0.4920143005341078,0.6813268697886348,BER,0.04666666666666667,0.04666666666666667,false
LDPC_BG2_K300_N640,640,640,0.46875,40,20,320,DIRECT_LAYERED_SPA_BP,0,-1.5,-1.5,1.7905871926422474,0.70626877231137719,126,644,30,0.017037037037037038,0.23809523809523808,13.373015873015873,8,32,32,0.76190476190476186,0.23809523809523808,1845.3055555555561,1191.75,5011.625,6002.3999999999996,7.0238095238095237,0.76190476190476186,0,2240,539200,3774400,3774400,7548800,3774400,0,0,0,0,0,23680,2026072001,2026073241,640,10000,10125,2001,,10000:10125,TARGET_FRAME_ERRORS_REACHED,PASS,0.015780685806907387,0.018391541378731478,0.17217521538203126,0.31951256601340594,BER,0.017037037037037038,0.017037037037037038,false
LDPC_BG2_K300_N640,640,640,0.46875,40,20,320,DIRECT_LAYERED_SPA_BP,0,-1,-1,2.2905871926422474,0.62946270589708364,500,343,18,0.0022866666666666669,0.035999999999999997,6.6340000000000003,5,15,32,0.96399999999999997,0.035999999999999997,981.27459999999974,740.35000000000002,2172.7699999999982,6082.5,0.94399999999999995,0.96399999999999997,0,2240,1061440,7430080,7430080,14860160,7430080,0,0,0,0,0,23680,2026072001,2026073241,640,10000,10499,2001,,10000:10499,MAX_FRAMES_REACHED,PASS,0.0020573631431400462,0.002541462141011564,0.02289106098029272,0.056184326968027755,BER,0.002286666666666667,0.002286666666666667,false
