caseId,targetLength,actualLength,actualRate,Zc,fillerLength,rankHp,algorithm,alpha,snrDb,esN0Db,ebN0Db,sigmaSquared,frames,bitErrors,frameErrors,BER,FER,avgIterations,medianIterations,p95Iterations,maxUsedIterations,earlyStopRate,maxIterationRate,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,avgFinalSyndromeWeight,validCodewordRate,nanInfCount,edgeCount,checkNodeUpdates,variableNodeUpdates,messageUpdates,tanhOperations,atanhOperations,absOperations,comparisonOperations,min1Min2Updates,signOperations,alphaMultiplications,decoderMemoryBytes,payloadSeed,noiseSeed,noiseGroupId,frameStart,frameEnd,runId,alphaCalibrationFrameRange,smokeEvaluationFrameRange,stopReason,status
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-3,-3,-0.95880017344075208,0.99763115748443987,100,4506,100,0.1502,1,32,32,32,32,0,1,1109.4360000000004,962.09999999999991,1664.5049999999997,2203.0999999999999,27.649999999999999,0,0,672,307200,2150400,2150400,4300800,2150400,0,0,0,0,0,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-3,-3,-0.95880017344075208,0.99763115748443987,100,4617,100,0.15390000000000001,1,32,32,32,32,0,1,262.21499999999997,230.09999999999999,375.13999999999999,648.70000000000005,8.3900000000000006,0,0,672,307200,2150400,2150400,0,0,2150400,4300800,1284999,2150400,2150400,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-3,-3,-0.95880017344075208,0.99763115748443987,100,4741,100,0.15803333333333333,1,3.3300000000000001,3,5,6,1,0,32.069000000000003,29.449999999999999,54.109999999999999,77.099999999999994,0,1,0,672,31968,223776,223776,0,0,223776,447552,133856,223776,223776,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-2.5,-2.5,-0.45880017344075208,0.88913970501946138,100,4025,100,0.13416666666666666,1,32,32,32,32,0,1,1118.7510000000004,1010,1577.2149999999999,1962.3,24.600000000000001,0,0,672,307200,2150400,2150400,4300800,2150400,0,0,0,0,0,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-2.5,-2.5,-0.45880017344075208,0.88913970501946138,100,4083,100,0.1361,1,32,32,32,32,0,1,267.24100000000004,226.65000000000001,373.10999999999996,886,8.2799999999999994,0,0,672,307200,2150400,2150400,0,0,2150400,4300800,1286642,2150400,2150400,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-2.5,-2.5,-0.45880017344075208,0.88913970501946138,100,4206,100,0.14019999999999999,1,3.5,3,5,32,0.98999999999999999,0.01,33.827000000000012,27.899999999999999,52.015000000000001,215.30000000000001,0.050000000000000003,0.98999999999999999,0,672,33600,235200,235200,0,0,235200,470400,141391,235200,235200,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-2,-2,0.041199826559247921,0.79244659623055669,100,3550,100,0.11833333333333333,1,32,32,32,32,0,1,1126.5700000000002,977.45000000000005,1590.9050000000002,1792.8,21.34,0,0,672,307200,2150400,2150400,4300800,2150400,0,0,0,0,0,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,0.80000000000000004,-2,-2,0.041199826559247921,0.79244659623055669,100,3569,100,0.11896666666666667,1,32,32,32,32,0,1,256.06900000000007,223.05000000000001,381.32999999999998,456.30000000000001,7.6600000000000001,0,0,672,307200,2150400,2150400,0,0,2150400,4300800,1288527,2150400,2150400,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_NMS,1,-2,-2,0.041199826559247921,0.79244659623055669,100,3718,100,0.12393333333333334,1,3.7200000000000002,3,5,32,0.97999999999999998,0.02,33.904000000000003,26.600000000000001,50.030000000000001,223.09999999999999,0.059999999999999998,0.97999999999999998,0,672,35712,249984,249984,0,0,249984,499968,150246,249984,249984,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
LDPC_BG2_K300_N480,480,480,0.625,48,84,96,DIRECT_LAYERED_SPA_BP,0,-1.5,-1.5,0.54119982655924792,0.70626877231137719,100,3041,100,0.10136666666666666,1,32,32,32,32,0,1,1027.827,921.45000000000005,1530.3,1608.7,17.329999999999998,0,0,672,307200,2150400,2150400,4300800,2150400,0,0,0,0,0,9696,2026072001,2026073241,480,10000,10099,2001,,10000:10099,TARGET_FRAME_ERRORS_REACHED,PASS
