caseName,snrIndex,esN0Db,metric,total,average,p95,maximum
BCH-B200,5,-2.500000,segmentCount,0,0,0,0
BCH-B200,5,-2.500000,initialSyndromeCount,0,0,0,0
BCH-B200,5,-2.500000,nonzeroSyndromeCount,0,0,0,0
BCH-B200,5,-2.500000,syndromeCalculationCount,0,0,0,0
BCH-B200,5,-2.500000,syndromeBitTestCount,0,0,0,0
BCH-B200,5,-2.500000,syndromeXorCount,0,0,0,0
BCH-B200,5,-2.500000,syndromeShiftCount,0,0,0,0
BCH-B200,5,-2.500000,tableLookupCount,0,0,0,0
BCH-B200,5,-2.500000,lookupHitCount,0,0,0,0
BCH-B200,5,-2.500000,lookupMissCount,0,0,0,0
BCH-B200,5,-2.500000,bitFlipCount,0,0,0,0
BCH-B200,5,-2.500000,postSyndromeCheckCount,1000,1,1,1
BCH-B200,5,-2.500000,correctedSegmentCount,0,0,0,0
BCH-B200,5,-2.500000,failedSegmentCount,0,0,0,0
BCH-B200,5,-2.500000,miscorrectedSegmentCount,0,0,0,0
BCH-B200,5,-2.500000,reportedSuccessButPayloadWrongCount,0,0,0,0
BCH-B200,5,-2.500000,syndromeValueCount,12000,12,12,12
BCH-B200,5,-2.500000,syndromeEvaluationCount,3060000,3060,3060,3060
BCH-B200,5,-2.500000,bmIterationCount,12000,12,12,12
BCH-B200,5,-2.500000,bmDiscrepancyCount,12000,12,12,12
BCH-B200,5,-2.500000,bmLocatorUpdateCount,15922,15.922000000000001,16,16
BCH-B200,5,-2.500000,bmPolynomialCopyCount,5984,5.984,6,6
BCH-B200,5,-2.500000,chienPositionTestCount,254490,254.49000000000001,255,255
BCH-B200,5,-2.500000,chienPolynomialEvaluationCount,254490,254.49000000000001,255,255
BCH-B200,5,-2.500000,chienRootCount,950,0.94999999999999996,3,4
BCH-B200,5,-2.500000,gfAddCount,4799270,4799.2700000000004,5102.1999999999989,5341
BCH-B200,5,-2.500000,gfMultiplyCount,1832582,1832.5820000000001,1837,1837
BCH-B200,5,-2.500000,gfDivideCount,5984,5.984,6,6
BCH-B200,5,-2.500000,gfInverseCount,0,0,0,0
BCH-B200,5,-2.500000,locatorDegree,5999,5.9989999999999997,6,7
BCH-B200,5,-2.500000,rootCount,950,0.94999999999999996,3,4
BCH-B200,5,-2.500000,decoderFailureCount,1000,1,1,1
BCH-B200,5,-2.500000,miscorrectionCount,0,0,0,0
