module,figureId,title,logScale,sourceFiles,pngPath,pngSha256,dataPath,manifestPath,gate
Stage11,rate_near_1_2__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus,5%未知突发干扰（ISR=10 dB）下近1/2码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus/figure.png,045c3ce3adb21c06f316f0c1db3fc05508e584f263d5251ec980ac2a28a3770c,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_1_2__unknown_burst_5_percent_isr_10db__ber,5%未知突发干扰（ISR=10 dB）下近1/2码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__ber/figure.png,320e1a07682b3921263ef4c5378d8a82efe0bf95f260a56621ae851bee7e2969,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__ber/plot_manifest.json,PASS
Stage11,rate_near_1_2__unknown_burst_5_percent_isr_10db__fer,5%未知突发干扰（ISR=10 dB）下近1/2码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__fer/figure.png,97db69cdb312b2046a4127a0a1550196e164fb4f50d800d716382373cbe6ab23,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__fer/plot_manifest.json,PASS
Stage11,rate_near_1_2__unknown_burst_5_percent_isr_10db__p95decodetimeus,5%未知突发干扰（ISR=10 dB）下近1/2码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__p95decodetimeus/figure.png,7964631d74e010017847019d9a653a4ccf5316fa2057a288c0f61d479e3f4d78,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_1_2__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus,5%未知突发干扰（ISR=10 dB）下近1/2码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus/figure.png,187edfc78cbf8f756fb8953af9ac0fc46407d4a771d054cfb75646a2c70c660b,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_1_2__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__awgn__avgdecodetimeus,AWGN下近2/3码率组平均译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__avgdecodetimeus/figure.png,fd8fba535aed7402ac664bb9ea2b223d10d9c74fd47e9deb894d2892384eb399,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__avgdecodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__avgdecodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__awgn__avgtotalreceiveralgorithmtimeus,AWGN下近2/3码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__avgtotalreceiveralgorithmtimeus/figure.png,1d522179a2463f5263a01441d6da44276c4e5b9a78460cda4a595e963e493dcd,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__awgn__ber,AWGN下近2/3码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__ber/figure.png,2766b771b34541e408d7f03d3f42bf6ebee7c01eb51b197eaac217d0a3430dd7,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__ber/plot_manifest.json,PASS
Stage11,rate_near_2_3__awgn__fer,AWGN下近2/3码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__fer/figure.png,9dcf208ae3e9ba3709266a520422d591846240fffe4aea0969f56a3c6dd377f6,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__fer/plot_manifest.json,PASS
Stage11,rate_near_2_3__awgn__p95decodetimeus,AWGN下近2/3码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__p95decodetimeus/figure.png,30e7af441ccd8d9ab9bafcf634cfe9da94d4968e089eb90e1aaf616a8ab12ea1,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__awgn__p95totalreceiveralgorithmtimeus,AWGN下近2/3码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__p95totalreceiveralgorithmtimeus/figure.png,289af3b38437f220b4faffa78494b48106b0be3a3902980d9eae72a414e38f9f,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__awgn__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__cfo_30_deg__avgdecodetimeus,30°载波频偏下近2/3码率组平均译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__avgdecodetimeus/figure.png,ecc76a52916fca8e27872a2c0d6f144a35a3de78609804f728fc52814c825896,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__avgdecodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__avgdecodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__cfo_30_deg__avgtotalreceiveralgorithmtimeus,30°载波频偏下近2/3码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__avgtotalreceiveralgorithmtimeus/figure.png,1c19a9e7b6a5575dff74736d96ecb9d6c78183c0225f15f8569ca77412534ab4,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__cfo_30_deg__ber,30°载波频偏下近2/3码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__ber/figure.png,3dc091ddf6bc9063a376f7f17b5fb9062c57e193b81229e83bbc285a87e87478,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__ber/plot_manifest.json,PASS
Stage11,rate_near_2_3__cfo_30_deg__fer,30°载波频偏下近2/3码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__fer/figure.png,217b93180451b293408bfa6c1fd685f2cc1e191a0884fb84c14cc6ccc573b7f5,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__fer/plot_manifest.json,PASS
Stage11,rate_near_2_3__cfo_30_deg__p95decodetimeus,30°载波频偏下近2/3码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__p95decodetimeus/figure.png,e533c2b2af8561d31cf2940d71d08dc49dae1422880959d3693eaa02d2f3f7ce,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__cfo_30_deg__p95totalreceiveralgorithmtimeus,30°载波频偏下近2/3码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__p95totalreceiveralgorithmtimeus/figure.png,dd3fb46a08621c0edcc0def511290aeef09096cb0b66802da856ec34939700f6,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__cfo_30_deg__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__deltafer,近2/3码率组相对AWGN的误帧率劣化,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__deltafer/figure.png,cb24139f92793260bce72d66e0a0926daf22720d1438632cf25ae4dc4901bb6f,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__deltafer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__deltafer/plot_manifest.json,PASS
Stage11,rate_near_2_3__fixed_multipath_real_mmse__avgdecodetimeus,固定多径下近2/3码率组平均译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__avgdecodetimeus/figure.png,e970c0b61329a49ee8760bb89d287c9f9811a267ed601fb4762c17fab3b48ea9,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__avgdecodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__avgdecodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__fixed_multipath_real_mmse__avgtotalreceiveralgorithmtimeus,固定多径下近2/3码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__avgtotalreceiveralgorithmtimeus/figure.png,f532b484c4d89c20a23a4d86aeb69e4998e8141bfb7053307eda59eb1da019a0,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__fixed_multipath_real_mmse__ber,固定多径下近2/3码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__ber/figure.png,c7dea2529121930d3e7ce93b0012b7d5ce6f5e68773ea8e21c33998f9e9ff9d4,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__ber/plot_manifest.json,PASS
Stage11,rate_near_2_3__fixed_multipath_real_mmse__fer,固定多径下近2/3码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__fer/figure.png,f914a57f79ed0dac31528a4b71e05e2757b546bd14d26bbca5ab0ee873e9b5b6,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__fer/plot_manifest.json,PASS
Stage11,rate_near_2_3__fixed_multipath_real_mmse__p95decodetimeus,固定多径下近2/3码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__p95decodetimeus/figure.png,2544bce2dfb1b9ffcc0c39d0c5ee4dd55530f379bca44034ff8a2f412660ed89,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__fixed_multipath_real_mmse__p95totalreceiveralgorithmtimeus,固定多径下近2/3码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__p95totalreceiveralgorithmtimeus/figure.png,421bf8f02d8a8ecce802096c15f68b094490786844e0978521a3e3af90db48c1,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__fixed_multipath_real_mmse__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__known_blockage_5_percent__avgdecodetimeus,短时遮挡（5%）下近2/3码率组平均译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__avgdecodetimeus/figure.png,9edd94d5ab13043bdd71b2a1316cb17312349d7330f211beda0c3b2a4f922782,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__avgdecodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__avgdecodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__known_blockage_5_percent__avgtotalreceiveralgorithmtimeus,短时遮挡（5%）下近2/3码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__avgtotalreceiveralgorithmtimeus/figure.png,f67556f2b30e2df0463ed800c9040f0c81e4db94b8ffe06968dad408331e88aa,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__known_blockage_5_percent__ber,短时遮挡（5%）下近2/3码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__ber/figure.png,fc64f6d3c55527d478001eee97a41b5f2d29b63c00433bcc4c5162119aa921d5,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__ber/plot_manifest.json,PASS
Stage11,rate_near_2_3__known_blockage_5_percent__fer,短时遮挡（5%）下近2/3码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__fer/figure.png,9ed91bf3311eb6399bde133c1ce080d63a6828f93884d343963fc0674aa1b98e,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__fer/plot_manifest.json,PASS
Stage11,rate_near_2_3__known_blockage_5_percent__p95decodetimeus,短时遮挡（5%）下近2/3码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__p95decodetimeus/figure.png,58d88fccf8243b778d4f8b353461c1c7e6ec652cfc230a1f7c8b66d281652cc1,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__known_blockage_5_percent__p95totalreceiveralgorithmtimeus,短时遮挡（5%）下近2/3码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__p95totalreceiveralgorithmtimeus/figure.png,2177649c6b85e587dcde224d57c9e10cfa86bfeffdc4442a20ef7a50afcecf9d,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__known_blockage_5_percent__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__linear_time_varying_frequency__avgdecodetimeus,多普勒频移下近2/3码率组平均译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__avgdecodetimeus/figure.png,f531ef23b1d83f014f657662876a6dcb85379e6fa9a900e50a406b10993bf2e8,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__avgdecodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__avgdecodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__linear_time_varying_frequency__avgtotalreceiveralgorithmtimeus,多普勒频移下近2/3码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__avgtotalreceiveralgorithmtimeus/figure.png,a6bdd8e7b83850b08a94ff03a1bde102c6c2b7666d712c32ac35e6e6d9191c1c,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__linear_time_varying_frequency__ber,多普勒频移下近2/3码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__ber/figure.png,87ded66857f3ffbbb13940953bb1d26f5bacf1424cfa70b7ae6517e2b671e551,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__ber/plot_manifest.json,PASS
Stage11,rate_near_2_3__linear_time_varying_frequency__fer,多普勒频移下近2/3码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__fer/figure.png,1d117e74faaaa1c807692d2c37c933b2865d4fa746d44c50bd197686fbeccf5b,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__fer/plot_manifest.json,PASS
Stage11,rate_near_2_3__linear_time_varying_frequency__p95decodetimeus,多普勒频移下近2/3码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__p95decodetimeus/figure.png,6524020db98fa35f01c4144cba2494e4deeb737ebfcc5ee883b2bda2c3515a53,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__linear_time_varying_frequency__p95totalreceiveralgorithmtimeus,多普勒频移下近2/3码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__p95totalreceiveralgorithmtimeus/figure.png,c2b6c0728f2a958df98382636303f4e76ef00f840a88d5910059315ff9b3e37b,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__linear_time_varying_frequency__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__unknown_burst_5_percent_isr_10db__avgdecodetimeus,5%未知突发干扰（ISR=10 dB）下近2/3码率组平均译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__avgdecodetimeus/figure.png,7e8683de2438129e9e41694f95753797c8bbf8486f12ee150edd378ca9590ef7,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__avgdecodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__avgdecodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus,5%未知突发干扰（ISR=10 dB）下近2/3码率组平均接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus/figure.png,e932952d98969fd469da88afddf3ac4d3aa416fda5006528e472d5ec524d7600,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__avgtotalreceiveralgorithmtimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__unknown_burst_5_percent_isr_10db__ber,5%未知突发干扰（ISR=10 dB）下近2/3码率组误码率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__ber/figure.png,a40eac9211c054b9f0f8c62e01f5249542f8637b9ee21aaf5222dbcbc40fd8a1,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__ber/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__ber/plot_manifest.json,PASS
Stage11,rate_near_2_3__unknown_burst_5_percent_isr_10db__fer,5%未知突发干扰（ISR=10 dB）下近2/3码率组误帧率对比,true,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__fer/figure.png,6f8c3f730181c7768a014b5c29803f40b2237466a728f433a9465cca0efecd6c,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__fer/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__fer/plot_manifest.json,PASS
Stage11,rate_near_2_3__unknown_burst_5_percent_isr_10db__p95decodetimeus,5%未知突发干扰（ISR=10 dB）下近2/3码率组P95译码时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__p95decodetimeus/figure.png,4fcfaee20a194edaccd784433743534e986cd7c2777034fad47245623fb1f80f,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__p95decodetimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__p95decodetimeus/plot_manifest.json,PASS
Stage11,rate_near_2_3__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus,5%未知突发干扰（ISR=10 dB）下近2/3码率组P95接收机算法时延（μs）对比,false,Task/Comparison/S5/results/formal/merged/formal_merged_results.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus/figure.png,93abe0fcd5e761dd257302e6f409030e8fd63f8e5776b5b199a16c79ce5f83e4,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus/figure_data.csv,Task/Comparison/S6/results/stage11_chinese/plots/rate_near_2_3__unknown_burst_5_percent_isr_10db__p95totalreceiveralgorithmtimeus/plot_manifest.json,PASS
