"schemaVersion","stage","caseName","organization","decoderType","payloadLength","encodedLength","frameRate","esN0Db","ebn0Db","ebn0Linear","noiseSigma","noiseVariance","globalSeed","noisePolicyVersion","snrIndex","frameStart","requestedFrameCount","logicalFrameCount","processedFrames","processedPayloadBits","channelHardBitErrors","channelHardFrameErrors","decodedBitErrors","decodedFrameErrors","BER","FER","trueSuccessFrames","trueSuccessRate","reportedSuccessFrames","reportedSuccessRate","miscorrectedFrames","miscorrectionRate","decoderFailureFrames","decoderFailureRate","noErrorStatusFrames","correctedStatusFrames","failedStatusFrames","avgEncodeTimeUs","avgDecodeTimeUs","medianDecodeTimeUs","p95DecodeTimeUs","p99DecodeTimeUs","maxDecodeTimeUs","totalDecodeTimeUs","timedFrames","decoderMemoryBytes","peakWorkspaceBytes","memoryMeasurementMethod","firstNoiseHash","lastNoiseHash","stopReason","targetFrameErrors","minFrames","maxFrames","checkpointCount","resumeCount","shardIndex","shardCount","configHash","gitCommit","environmentHash"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","0.000000","1.5381486434452905","1.425","0.70710678118654757","0.50000000000000011","20260804","1","10","0","50000","50000","1000","200000","22430","1000","14723","1000","0.073615","1","0","0","1000","1","1000","1","0","0","0","1000","0","3.1967999999999752","9.1228999999999854","7.9000000000000004","13.300000000000001","18.704999999999995","115.59999999999999","9122.8999999999851","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","9b9163e35508ccb013dc960a1af39ca73d2c177a23c60a16b17a816e2dce6cf4","76ce967c8c5fe1023f5928eb4e980f4bfde35a66ebdb32cfdda0950ddadc7830","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","35b74a32b4b20cb760a1021ef1c2140a598d6c71fd5d6347592eb783b7717601","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","0.500000","2.0381486434452905","1.5988762973802981","0.66755184747469065","0.44562546906687267","20260804","1","11","0","50000","50000","1000","200000","19166","1000","11664","995","0.058319999999999997","0.995","5","0.0050000000000000001","1000","1","995","0.995","0","0","0","1000","0","3.0077999999999672","8.539399999999997","7.7999999999999998","12.604999999999995","14.606999999999992","26.300000000000001","8539.3999999999978","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","97511a54db1633c251b68ee5d96c2946cba28afb1f46e7faef6b4351ec89b2c0","a6f935e000988ae93df36c6d6a9c607d1c4be48570d629b3cec797f46ae7e163","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","e1edcd8e4d8927409f3511f2072630b289bd647158b7c99a826bc103cabaeaba","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","1.000000","2.5381486434452905","1.7939687118066885","0.63020958209324363","0.3971641173621408","20260804","1","12","0","50000","50000","1000","200000","16204","1000","9110","987","0.04555","0.98699999999999999","13","0.012999999999999999","1000","1","987","0.98699999999999999","0","0","0","1000","0","4.1045999999999827","11.322700000000006","10","16.404999999999994","38.921999999999976","148.80000000000001","11322.700000000006","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","4a789ef80ddbfb633dbf370425e2a1a5f55d7db1d0b470531d9f724db6b798b8","7344cbfbeeaaf4057ac56ab468cb080bec073682d5d5f8aa5016fac21016c619","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","abb32742ec210c588a34f77d2213026f14dd8edd44b83ef69436c05935bc6bb2","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","1.500000","3.0381486434452905","2.0128660010874251","0.59495621031473311","0.35397289219206896","20260804","1","13","0","50000","50000","1000","200000","13199","1000","6469","953","0.032344999999999999","0.95299999999999996","47","0.047","1000","1","953","0.95299999999999996","0","0","0","1000","0","3.8402999999999978","10.949500000000008","9.8000000000000007","14.6","22.920999999999978","467","10949.500000000007","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","75cc3371a9119e85d6e3307e90628943408c68cd9aac35976f0c9081d9c1501f","99f08cff6df5bc485873863a9acdb59a6a972c2a952d2d7160016cf6e63559c1","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","9d3e7535d8666aa075b9cdd8076c84854539a24d8cf79b0e7fede374b750f409","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","2.000000","3.5381486434452905","2.258472799257087","0.56167488126147913","0.31547867224009668","20260804","1","14","0","50000","50000","1000","200000","10824","1000","4682","883","0.02341","0.88300000000000001","117","0.11700000000000001","1000","1","883","0.88300000000000001","0","0","0","1000","0","4.0097999999999754","10.966699999999996","10.149999999999999","15.204999999999995","22.212999999999987","202.09999999999999","10966.699999999995","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","d1c7dec1970066b1aeb6c57c58c67c5fa353d787fe6287e7b472af045621bd87","6e4964d69df1f3a2f7219268788874c5992fb76430e08b10024c48ea5b52a424","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","2fb8b5c6942c09d82b9c4fff51ecb0d2c2cfb0b086a54407b71112ecac71a2b1","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","2.500000","4.0381486434452905","2.5340481593054651","0.53025528059150395","0.28117066259517459","20260804","1","15","0","50000","50000","1000","200000","8278","1000","2848","739","0.014239999999999999","0.73899999999999999","261","0.26100000000000001","1000","1","739","0.73899999999999999","0","0","0","1000","0","3.0886999999999794","8.6204000000000054","7.4000000000000004","13.1","16.809999999999992","309.30000000000001","8620.4000000000051","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","a7161802f27bb6ca113e7f74bef7fa76e5b9e881e8f14aa68bae374f57131117","b0d00826f6a643557636cf30c6b9b4fafb3e5e810aa2c98984671437295e792b","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","685f9f62c431ec6f1ed609d295752265ff4c1e2ace7a1acc72d55b1d38c3a3d2","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","3.000000","4.5381486434452905","2.8432487988306536","0.5005932648504533","0.25059361681363607","20260804","1","16","0","50000","50000","1000","200000","6642","999","1959","569","0.0097949999999999999","0.56899999999999995","431","0.43099999999999999","1000","1","569","0.56899999999999995","0","0","1","999","0","3.3938000000000144","8.6314000000000046","7.7000000000000002","12.9","17.603999999999999","56.600000000000001","8631.4000000000051","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","09f9f76de231326a9216b916ee12a58a2c448df2d9c9611c8d6f23e4b4c848be","c24854f38d29e99764b505d269071fc6bd900f1f758f460fa78713869877d68a","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","f711139f924d03f85f1726c5085179996d006253b4262867ced52c60c7126b33","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","3.500000","5.0381486434452905","3.1901776224598843","0.47259051627755033","0.22334179607548157","20260804","1","17","0","50000","50000","1000","200000","5019","995","1120","385","0.0055999999999999999","0.38500000000000001","615","0.61499999999999999","1000","1","385","0.38500000000000001","0","0","5","995","0","3.099999999999973","7.9688999999999925","7.0999999999999996","12.204999999999995","16.503999999999998","53.200000000000003","7968.8999999999924","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","0f769e24f586eea828c02596258320d23e57989ab916a730e0e1badb48493519","adec6098b761ff57017d92f6b332355e6459d67e00b22a22437ea7dfbdcb518c","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","4280661e6c9b413c25754456c90bf38dec42323cfeeba0f34cd150ff7efea58d","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","4.000000","5.5381486434452905","3.5794381649011524","0.44615421692140106","0.1990535852767486","20260804","1","18","0","50000","50000","1000","200000","3480","970","588","234","0.0029399999999999999","0.23400000000000001","766","0.76600000000000001","1000","1","234","0.23400000000000001","0","0","30","970","0","2.9781999999999873","8.0879999999999956","6.9000000000000004","11.5","15.800000000000001","499.80000000000001","8087.9999999999964","1000","1580","779","EXACT_FROM_TYPE_AND_COUNT","d899e38a547eaa7b82e306c73b476ab49cfb2d4e080539005eabb62785f0a1b2","0d53122211897b6a2cd9199ad2d3bbc01802a4bfc01c4fc0df5e2d7fa5b4d142","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","563b7bcee43ba8bf5097516da3698ce2226fed0e145b210b5215c56716ce2c43","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","4.500000","6.0381486434452905","4.0161956770518472","0.42119674098547782","0.17740669461678771","20260804","1","19","0","50000","50000","1579","315800","3867","1442","460","200","0.0014566181127295757","0.1266624445851805","1379","0.8733375554148195","1579","1","200","0.1266624445851805","0","0","137","1442","0","3.2735908803039777","8.2972134262191144","7","12.5","18.56600000000001","86.700000000000003","13101.299999999981","1579","1580","779","EXACT_FROM_TYPE_AND_COUNT","732f77c804e2c8d9667f95a776c38da37e717efb566439dbeb61685af3aa3407","0177fc3772151896555b8cd43be7642933c2b384692860629c9f511b9e54b782","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","94bebe1caf044148e7149b8c8706f97a3482c79fa121d72001872f545defbb64","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","5.000000","6.5381486434452905","4.5062456657399412","0.39763536438352531","0.15811388300841894","20260804","1","20","0","50000","50000","3199","639800","5452","2595","449","200","0.0007017818068146296","0.062519537355423566","2999","0.93748046264457641","3199","1","200","0.062519537355423566","0","0","604","2595","0","3.0491090965927108","7.5100656455142163","6.5999999999999996","11.5","15.909999999999991","78.400000000000006","24024.699999999979","3199","1580","779","EXACT_FROM_TYPE_AND_COUNT","e5c210b29c4d78c3eee9f3621ed42773a1cdc9bcc2a8e74f2761e6875ad8dece","0c84843a0e00fab9e6c15e233eec450af61d0295c589bdf4cab82a9f94a5f276","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","1","0","0","1","5e39669ad4d415d100d1327ff64d255395df6895db9ad0ad85678f146439f5e3","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","5.500000","7.0381486434452905","5.0560907965784505","0.37539199054218336","0.14091914656322269","20260804","1","21","0","50000","50000","6735","1347000","7407","4483","432","200","0.00032071269487750559","0.029695619896065329","6535","0.97030438010393472","6735","1","200","0.029695619896065329","0","0","2252","4483","0","3.0327394209354037","7.5098589458054619","6.5999999999999996","11.699999999999999","14.900000000000002","120.40000000000001","50578.899999999783","6735","1580","779","EXACT_FROM_TYPE_AND_COUNT","a455fec7f6151c9260b607f0dd480b48e99dc1965dc8eb06770e914f42d8e74f","8d1d31f047baa0ce165b372f99b9963e26cb168067583591446d4cd5605c13e1","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","2","0","0","1","3c2441e728d14e9461d34365b459e6925510578c91fff750b06ea3ab9ef415b8","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","6.000000","7.5381486434452905","5.6730271803873364","0.35439289154197068","0.12559432157547898","20260804","1","22","0","50000","50000","18452","3690400","12423","9049","434","200","0.00011760242792109257","0.010838933448948623","18252","0.9891610665510514","18452","1","200","0.010838933448948623","0","0","9404","9048","0","3.1200195100800241","7.7506665944071456","6.5","11.699999999999999","15.649000000000159","541.79999999999995","143015.30000000066","18452","1580","779","EXACT_FROM_TYPE_AND_COUNT","18a2379f3eb1d9549ba23c2c30d9de93dd043c531242c3c4b6803b90754611bb","fafc7d6626d1711de5e1114be29861c013a6814b8c1879c97eb3b7ebec0c3de3","TARGET_FRAME_ERRORS_REACHED","200","1000","50000","4","0","0","1","e04e344bfdf0e265a32b4f1d632af4bbff48e3e374b3e3389112d3d89f483995","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","6.500000","8.0381486434452896","6.3652411881512236","0.3345684637386151","0.111936056928417","20260804","1","23","0","50000","50000","50000","10000000","19980","16497","446","198","4.46e-05","0.00396","49802","0.99604000000000004","50000","1","198","0.00396","0","0","33503","16497","0","2.9718920000004774","7.411161999999984","6.4000000000000004","11.5","15","417.10000000000002","370558.09999999922","50000","1580","779","EXACT_FROM_TYPE_AND_COUNT","487b7c901999b70508e6fffd20abf846e73ac50bee689512f2019657044233e3","1354bb040429f89241a3248b9f9e3a1f029353aeecdccd4fc51c4e7ee250e0f0","MAX_FRAMES_REACHED","200","1000","50000","11","0","0","1","9e2254c18487aaa35c942393e5f093779d5c2263014466b787b6ca99f7842710","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
"bch.s6.result.v1","stage03_bch_formal_rerun","BCH-S200","SEGMENTED","SYNDROME_LOOKUP","200","285","0.70175438596491224","7.000000","8.5381486434452896","7.1419180791886285","0.31585299705471215","0.099763115748444001","20260804","1","24","0","50000","50000","50000","10000000","10998","9883","169","72","1.6900000000000001e-05","0.0014400000000000001","49928","0.99856","50000","1","72","0.0014400000000000001","0","0","40117","9883","0","3.034170000000723","7.3555319999999691","6.4000000000000004","11.1","14.699999999999999","565.29999999999995","367776.59999999846","50000","1580","779","EXACT_FROM_TYPE_AND_COUNT","3d240fd1261c30da29fd2e465e15f70e2fd897c8ef9538c4fcc0f0844e3510f4","2f10a833cbdf76c6dfbfe60ac49c47895b625759c4a41f6a9b565960a564c837","MAX_FRAMES_REACHED","200","1000","50000","11","0","0","1","b3a9455a3719b7fdccb3aca33fcbc77c6d612e268eb70cdc4d40e159e357e889","9d51fabdaa8446966f70c395d552576b3ab7fb52","665a26840a98297aed81257b9c0ac6dff3382cb0860e7521b8906882a7a6e259"
