"caseName","snrIndex","esN0Db","metric","total","average","p95","maximum"
"BCH-S200","0","-5.000000","segmentCount","19000","19","19","19"
"BCH-S200","0","-5.000000","initialSyndromeCount","19000","19","19","19"
"BCH-S200","0","-5.000000","nonzeroSyndromeCount","17662","17.661999999999999","19","19"
"BCH-S200","0","-5.000000","syndromeCalculationCount","36662","36.661999999999999","38","38"
"BCH-S200","0","-5.000000","syndromeBitTestCount","403282","403.28199999999998","418","418"
"BCH-S200","0","-5.000000","syndromeXorCount","604266","604.26599999999996","672","732"
"BCH-S200","0","-5.000000","syndromeShiftCount","201422","201.422","224","244"
"BCH-S200","0","-5.000000","tableLookupCount","17662","17.661999999999999","19","19"
"BCH-S200","0","-5.000000","lookupHitCount","17662","17.661999999999999","19","19"
"BCH-S200","0","-5.000000","lookupMissCount","0","0","0","0"
"BCH-S200","0","-5.000000","bitFlipCount","17662","17.661999999999999","19","19"
"BCH-S200","0","-5.000000","postSyndromeCheckCount","17662","17.661999999999999","19","19"
"BCH-S200","0","-5.000000","correctedSegmentCount","17662","17.661999999999999","19","19"
"BCH-S200","0","-5.000000","failedSegmentCount","0","0","0","0"
"BCH-S200","0","-5.000000","miscorrectedSegmentCount","0","0","0","0"
"BCH-S200","0","-5.000000","reportedSuccessButPayloadWrongCount","0","0","0","0"
"BCH-S200","0","-5.000000","syndromeValueCount","0","0","0","0"
"BCH-S200","0","-5.000000","syndromeEvaluationCount","0","0","0","0"
"BCH-S200","0","-5.000000","bmIterationCount","0","0","0","0"
"BCH-S200","0","-5.000000","bmDiscrepancyCount","0","0","0","0"
"BCH-S200","0","-5.000000","bmLocatorUpdateCount","0","0","0","0"
"BCH-S200","0","-5.000000","bmPolynomialCopyCount","0","0","0","0"
"BCH-S200","0","-5.000000","chienPositionTestCount","0","0","0","0"
"BCH-S200","0","-5.000000","chienPolynomialEvaluationCount","0","0","0","0"
"BCH-S200","0","-5.000000","chienRootCount","0","0","0","0"
"BCH-S200","0","-5.000000","gfAddCount","0","0","0","0"
"BCH-S200","0","-5.000000","gfMultiplyCount","0","0","0","0"
"BCH-S200","0","-5.000000","gfDivideCount","0","0","0","0"
"BCH-S200","0","-5.000000","gfInverseCount","0","0","0","0"
"BCH-S200","0","-5.000000","locatorDegree","0","0","0","0"
"BCH-S200","0","-5.000000","rootCount","0","0","0","0"
"BCH-S200","0","-5.000000","decoderFailureCount","0","0","0","0"
"BCH-S200","0","-5.000000","miscorrectionCount","1000","1","1","1"
"BCH-S200","1","-4.500000","segmentCount","19000","19","19","19"
"BCH-S200","1","-4.500000","initialSyndromeCount","19000","19","19","19"
"BCH-S200","1","-4.500000","nonzeroSyndromeCount","17463","17.463000000000001","19","19"
"BCH-S200","1","-4.500000","syndromeCalculationCount","36463","36.463000000000001","38","38"
"BCH-S200","1","-4.500000","syndromeBitTestCount","401093","401.09300000000002","418","418"
"BCH-S200","1","-4.500000","syndromeXorCount","599829","599.82899999999995","669","738"
"BCH-S200","1","-4.500000","syndromeShiftCount","199943","199.94300000000001","223","246"
"BCH-S200","1","-4.500000","tableLookupCount","17463","17.463000000000001","19","19"
"BCH-S200","1","-4.500000","lookupHitCount","17463","17.463000000000001","19","19"
"BCH-S200","1","-4.500000","lookupMissCount","0","0","0","0"
"BCH-S200","1","-4.500000","bitFlipCount","17463","17.463000000000001","19","19"
"BCH-S200","1","-4.500000","postSyndromeCheckCount","17463","17.463000000000001","19","19"
"BCH-S200","1","-4.500000","correctedSegmentCount","17463","17.463000000000001","19","19"
"BCH-S200","1","-4.500000","failedSegmentCount","0","0","0","0"
"BCH-S200","1","-4.500000","miscorrectedSegmentCount","0","0","0","0"
