stageId,runId,gitCommit,caseId,legendLabel,payloadLength,encodedLength,actualRate,motherN,motherK,motherT,blockCount,configurationId,interleaverMode,interleaverDepth,interleaverSeed,permutationFile,permutationSha256,burstLengthIndex,burstLengthBits,burstRatio,snrIndex,targetSnrDb,derivedEbN0Db,sigma2,masterSeed,framesProcessed,payloadBitsProcessed,payloadErrorBits,payloadErrorFrames,decoderDeclaredSuccessFrames,decoderDeclaredFailureFrames,trueSuccessFrames,miscorrectionFrames,undetectedErrorFrames,affectedCodeBlocksTotal,meanAffectedCodeBlocks,maxAffectedCodeBlocks,maxErrorsInOneCodeBlockObserved,meanMaxErrorsInOneCodeBlock,interleaverApplyTimeTotalNs,deinterleaverApplyTimeTotalNs,decoderTimeTotalNs,interleaverTimeMeanNs,deinterleaverTimeMeanNs,decoderTimeMeanNs,decoderTimeP50Ns,decoderTimeP95Ns,decoderTimeP99Ns,decoderTimeMaxNs,interleaverBufferBits,interleaverBufferBytes,interleaverStartupDelayBits,burstStartChecksum,payloadChecksum,awgnChecksum,ber,fer,decoderFailureRate,miscorrectionRate,undetectedErrorRate,trueSuccessRate,stopReason,checkpointPath,resultSha256
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,2,1,2.5381486434452905,0.39716411736214075,1397048147,1000,200000,8735,985,1000,0,15,985,0,0,0,0,0,0,612800,605200,7433500,612,605,7433,6500,10700,13600,98600,285,36,285,2750459640751173477,2316545862110743317,9675955982536889938,0.043674999999999999,0.98499999999999999,0,0.98499999999999999,0,0.014999999999999999,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S2.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,6,3,4.5381486434452905,0.25059361681363618,1397048147,1000,200000,1871,581,1000,0,419,581,0,0,0,0,0,0,562300,584200,6132500,562,584,6132,5700,9200,10900,82700,285,36,285,5364323082172509193,1173733885670028005,7351587508147074428,0.0093550000000000005,0.58099999999999996,0,0.58099999999999996,0,0.41899999999999998,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S6.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,10,5,6.5381486434452905,0.15811388300841897,1397048147,3086,617200,452,200,3086,0,2886,200,0,0,0,0,0,0,1908200,1969500,19502600,618,638,6319,5300,9300,11000,78800,285,36,285,14299729997416449234,1065913854349572564,2419239744945620616,0.00073233959818535318,0.064808813998703821,0,0.064808813998703821,0,0.93519118600129614,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S10.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,14,7,8.5381486434452896,0.099763115748444001,1397048147,50000,10000000,160,70,50000,0,49930,70,0,0,0,0,0,0,39565400,40011400,400700500,791,800,8014,5700,10300,26000,4659000,285,36,285,7644845353644382953,767742273552533147,7504603195503341363,1.5999999999999999e-05,0.0014,0,0.0014,0,0.99860000000000004,MAX_FRAMES_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S14.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,18,9,10.53814864344529,0.06294627058970835,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,52248200,47259100,497610400,1044,945,9952,8300,11200,44700,5064500,285,36,285,17522939630043604009,11052261261166944356,12878143056984752537,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S18.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,22,11,12.53814864344529,0.039716411736214069,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,48888400,49744100,508372900,977,994,10167,8300,11100,42000,7186900,285,36,285,17795214178069086852,9124110631662397769,5325204853089273099,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S22.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,26,13,14.53814864344529,0.025059361681363614,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,48023200,51048400,506275400,960,1020,10125,8300,11000,44100,5627400,285,36,285,3123959351153201026,7479492834863379358,8894204416086483662,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S26.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,30,15,16.53814864344529,0.015811388300841896,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,42230800,47004000,442568700,844,940,8851,8300,10700,31200,1709000,285,36,285,12270931611462524471,16489118370360370777,5179072749382839474,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S30.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_L0,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,0,0,0,34,17,18.53814864344529,0.0099763115748443994,1397048147,50000,10000000,0,0,50000,0,50000,0,0,0,0,0,0,0,37640400,39172700,376889700,752,783,7537,7900,10200,17200,591100,285,36,285,12208702595376771276,700092088634521423,3819566521252881762,0,0,0,0,0,1,MAX_FRAMES_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_L0_S34.json,
stage16_burst_interleaving_comparison,stage16_formal_v1,8f2b806a78eeb27120a68310b09cea5d32f634d3,K200_S15,分块200,200,285,0.70175438596491224,15,11,1,19,NONE_LREP,NONE,1,1140071481932319848,../stage13_burst_interleaving_validation/results/stage13_burst_interleaving_validation_permutations.csv,4e5faa22aa4624526bfc7ba6cd69df14d8268dd64226d430f4fc43c2e2979f22,1,12,0.042105263157894736,1,0.5,2.0381486434452905,0.44562546906687278,1397048147,1000,200000,19167,1000,1000,0,0,1000,0,1729,1.7290000000000001,2,12,9.5960000000000001,813600,826900,9438400,813,826,9438,10000,12300,20400,80400,285,36,285,1287099321498680995,9213379136773596738,2163159563430553775,0.095835000000000004,1,0,1,0,0,TARGET_FRAME_ERRORS_REACHED,results/checkpoints/stage16_burst_interleaving_comparison_K200_S15_NONE_LREP_S1.json,
