schemaVersion,stage,channelType,caseName,organization,decoderType,payloadLength,encodedLength,frameRate,sourcePayloadEbN0Db,snrDb,noisePolicyVersion,initialPhaseDeg,frameRotationDeg,compensationMode,attenuationDb,completeBlockage,blockageLength,blockageStartPolicy,burstMode,burstLength,burstStartPolicy,burstInjectionDomain,backgroundAwgnEnabled,processedFrames,processedPayloadBits,channelHardBitErrors,channelHardFrameErrors,channelHardBER,decodedBitErrors,decodedFrameErrors,BER,FER,trueSuccessFrames,trueSuccessRate,reportedSuccessFrames,reportedSuccessRate,miscorrectedFrames,miscorrectionRate,decoderFailureFrames,decoderFailureRate,avgDecodeTimeUs,p50DecodeTimeUs,p95DecodeTimeUs,p99DecodeTimeUs,maxDecodeTimeUs,avgTotalReceiverTimeUs,medianReceiverTimeUs,p95ReceiverTimeUs,p99ReceiverTimeUs,maxReceiverTimeUs,minFrames,targetFrameErrors,maxFrames,stopReason,checkpointCount,resumeCount,shardIndex,shardCount,configHash,gitCommit,resultClass,experimentAxis
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,620170,5000,0.5001370967741936,499968,5000,0.49996800000000002,1,0,0,6,0.0011999999999999999,6,0.0011999999999999999,4994,0.99880000000000002,37.45691999999994,32.399999999999999,51.705000000000027,113.91600000000035,527.5,88.483880000000028,77.099999999999994,132.30500000000004,267.45000000000107,1301.7,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,a606ac96fa77fa687ef7590d6aaee5cd2f0473f6ecb55766a1087e45620129a3,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,1179206,5000,0.95097258064516133,950863,5000,0.95086300000000001,1,0,0,5,0.001,5,0.001,4995,0.999,34.031639999999975,30.199999999999999,46.605000000000018,78.339000000000837,333,79.591980000000035,72.400000000000006,101.30500000000001,171.40700000000018,843.79999999999995,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,b3e1252e82c60f2458e64aae057000b3b245b64d3ebd2e2480c62b97d114b08d,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,0,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,16327,4807,0.013166935483870967,1246,229,0.0012459999999999999,0.0458,4771,0.95420000000000005,4772,0.95440000000000003,1,0.00020000000000000001,228,0.045600000000000002,28.215320000000002,26.100000000000001,41,60.701000000000022,530.70000000000005,70.081559999999968,65.5,89.299999999999997,150.50300000000007,686.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,45a3cc1f12fd41677c5c6c5460ca9cabeb0eda07c8fbd7be0d500c99c7d71328,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,45,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,166925,5000,0.13461693548387096,109999,5000,0.109999,1,0,0,5,0.001,5,0.001,4995,0.999,39.223259999999868,33,52.899999999999999,149.55300000000116,1320,89.622120000000066,77,133.80000000000001,293.20900000000017,1369.7,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,604941758ee9568feba3bf0a491d1b503e20efaa55a7b28bb8ad2c01997cb264,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,90,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,885954,5000,0.71447903225806453,680111,5000,0.68011100000000002,1,0,0,5,0.001,5,0.001,4995,0.999,32.697659999999978,29.600000000000001,44.299999999999997,67.610000000000213,394.89999999999998,78.462179999999819,72.299999999999997,98.299999999999997,156.00200000000004,684.70000000000005,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,b17be584e5ec41f657f1eb5aad6db703f537270368cab31274651884acd68834,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B200,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,200,248,0.80645161290322576,5.2999999999999998,4.3657831483776492,2,135,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1000000,1209820,5000,0.97566129032258064,972866,5000,0.97286600000000001,1,0,0,5,0.001,5,0.001,4995,0.999,34.233040000000003,30.600000000000001,46.505000000000017,73.200000000000003,377.30000000000001,79.615419999999915,72.900000000000006,102.50500000000002,163.21200000000024,572.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,8d02d8d61dab39257384433f560724ef0a3d9977b3491503a458e3a1eaa7f786,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,3574,2543,0.0017019047619047619,93,44,6.2000000000000003e-05,0.0088000000000000005,4956,0.99119999999999997,5000,1,44,0.0088000000000000005,0,0,18.73212000000002,16,28.800000000000001,38.801000000000023,368.60000000000002,86.43515999999984,80.099999999999994,105.3,165.30100000000002,445.10000000000002,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,10737f18b2f2db69d24718554f4d599eba1b0e087475c09e0a80b636c7d7905c,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,39635,4999,0.018873809523809525,9641,2959,0.0064273333333333335,0.59179999999999999,2041,0.40820000000000001,5000,1,2959,0.59179999999999999,0,0,22.959059999999937,18.5,34.705000000000027,63.305000000000106,1000.3,97.127399999999994,87,136.53500000000014,222.80200000000005,1089.2,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,cb9fe29ec9785e3994273b693abf655f16e53bac9611ebfa544787576415d65c,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1048863,5000,0.49945857142857142,749171,5000,0.49944733333333335,1,0,0,5000,1,5000,1,0,0,28.524079999999969,23.600000000000001,43,87.011000000000237,948.89999999999998,113.40749999999991,98.400000000000006,179.10500000000002,331.91700000000259,1869.7,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,f7273c501ea64dcee48493e58aa7cc0d600fe5e15d515f6791ef635ba33dc3f3,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,2060058,5000,0.98097999999999996,1490276,5000,0.99351733333333336,1,0,0,5000,1,5000,1,0,0,20.908299999999894,17.5,32,50.217000000000375,324.19999999999999,95.531320000000079,87.200000000000003,122.00500000000002,210.7420000000009,905.20000000000005,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,e9076005484ab9268ee769ed34b2151d4dd1981c0f4eeaaa53fa7e02e3cceae7,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,0,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,5649,3360,0.0026900000000000001,222,103,0.00014799999999999999,0.0206,4897,0.97940000000000005,5000,1,103,0.0206,0,0,21.202379999999973,17.300000000000001,33.505000000000017,53.904000000000082,354.69999999999999,93.041900000000197,83.5,126.09999999999999,216.9130000000003,813.79999999999995,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,0c89514949b3a22f37deb01f2d1057f242252f64dcface02591d59adafe638bf,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,45,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,184581,5000,0.087895714285714285,124624,5000,0.083082666666666666,1,0,0,5000,1,5000,1,0,0,23.961339999999996,20.199999999999999,35.899999999999999,55.518000000000391,453.10000000000002,100.75555999999985,92.299999999999997,130.01500000000004,218.90300000000008,670,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,dccdc06c363ab5e3ffb301879d1374410a1b8c91bcdd85832f86ebe243b4dd56,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,90,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1584630,5000,0.7545857142857143,1098580,5000,0.73238666666666663,1,0,0,5000,1,5000,1,0,0,24.788239999999885,20.899999999999999,38,56.405000000000108,346.30000000000001,102.73969999999989,93.599999999999994,137.31000000000006,222.30300000000008,969,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,88baebb58105bc66c8a4b82574539280c316ea04f0aa2ed70b469dc4abfd4dd7,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-S300,SEGMENTED,SYNDROME_LOOKUP,300,420,0.7142857142857143,7.7999999999999998,6.3387196432176198,2,135,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,2084931,5000,0.99282428571428571,1497853,5000,0.99856866666666666,1,0,0,5000,1,5000,1,0,0,23.675379999999993,19.399999999999999,35.100000000000001,71.301000000000016,581.89999999999998,101.98647999999991,90.549999999999997,156.72000000000006,264.11800000000039,1265.5,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,ebc1443ce4d4460189a45ec4e793b129251cd522f1b4831bf5365780e7d9de47,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,0,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,23293,4952,0.011945128205128205,410,46,0.00027333333333333333,0.0091999999999999998,4954,0.99080000000000001,4954,0.99080000000000001,0,0,46,0.0091999999999999998,68.484999999999985,64.349999999999994,97.5,134.70300000000006,515.29999999999995,132.98958000000027,125.34999999999999,172.80000000000001,247.20800000000017,1002.9,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6fc1be4713de4d1b91e03152933d6e21db33c621f929775352bb30054ffe1458,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,45,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,108205,5000,0.055489743589743588,82945,4979,0.055296666666666668,0.99580000000000002,21,0.0041999999999999997,21,0.0041999999999999997,0,0,4979,0.99580000000000002,92.717499999999959,86.599999999999994,122.91000000000005,169.50100000000003,887.29999999999995,158.90583999999976,149.09999999999999,203.40500000000003,275.89999999999998,964,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,f33fb08a9fb95b7dbfb0d48cd65d01bddbc6b61a7e973324c27af64ea7e0906f,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,90,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,974266,5000,0.49962358974358972,749245,5000,0.49949666666666664,1,0,0,0,0,0,0,5000,1,92.649180000000044,86.5,117.00500000000002,184.90200000000007,499.30000000000001,164.28622000000058,153.80000000000001,205.51500000000004,319.93800000000084,791.39999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,f3a1c37fffe0a55b10610a28389244a8394ac7d65ce713ff81023437f4cac6a7,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,135,0,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,1842130,5000,0.94468205128205129,1417132,5000,0.94475466666666663,1,0,0,0,0,0,0,5000,1,95.405800000000099,87.5,126.90000000000001,199.10700000000014,860,165.64632000000012,153.09999999999999,214.41000000000005,360.50600000000014,1229.4000000000001,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,d3c6caf239749b46de45a9a1f70a65739525305053f28baee15caef45f934a56,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
bch.s2.impairment.result.v1,S2_SCIENTIFIC_CORRECTION,RESIDUAL_CFO,BCH-B300,WHOLE_BLOCK_SHORTENED,BERLEKAMP_MASSEY_CHIEN,300,390,0.76923076923076927,5.2000000000000002,4.0605664769316325,2,0,30,NONE,0,0,1,UNIFORM_RANDOM,PURE,1,UNIFORM_RANDOM,POST_HARD_DECISION_BIT_FLIP,1,5000,1500000,31127,4993,0.015962564102564102,2036,246,0.0013573333333333334,0.049200000000000001,4754,0.95079999999999998,4754,0.95079999999999998,0,0,246,0.049200000000000001,75.609539999999811,70.400000000000006,108.3,151.40300000000008,647.60000000000002,140.76858000000004,132.30000000000001,186.80500000000004,269.01600000000036,761.89999999999998,0,0,0,FIXED_FRAMES_REACHED,0,0,0,1,6b15ba3f848a5f0e2ddeade8f895ce28a972f0279f51a147342fb622a9e2f1fe,WORKTREE,INITIAL_PHASE_SENSITIVITY,INITIAL_PHASE
