rateCase,targetFerLevel,targetFer,snrDb,esN0Db,ebN0Db,actualRate,sigmaSquared,mode,dtb,frames,bitErrors,frameErrors,BER,FER,berCiLow,berCiHigh,ferCiLow,ferCiHigh,decodedBitMismatchVsBlock,decodedFrameMismatchVsBlock,relativeBerIncreaseVsBlock,relativeFerIncreaseVsBlock,survivorMemoryBytes,pathMetricMemoryBytes,totalDecoderMemoryBytes,tracebackOperations,ACSCount,firstDecisionDelaySymbols,avgDecisionDelaySymbols,p95DecisionDelaySymbols,avgDecodeTimeUs,medianDecodeTimeUs,p95DecodeTimeUs,maxDecodeTimeUs,payloadSeed,noiseSeed,frameIndex,caseId,sourceNoiseId,sourceStage09RowId,sourceObservedFer,stopReason,timingBatchCount
R34,FER_003,0.029999999999999999,2.3999999999999999,2.3999999999999999,3.7353890837021746,0.73529411764705888,0.28771996866857846,CONTINUOUS_TRUNCATED_VITERBI,35,7295,6769,1090,0.0030929860635138221,0.14941740918437285,0.0030202848055646452,0.0031674317532483951,0.14142122454638564,0.1577826246044283,5532,991,2.4945792462570986,4.4499999999999993,6720,1024,7744,69448400,285730560,34,32.646666666666668,34,305.06592186428969,270.89999999999998,427,5239.1999999999998,2026072001,2026072901,0-7294,CC-B-R34-S-FER_003,STAGE10-3003,dense-119,0.030684258975145751,TARGET_ERRORS_REACHED,5
R34,FER_003,0.029999999999999999,2.3999999999999999,2.3999999999999999,3.7353890837021746,0.73529411764705888,0.28771996866857846,CONTINUOUS_TRUNCATED_VITERBI,49,7295,3353,456,0.0015320996116061228,0.062508567511994517,0.0014811486628742202,0.001584800471740058,0.057180453263639505,0.068297194660044871,1784,306,0.73102736189984496,1.2799999999999998,9408,1024,10432,92223390,285730560,48,44.990000000000002,48,307.32461960246889,273.10000000000002,427.39999999999998,1278.5,2026072001,2026072901,0-7294,CC-B-R34-S-FER_003,STAGE10-3003,dense-119,0.030684258975145751,TARGET_ERRORS_REACHED,5
R34,FER_003,0.029999999999999999,2.3999999999999999,2.3999999999999999,3.7353890837021746,0.73529411764705888,0.28771996866857846,CONTINUOUS_TRUNCATED_VITERBI,70,7295,2140,242,0.00097783870230751658,0.033173406442769018,0.00093729628526748369,0.0010201329765268006,0.029303194682477336,0.037535009924794242,311,57,0.10480123902942692,0.20999999999999994,13440,1024,14464,121024050,285730560,69,62.280000000000001,69,315.4598766278271,281.30000000000001,434.80000000000001,2519.1999999999998,2026072001,2026072901,0-7294,CC-B-R34-S-FER_003,STAGE10-3003,dense-119,0.030684258975145751,TARGET_ERRORS_REACHED,5
R34,FER_003,0.029999999999999999,2.3999999999999999,2.3999999999999999,3.7353890837021746,0.73529411764705888,0.28771996866857846,CONTINUOUS_TRUNCATED_VITERBI,84,7295,1997,212,0.00091249714416266853,0.029061000685400958,0.00087336065211418535,0.00095338572277716479,0.025447247200245778,0.03317047469911745,110,21,0.030975735673722245,0.059999999999999949,16128,1024,17152,136649940,285730560,83,72.989999999999995,83,320.11755997258291,285.5,437.19999999999999,5008.1000000000004,2026072001,2026072901,0-7294,CC-B-R34-S-FER_003,STAGE10-3003,dense-119,0.030684258975145751,TARGET_ERRORS_REACHED,5
R34,FER_003,0.029999999999999999,2.3999999999999999,2.3999999999999999,3.7353890837021746,0.73529411764705888,0.28771996866857846,CONTINUOUS_TRUNCATED_VITERBI,98,7295,1968,204,0.00089924605894448257,0.02796435915010281,0.00086040077521037212,0.00093984347576359984,0.0244222706982903,0.032003322478964036,41,6,0.016004130098089847,0.019999999999999983,18816,1024,19840,149416190,285730560,97,83.046666666666667,97,326.54459218643035,290.89999999999998,450.19999999999999,10485,2026072001,2026072901,0-7294,CC-B-R34-S-FER_003,STAGE10-3003,dense-119,0.030684258975145751,TARGET_ERRORS_REACHED,5
R34,FER_003,0.029999999999999999,2.3999999999999999,2.3999999999999999,3.7353890837021746,0.73529411764705888,0.28771996866857846,CONTINUOUS_TRUNCATED_VITERBI,112,7295,1955,203,0.00089330591729495088,0.027827278958190541,0.00085459187295316172,0.0009337721155750887,0.024294254359457725,0.031857322727533,22,4,0.0092927207021166365,0.014999999999999987,21504,1024,22528,159322800,285730560,111,92.450000000000003,111,328.36075394105552,292.80000000000001,452.39999999999998,1558.2,2026072001,2026072901,0-7294,CC-B-R34-S-FER_003,STAGE10-3003,dense-119,0.030684258975145751,TARGET_ERRORS_REACHED,5
