dtb,totalDecoderMemoryBytes,worstRelativeFerIncrease,worstRelativeBerIncrease
35,7744,4.449999999999999,2.4945792462570986
49,10432,1.2799999999999998,0.731027361899845
70,14464,0.2905405405405406,0.1545354791514266
84,17152,0.1250000000000001,0.07150694952450623
98,19840,0.06756756756756763,0.03566203365032926
112,22528,0.03378378378378381,0.015544989027066572
