series,x,rawY,plotted,exclusionReason,nonMonotonicHighSnrAnomaly
无交织,,308538.06307957944,true,,false
伪随机交织 span=128,,307559.02173985506,true,,false
短深度块交织 D=16,,307068.2892780715,true,,false
短深度块交织 D=8,,307978.6892087386,true,,false
