caseId,algorithm,alpha,snrPoints,sumFER,sumBER,meanIterations,meanDecodeTimeUs,frozenAlpha,selectionReason,status
LDPC_BG2_K300_N480,DIRECT_LAYERED_NMS,1,3,0.8333333333333333,0.00613888888888889,1.2922222222222224,12.881500000000003,1.0,"minimum integrated FER, then BER/iterations/delay",PASS
LDPC_BG2_K300_N560,DIRECT_LAYERED_NMS,1,3,0.8514005602240897,0.007107703081232494,1.412138188608777,15.54491036414565,1.0,"minimum integrated FER, then BER/iterations/delay",PASS
LDPC_BG2_K300_N640,DIRECT_LAYERED_NMS,0.80000000000000004,3,0.86449177877429,0.07561571998006976,14.882700548081715,495.11848330842037,0.8,"minimum integrated FER, then BER/iterations/delay",PASS
