caseId,displayName,payloadLength,encodedLength,actualRate,pointCount,totalFrames,totalPayloadBits,payloadErrorBits,payloadErrorFrames,aggregateBer,aggregateFer,minimumObservedBer,minimumObservedFer,highEndpointEbn0Db,highEndpointSnrDb,highEndpointBer,highEndpointFer,miscorrectionFrames,decoderFailureFrames
K200_M255K207,BCH255整块200,200,248,0.80645161290322576,3,60000,12000000,23625,3154,0.00196875,0.052566666666666664,6.08e-05,0.00192,10,12.07608310501746,6.0800000000000001e-05,0.00192,7,3148
K200_M511K385,BCH385整块200,200,326,0.61349693251533743,3,15000,3000000,157236,9784,0.052412,0.6522666666666667,0.00564,0.1104,7,7.888423912600234,0.00564,0.1104,0,9784
K200_M511K421,BCH421整块200,200,290,0.68965517241379315,3,16469,3293800,92903,7567,0.02820541623656567,0.4594693059687898,0.0012969547070644614,0.030916679548616478,8,9.3966199342900634,0.0012969547070644614,0.030916679548616478,0,7567
K200_S15,BCH15分块200,200,285,0.70175438596491224,3,60103,12020600,9180,2773,0.0007636890005490574,0.04613746402009883,6.7e-06,0.0006,16,17.472151313194523,6.7000000000000002e-06,0.00059999999999999995,2773,0
